t,mag_x,mag_y,mag_z,yaw_mag_deg,yaw_filter_deg,accepted
1477.4896,-184.9,28.3,-276.6,-159.26,-167.10,1
1477.6237,-182.8,30.3,-276.6,-155.78,-169.70,1
1477.7586,-187.0,14.7,-272.7,-162.08,-172.69,1
1477.8934,-182.8,13.7,-275.7,-161.25,-174.53,1
1478.0303,-184.9,2.0,-278.6,-166.58,-175.71,1
1478.1647,-185.9,-4.9,-276.6,-169.80,-175.42,1
1478.2984,-168.1,3.9,-285.4,-166.11,-171.61,1
1478.4326,-172.3,8.8,-283.5,-166.23,-166.70,1
1478.5679,-183.8,15.6,-272.7,-166.98,-163.92,1
1478.7008,-196.4,6.8,-266.9,-171.57,-163.95,1
1478.8369,-185.9,5.9,-275.7,-171.12,-165.90,1
1478.9743,-191.2,-6.8,-277.6,-176.29,-169.78,1
1479.1085,-195.4,-19.5,-273.7,177.56,-173.41,1
1479.2430,-176.5,-31.3,-275.7,173.11,-176.75,1
1479.3773,-183.8,-35.2,-277.6,171.36,-174.13,1
1479.5107,-191.2,-23.5,-271.7,175.56,-170.90,1
1479.6445,-192.2,-7.8,-271.7,-178.06,-168.45,1
1479.7793,-188.0,-5.9,-273.7,-176.10,-168.54,1
1479.9131,-174.4,7.8,-283.5,-169.11,-169.10,1
1480.0504,-191.2,-9.8,-271.7,-178.89,-172.15,1
1480.1860,-176.5,-16.6,-280.5,178.89,-175.03,1
1480.3191,-185.9,-28.3,-273.7,174.32,-177.03,1
1480.4535,-193.3,-35.2,-270.8,172.59,-176.97,1
1480.5875,-191.2,-23.5,-272.7,176.22,-174.79,1
1480.7223,-191.2,-16.6,-268.8,178.40,-171.69,1
1480.8578,-202.7,-2.9,-269.8,-176.97,-168.45,1
1480.9959,-204.8,2.9,-268.8,-175.51,-167.32,1
1481.1289,-197.5,7.8,-272.7,-172.86,-168.66,1
1481.2647,-191.2,-5.9,-271.7,-179.02,-170.79,1
1481.3989,-200.6,-14.7,-269.8,178.30,-172.29,1
1481.5319,-197.5,-22.5,-267.8,175.36,-173.11,1
1481.6660,-204.8,-19.5,-266.9,176.60,-170.92,1
1481.8022,-199.6,-6.8,-266.9,-179.89,-166.23,1
1481.9384,-201.7,-1.0,-269.8,-178.16,-162.60,0
1482.0718,-203.8,10.8,-265.9,-174.98,-161.12,1
1482.2066,-212.2,16.6,-261.0,-171.68,-162.24,1
1482.3406,-201.7,10.8,-269.8,-172.54,-167.33,1
1482.4747,-195.4,-6.8,-273.7,-178.17,-170.98,1
1482.6086,-202.7,-11.7,-266.9,179.69,-172.86,1
1482.7413,-195.4,-13.7,-269.8,179.66,-172.37,1
1482.8779,-196.4,-3.9,-274.7,-176.55,-168.73,1
1483.0154,-200.6,11.7,-271.7,-171.78,-164.37,1
1483.1480,-204.8,15.6,-267.8,-171.38,-161.48,1
1483.2830,-204.8,16.6,-263.9,-171.10,-160.97,1
1483.4183,-201.7,21.5,-270.8,-168.66,-161.85,1
1483.5505,-208.0,10.8,-265.9,-172.47,-164.80,1
1483.6848,-191.2,3.9,-272.7,-173.66,-167.72,1
1483.8206,-198.5,-10.8,-270.8,179.96,-169.57,1
1483.9560,-202.7,-16.6,-263.9,176.95,-169.23,1
1484.0900,-225.8,-10.8,-256.1,179.10,-167.05,1
1484.2248,-206.9,-1.0,-265.9,-177.05,-165.02,1
1484.3575,-216.4,9.8,-261.0,-174.01,-163.47,1
1484.4929,-217.4,14.7,-253.2,-172.31,-163.17,1
1484.6269,-211.1,12.7,-259.1,-172.80,-164.05,1
1484.7598,-215.3,9.8,-260.0,-173.77,-164.71,1
1484.8954,-214.3,6.8,-261.0,-174.85,-165.67,1
1485.0338,-225.8,-3.9,-250.3,-178.44,-165.56,1
1485.1667,-220.6,8.8,-255.2,-174.75,-163.95,1
1485.3017,-217.4,13.7,-257.1,-173.04,-162.49,1
1485.4359,-219.5,13.7,-258.1,-172.94,-161.13,1
1485.5711,-211.1,17.6,-263.9,-171.90,-161.73,1
1485.7037,-222.7,18.6,-252.2,-171.81,-162.36,1
1485.8387,-213.2,15.6,-256.1,-172.09,-165.31,1
1485.9759,-217.4,1.0,-258.1,-176.39,-168.26,1
1486.1102,-214.3,-7.8,-261.0,-178.79,-170.06,1
1486.2448,-214.3,-6.8,-262.0,-179.69,-169.88,1
1486.3787,-219.5,-8.8,-256.1,179.80,-166.51,1
1486.5117,-225.8,-2.0,-249.3,-178.20,-165.19,1
1486.6452,-221.6,6.8,-253.2,-175.48,-163.95,1
1486.7792,-220.6,4.9,-254.2,-175.67,-164.65,1
1486.9129,-212.2,14.7,-259.1,-171.18,-167.34,1
1487.0486,-212.2,-2.9,-260.0,-176.41,-173.76,1
1487.1847,-210.1,-21.5,-263.0,178.71,-179.64,1
1487.3178,-201.7,-36.2,-264.9,174.45,175.89,1
1487.4526,-205.9,-41.0,-263.9,173.10,175.74,1
1487.5868,-199.6,-26.4,-267.8,178.33,179.80,1
1487.7209,-204.8,-9.8,-263.0,-176.34,-177.42,1
1487.8572,-209.0,-6.8,-263.0,-175.10,-175.73,1
1487.9958,-206.9,-7.8,-265.9,-176.00,-176.09,1
1488.1290,-204.8,-3.9,-263.9,-173.99,-178.11,1
1488.2631,-212.2,-14.7,-266.9,-177.68,178.60,1
1488.3973,-202.7,-16.6,-268.8,-177.53,175.26,1
1488.5300,-209.0,-31.3,-260.0,177.59,170.78,1
1488.6642,-210.1,-44.0,-261.0,174.44,168.87,1
1488.7996,-191.2,-31.3,-268.8,178.07,172.92,1
1488.9354,-220.6,-22.5,-252.2,-179.67,177.63,1
1489.0701,-223.7,-6.8,-251.3,-175.03,-179.64,1
1489.2048,-220.6,-9.8,-256.1,-175.21,-179.51,1
1489.3393,-202.7,-6.8,-264.9,-173.35,177.78,1
1489.4734,-211.1,-24.4,-261.0,-178.45,172.53,1
1489.6073,-203.8,-29.3,-263.0,-179.27,167.55,1
1489.7399,-199.6,-41.0,-269.8,176.97,164.73,1
1489.8775,-206.9,-51.8,-263.0,174.03,163.74,1
1490.0146,-198.5,-55.7,-259.1,172.24,163.90,1
1490.1476,-215.3,-54.7,-245.4,173.22,161.98,1
1490.2826,-197.5,-64.5,-260.0,171.22,154.44,0
1490.4172,-169.1,-79.2,-269.8,166.08,142.15,0
1490.5486,-143.9,-88.9,-283.5,162.75,130.69,0
1490.6820,-120.8,-96.8,-289.3,157.94,120.40,0
1490.8156,-112.4,-101.6,-286.4,155.52,111.92,0
1490.9506,-99.8,-105.6,-290.3,152.63,102.24,0
1491.0842,-79.8,-98.7,-301.0,150.76,90.74,0
1491.2181,-46.2,-95.8,-303.9,140.98,76.74,0
1491.3513,-13.7,-97.7,-307.9,125.84,67.21,0
1491.4843,2.1,-94.8,-300.0,117.63,61.96,0
1491.6174,-2.1,-96.8,-301.0,117.97,58.35,0
1491.7509,20.0,-94.8,-300.0,110.87,54.55,0
1491.8830,12.6,-78.2,-308.8,117.82,46.05,0
1492.0204,25.2,-55.7,-309.8,114.30,36.54,0
1492.1537,29.4,-45.0,-306.9,111.66,26.78,0
1492.2859,32.6,-21.5,-312.7,109.92,20.29,0
1492.4192,59.9,-10.8,-313.7,76.62,16.44,0
1492.5540,52.5,6.8,-313.7,76.92,11.85,0
1492.6868,56.7,28.3,-312.7,31.45,6.56,0
1492.8189,63.0,37.1,-309.8,7.59,0.35,1
1492.9562,86.1,46.9,-302.0,-3.49,-2.22,1
1493.0785,77.7,37.1,-303.9,8.81,-2.41,1
1493.2112,62.0,31.3,-311.8,29.49,-0.37,0
1493.3446,65.1,22.5,-307.9,33.85,4.19,0
1493.4783,67.2,17.6,-307.9,42.34,9.04,0
1493.6129,63.0,14.7,-312.7,48.61,11.19,0
1493.7447,51.5,25.4,-312.7,75.66,9.08,0
1493.8785,45.2,33.2,-314.7,50.91,3.13,0
1494.0153,60.9,38.1,-308.8,16.40,-1.87,0
1494.1485,62.0,42.0,-308.8,11.90,-3.63,0
1494.2820,56.7,42.0,-308.8,13.96,-4.29,0
1494.4150,48.3,42.0,-308.8,12.60,-3.67,0
1494.5468,65.1,50.8,-307.9,-13.28,-3.70,1
1494.6824,49.4,58.6,-306.9,-36.54,-4.50,0
1494.8162,41.0,62.6,-306.9,-62.54,-7.34,0
1494.9504,35.7,73.3,-303.9,-76.81,-12.55,0
1495.0839,31.5,80.1,-306.9,-73.91,-17.74,0
1495.2187,31.5,75.3,-307.9,-61.88,-18.98,0
1495.3522,48.3,73.3,-303.0,-36.77,-18.20,0
1495.4843,31.5,65.5,-307.9,-76.67,-17.29,0
1495.6176,18.9,53.8,-310.8,173.70,-15.76,0
1495.7522,29.4,75.3,-310.8,-90.21,-18.27,0
1495.8850,36.8,93.8,-299.1,-71.31,-23.10,0
1496.0200,15.8,105.6,-303.9,-95.14,-29.56,0
1496.1536,2.1,121.2,-296.1,-97.54,-36.16,0
1496.2868,2.1,113.4,-302.0,-93.36,-41.05,0
1496.4199,-12.6,114.4,-299.1,-107.21,-42.91,0
1496.5529,-18.9,104.6,-298.1,-119.95,-41.88,0
1496.6845,-8.4,104.6,-304.9,-114.69,-36.89,0
1496.8184,0.0,106.5,-304.9,-104.57,-33.22,0
1496.9538,8.4,110.4,-301.0,-98.30,-32.14,0
1497.0869,7.4,115.3,-296.1,-97.09,-34.24,0
1497.2194,-9.5,129.0,-291.3,-106.31,-40.28,0
1497.3540,-17.9,128.0,-295.2,-107.75,-46.52,0
1497.4869,-16.8,122.2,-293.2,-107.25,-47.41,0
1497.6185,-16.8,115.3,-296.1,-110.64,-50.04,1
1497.7537,-17.9,110.4,-295.2,-116.57,-47.92,0
1497.8904,-6.3,117.3,-298.1,-101.94,-46.92,0
1498.0249,-3.2,123.1,-294.2,-99.73,-47.02,0
1498.1586,-13.7,123.1,-292.2,-106.48,-49.29,0
1498.2923,-23.1,132.9,-292.2,-109.34,-51.68,0
1498.4247,-41.0,132.9,-290.3,-117.08,-57.55,0
1498.5580,-36.8,129.0,-296.1,-108.92,-60.12,0
1498.6911,-21.0,139.8,-289.3,-98.32,-60.40,0
1498.8235,-35.7,125.1,-286.4,-114.48,-58.75,0
1498.9583,-25.2,140.7,-287.4,-101.34,-56.17,0
1499.0915,-23.1,141.7,-288.3,-99.35,-55.93,0
1499.2236,-24.2,142.7,-286.4,-100.49,-57.05,0
1499.3570,-31.5,144.7,-285.4,-106.39,-58.95,0
1499.4914,-57.8,144.7,-283.5,-118.57,-63.40,0
1499.6242,-46.2,135.9,-288.3,-110.65,-65.45,0
1499.7564,-42.0,129.0,-291.3,-111.64,-63.62,0
1499.8911,-54.6,114.4,-295.2,-130.92,-61.88,0
1500.0286,-43.1,122.2,-297.1,-123.85,-57.66,0
1500.1604,-41.0,129.0,-294.2,-120.08,-57.11,0
1500.2943,-33.6,135.9,-289.3,-111.50,-57.08,0
1500.4274,-49.4,141.7,-286.4,-117.55,-60.07,0
1500.5614,-71.4,153.4,-281.5,-122.03,-67.21,0
1500.6930,-79.8,141.7,-284.4,-126.23,-72.57,0
1500.8266,-69.3,140.7,-285.4,-120.75,-72.24,0
1500.9627,-67.2,131.9,-286.4,-125.36,-78.92,1
1501.0972,-51.5,136.8,-288.3,-118.23,-73.78,0
1501.2309,-45.2,137.8,-288.3,-115.82,-70.44,0
1501.3641,-52.5,136.8,-289.3,-120.39,-68.38,0
1501.4960,-54.6,135.9,-288.3,-123.76,-68.17,0
1501.6306,-52.5,141.7,-288.3,-119.92,-71.30,0
1501.7635,-42.0,148.6,-284.4,-108.16,-76.17,0
1501.8969,-58.8,141.7,-284.4,-118.83,-73.99,0
1502.0337,-71.4,137.8,-284.4,-128.32,-74.29,0
1502.1685,-56.7,146.6,-280.5,-119.48,-70.86,0
1502.3003,-43.1,143.7,-287.4,-114.87,-67.66,0
1502.4336,-45.2,148.6,-285.4,-115.44,-67.25,0
1502.5669,-57.8,150.5,-277.6,-120.72,-69.84,0
1502.7007,-75.6,145.6,-278.6,-128.12,-75.39,0
1502.8329,-62.0,135.9,-282.5,-124.12,-77.40,0
1502.9697,-65.1,142.7,-282.5,-125.41,-75.71,0
1503.1030,-76.7,132.9,-283.5,-135.42,-72.46,0
1503.2373,-54.6,140.7,-287.4,-121.27,-68.68,0
1503.3706,-34.7,138.8,-285.4,-112.40,-67.32,0
1503.5039,-62.0,141.7,-286.4,-125.89,-69.62,0
1503.6357,-77.7,143.7,-281.5,-128.66,-72.07,0
1503.7699,-78.8,149.5,-281.5,-127.84,-76.11,0
1503.9049,-72.5,142.7,-278.6,-125.54,-74.76,0
1504.0399,-75.6,135.9,-285.4,-131.39,-73.31,0
1504.1736,-81.9,125.1,-290.3,-140.05,-69.62,0
1504.3093,-68.3,130.0,-293.2,-132.33,-65.42,0
1504.4407,-49.4,131.9,-289.3,-123.58,-62.30,0
1504.5739,-63.0,130.0,-288.3,-131.35,-62.88,0
1504.7072,-75.6,133.9,-282.5,-133.42,-65.55,0
1504.8415,-83.0,130.0,-282.5,-135.07,-70.40,0
1504.9777,-80.9,129.0,-285.4,-133.15,-73.41,0
1505.1110,-90.3,128.0,-282.5,-138.12,-73.54,0
1505.2431,-94.5,116.3,-284.4,-146.71,-71.30,0
1505.3762,-79.8,121.2,-290.3,-139.11,-67.20,0
1505.5091,-49.4,125.1,-293.2,-122.43,-65.23,0
1505.6420,-45.2,129.0,-294.2,-118.04,-66.82,0
1505.7743,-63.0,134.9,-283.5,-124.61,-70.32,0
1505.9094,-69.3,135.9,-283.5,-122.06,-75.06,0
1506.0465,-55.7,131.0,-289.3,-118.10,-75.10,0
1506.1788,-60.9,126.1,-291.3,-123.56,-73.05,0
1506.3126,-66.2,125.1,-291.3,-126.78,-69.58,0
1506.4469,-39.9,125.1,-296.1,-109.27,-64.70,0
1506.5784,-31.5,131.0,-288.3,-105.54,-62.34,0
1506.7118,-34.7,131.0,-288.3,-108.81,-62.01,0
1506.8453,-57.8,141.7,-283.5,-116.35,-63.99,0
1506.9817,-53.6,141.7,-286.4,-113.66,-67.83,0
1507.1152,-43.1,130.0,-289.3,-109.75,-67.71,0
1507.2493,-55.7,126.1,-291.3,-121.10,-66.58,0
1507.3808,-58.8,116.3,-294.2,-130.27,-64.09,0
1507.5138,-38.9,132.9,-294.2,-112.28,-61.04,0
1507.6467,-31.5,131.9,-295.2,-108.82,-59.86,0
1507.7801,-46.2,131.9,-293.2,-118.82,-61.04,0
1507.9123,-54.6,133.9,-286.4,-123.28,-63.13,0
1508.0487,-53.6,132.9,-285.4,-121.65,-66.67,0
1508.1821,-54.6,128.0,-293.2,-124.59,-78.80,1
1508.3153,-59.9,128.0,-290.3,-128.04,-77.93,0
1508.4485,-50.4,124.1,-295.2,-127.97,-75.05,0
1508.5829,-34.7,126.1,-290.3,-119.84,-71.40,0
1508.7142,-24.2,131.0,-293.2,-112.63,-68.16,0
1508.8491,-33.6,135.9,-291.3,-117.38,-71.27,0
1508.9727,-44.1,136.8,-283.5,-118.38,-75.71,0
1509.1055,-48.3,122.2,-290.3,-123.75,-79.80,0
1509.2390,-32.6,127.1,-288.3,-111.68,-79.27,0
1509.3722,-43.1,127.1,-298.1,-119.24,-78.80,0
1509.5056,-39.9,127.1,-294.2,-116.24,-75.50,0
1509.6385,-17.9,131.9,-292.2,-104.25,-73.64,0
1509.7715,-14.7,128.0,-291.3,-103.71,-73.67,0
1509.9065,-34.7,131.9,-292.2,-115.51,-77.91,0
1510.0421,-46.2,147.6,-286.4,-114.22,-83.57,0
1510.1768,-45.2,133.9,-293.2,-114.53,-87.44,0
1510.3100,-45.2,130.0,-289.3,-116.79,-86.36,0
1510.4417,-45.2,128.0,-294.2,-120.73,-83.69,0
1510.5747,-32.6,131.0,-291.3,-113.45,-80.37,0
1510.7091,-16.8,135.9,-291.3,-103.36,-79.56,0
1510.8438,-24.2,135.9,-292.2,-108.83,-80.92,0
1510.9801,-44.1,138.8,-289.3,-119.44,-84.33,0
1511.1118,-47.3,141.7,-288.3,-117.23,-89.06,0
1511.2461,-50.4,134.9,-294.2,-118.26,-92.43,0
1511.3780,-49.4,134.9,-289.3,-119.72,-92.17,0
1511.5117,-67.2,130.0,-286.4,-129.64,-90.23,0
1511.6447,-36.8,132.9,-292.2,-112.83,-85.45,0
1511.7773,-16.8,137.8,-287.4,-102.40,-82.49,0
1511.9128,-23.1,146.6,-286.4,-106.82,-81.53,0
1512.0503,-38.9,145.6,-283.5,-114.58,-84.06,0
1512.1822,-37.8,148.6,-283.5,-111.17,-87.97,0
1512.3168,-46.2,143.7,-285.4,-116.05,-89.65,0
1512.4500,-49.4,141.7,-284.4,-119.94,-87.84,0
1512.5835,-68.3,136.8,-284.4,-130.42,-84.67,0
1512.7156,-47.3,131.9,-290.3,-123.30,-78.90,0
1512.8504,-24.2,131.0,-290.3,-112.06,-77.27,0
1512.9875,-35.7,135.9,-288.3,-119.09,-78.81,0
1513.1195,-63.0,142.7,-284.4,-125.45,-83.42,0
1513.2535,-59.9,144.7,-285.4,-122.76,-89.50,0
1513.3880,-63.0,139.8,-288.3,-123.49,-92.12,0
1513.5196,-60.9,139.8,-282.5,-123.88,-91.78,0
1513.6529,-78.8,136.8,-285.4,-132.19,-88.93,0
1513.7865,-39.9,136.8,-291.3,-118.06,-82.31,0
1513.9234,-28.4,134.9,-288.3,-114.42,-79.48,0
1514.0558,-46.2,136.8,-288.3,-121.86,-79.08,0
1514.1893,-53.6,149.5,-284.4,-119.57,-82.45,0
1514.3213,-57.8,148.6,-281.5,-119.21,-87.60,0
1514.4557,-44.1,143.7,-285.4,-114.65,-88.72,0
1514.5888,-56.7,141.7,-286.4,-121.20,-88.01,0
1514.7232,-69.3,137.8,-286.4,-126.41,-84.65,0
1514.8573,-37.8,135.9,-290.3,-113.97,-77.65,0
1514.9939,-6.3,131.9,-290.3,-100.21,-72.09,0
1515.1274,-9.5,138.8,-288.3,-102.46,-70.61,0
1515.2600,-37.8,140.7,-285.4,-116.71,-74.39,0
1515.3934,-46.2,133.9,-286.4,-120.23,-81.05,0
1515.5276,-41.0,137.8,-286.4,-116.95,-82.96,0
1515.6591,-54.6,133.9,-287.4,-124.65,-82.40,0
1515.7931,-63.0,132.9,-287.4,-126.86,-78.24,0
1515.9306,-25.2,131.0,-288.3,-109.14,-73.99,0
1516.0652,-12.6,127.1,-296.1,-103.59,-72.98,0
1516.1978,-31.5,132.9,-292.2,-114.71,-74.85,0
1516.3313,-43.1,138.8,-285.4,-117.83,-79.59,0
1516.4647,-63.0,131.9,-288.3,-127.49,-84.68,0
1516.5977,-60.9,129.0,-284.4,-128.10,-85.87,0
1516.7310,-67.2,127.1,-290.3,-133.19,-84.70,0
1516.8666,-74.6,126.1,-289.3,-136.09,-80.50,0
1517.0027,-41.0,131.0,-290.3,-118.57,-76.78,0
1517.1358,-28.4,133.9,-289.3,-113.11,-75.62,0
1517.2692,-46.2,136.8,-288.3,-121.18,-77.16,0
1517.4008,-46.2,140.7,-286.4,-119.08,-80.34,0
1517.5342,-42.0,135.9,-290.3,-118.30,-82.73,0
1517.6686,-44.1,127.1,-289.3,-121.98,-81.70,0
1517.8018,-46.2,128.0,-292.2,-125.94,-80.54,0
1517.9385,-71.4,116.3,-288.3,-139.43,-78.07,0
1518.0706,-38.9,125.1,-288.3,-119.27,-74.86,0
1518.2053,-25.2,122.2,-293.2,-112.05,-75.26,0
1518.3374,-39.9,135.9,-291.3,-117.22,-77.19,0
1518.4717,-44.1,138.8,-282.5,-117.32,-80.54,0
1518.6048,-48.3,136.8,-288.3,-118.58,-84.20,0
1518.7374,-39.9,133.9,-290.3,-114.27,-84.93,0
1518.8729,-48.3,136.8,-288.3,-118.61,-84.18,0
1519.0108,-52.5,136.8,-289.3,-118.55,-81.94,0
1519.1426,-25.2,134.9,-289.3,-105.26,-77.54,0
1519.2786,-9.5,131.9,-292.2,-99.26,-72.70,0
1519.4118,-20.0,134.9,-293.2,-106.78,-70.73,0
1519.5454,-32.6,143.7,-285.4,-110.38,-70.93,0
1519.6772,-30.5,139.8,-283.5,-109.49,-73.38,0
1519.8135,-26.3,132.9,-292.2,-108.25,-75.25,0
1519.9501,-38.9,131.9,-292.2,-115.19,-75.39,0
1520.0825,-32.6,128.0,-290.3,-116.97,-72.72,0
1520.2163,-21.0,130.0,-291.3,-109.78,-68.21,0
1520.3508,-13.7,130.0,-290.3,-103.32,-66.73,0
1520.4822,-15.8,132.9,-290.3,-105.20,-67.09,0
1520.6151,-26.3,131.9,-292.2,-113.30,-69.17,0
1520.7486,-34.7,141.7,-284.4,-114.07,-73.20,0
1520.8845,-49.4,134.9,-291.3,-121.26,-78.11,0
1521.0203,-48.3,132.9,-291.3,-121.06,-80.33,0
1521.1537,-46.2,130.0,-292.2,-121.44,-79.01,0
1521.2871,-34.7,140.7,-286.4,-113.53,-75.29,0
1521.4204,-30.5,133.9,-284.4,-114.55,-72.56,0
1521.5535,-28.4,128.0,-291.3,-115.03,-70.83,0
1521.6866,-43.1,132.9,-293.2,-122.94,-73.12,0
1521.8203,-46.2,139.8,-287.4,-121.22,-77.38,0
1521.9565,-49.4,130.0,-291.3,-124.90,-81.19,0
1522.0900,-63.0,131.0,-291.3,-129.48,-82.57,0
1522.2236,-56.7,132.9,-286.4,-127.60,-80.74,0
1522.3571,-59.9,132.9,-285.4,-128.59,-76.76,0
1522.4916,-44.1,132.9,-288.3,-122.36,-73.25,0
1522.6232,-45.2,137.8,-286.4,-121.14,-71.70,0
1522.7573,-50.4,134.9,-289.3,-125.17,-72.45,0
1522.8927,-54.6,138.8,-285.4,-124.92,-76.68,0
1523.0291,-66.2,131.9,-289.3,-130.74,-82.21,0
1523.1632,-66.2,130.0,-289.3,-130.57,-83.72,0
1523.2972,-66.2,131.9,-287.4,-129.76,-82.95,0
1523.4286,-41.0,137.8,-286.4,-115.71,-79.99,0
1523.5631,-35.7,139.8,-288.3,-112.92,-78.56,0
1523.6962,-46.2,142.7,-288.3,-117.68,-79.01,0
1523.8295,-60.9,138.8,-283.5,-124.21,-81.54,0
1523.9659,-55.7,140.7,-284.4,-119.34,-85.41,0
1524.0994,-67.2,137.8,-281.5,-124.10,-88.71,0
1524.2328,-71.4,135.9,-282.5,-126.39,-89.03,0
1524.3646,-77.7,141.7,-282.5,-127.61,-86.42,0
1524.4984,-48.3,146.6,-277.6,-112.99,-82.88,0
1524.6327,-45.2,143.7,-286.4,-113.58,-81.12,0
1524.7658,-46.2,147.6,-284.4,-115.02,-80.98,0
1524.9014,-67.2,143.7,-282.5,-122.32,-82.02,0
1525.0390,-53.6,134.9,-290.3,-118.13,-83.96,0
1525.1725,-45.2,138.8,-289.3,-113.16,-82.37,0
1525.3063,-44.1,134.9,-289.3,-115.87,-81.15,0
1525.4395,-51.5,137.8,-289.3,-116.44,-79.92,0
1525.5711,-23.1,150.5,-283.5,-102.21,-75.04,0
1525.7056,-14.7,131.9,-293.2,-104.78,-70.45,0
1525.8395,-26.3,137.8,-289.3,-111.72,-69.95,0
1525.9753,-39.9,143.7,-287.4,-115.43,-74.35,0
1526.1075,-39.9,140.7,-290.3,-114.45,-80.41,0
1526.2418,-47.3,140.7,-290.3,-117.37,-84.04,0
1526.3734,-64.1,136.8,-284.4,-126.30,-83.82,0
1526.5073,-62.0,132.9,-285.4,-130.02,-79.20,0
1526.6405,-49.4,144.7,-286.4,-122.20,-75.30,0
1526.7749,-42.0,136.8,-288.3,-122.03,-73.77,0
1526.9078,-43.1,143.7,-284.4,-121.58,-74.37,0
1527.0436,-56.7,146.6,-283.5,-125.69,-77.49,0
1527.1770,-74.6,138.8,-282.5,-134.39,-81.78,0
1527.3101,-85.1,137.8,-287.4,-137.93,-83.69,0
1527.4434,-84.0,136.8,-285.4,-139.03,-83.16,0
1527.5765,-74.6,138.8,-283.5,-133.87,-78.82,0
1527.7097,-49.4,149.5,-284.4,-123.01,-74.73,0
1527.8435,-58.8,150.5,-283.5,-125.45,-80.27,1
1527.9801,-69.3,151.5,-278.6,-130.67,-81.72,0
1528.1138,-70.4,163.2,-271.7,-126.96,-86.24,0
1528.2465,-75.6,151.5,-277.6,-131.74,-90.54,0
1528.3811,-88.2,147.6,-274.7,-136.16,-91.28,0
1528.5142,-84.0,144.7,-279.6,-137.78,-88.01,0
1528.6456,-69.3,145.6,-282.5,-131.45,-81.94,0
1528.7793,-30.5,146.6,-280.5,-118.02,-77.39,0
1528.9159,-47.3,142.7,-283.5,-125.61,-77.24,0
1529.0511,-63.0,157.4,-269.8,-124.95,-80.64,0
1529.1848,-55.7,160.3,-273.7,-120.51,-85.09,0
1529.3185,-57.8,154.4,-277.6,-122.71,-87.21,0
1529.4528,-55.7,152.5,-279.6,-121.58,-84.68,0
1529.5848,-39.9,163.2,-277.6,-112.25,-79.31,0
1529.7187,-10.5,147.6,-282.5,-103.96,-73.82,0
1529.8538,0.0,130.0,-291.3,-103.48,-70.05,0
1529.9893,-12.6,124.1,-291.3,-115.02,-69.74,0
1530.1221,-23.1,125.1,-291.3,-122.30,-71.00,0
1530.2560,-24.2,120.2,-298.1,-124.57,-72.51,0
1530.3874,-15.8,116.3,-298.1,-121.61,-72.35,0
1530.5215,-15.8,117.3,-302.0,-121.84,-70.47,0
1530.6547,-9.5,109.5,-299.1,-123.25,-67.15,0
1530.7884,-14.7,115.3,-299.1,-123.67,-65.19,0
1530.9209,-2.1,118.3,-292.2,-114.72,-66.50,0
1531.0586,-9.5,129.0,-291.3,-116.67,-69.44,0
1531.1918,-37.8,131.9,-291.3,-128.27,-72.82,0
1531.3239,-44.1,131.9,-291.3,-130.74,-77.36,0
1531.4573,-36.8,124.1,-288.3,-131.24,-78.15,0
1531.5917,-36.8,118.3,-297.1,-134.52,-76.69,0
1531.7232,-45.2,118.3,-295.2,-138.06,-74.01,0
1531.8569,-48.3,124.1,-292.2,-135.64,-73.74,0
1531.9935,-34.7,131.9,-291.3,-125.46,-74.48,0
1532.1266,-33.6,131.9,-289.3,-123.79,-77.29,0
1532.2600,-54.6,131.0,-283.5,-132.65,-81.54,0
1532.3930,-60.9,128.0,-289.3,-136.68,-84.35,0
1532.5247,-48.3,125.1,-294.2,-132.95,-83.24,0
1532.6590,-42.0,125.1,-289.3,-130.74,-81.07,0
1532.7920,-53.6,127.1,-293.2,-135.05,-80.14,0
1532.9277,-44.1,132.9,-289.3,-128.80,-77.77,0
1533.0599,-35.7,131.0,-288.3,-127.01,-74.65,0
1533.1947,-23.1,129.0,-293.2,-123.41,-87.20,1
1533.3290,-35.7,131.9,-292.2,-128.44,-89.55,0
1533.4613,-38.9,136.8,-287.4,-126.23,-94.85,0
1533.5945,-48.3,135.9,-290.3,-130.51,-99.75,0
1533.7290,-50.4,131.9,-288.3,-131.81,-101.14,0
1533.8614,-50.4,130.0,-285.4,-133.62,-99.47,0
1533.9982,-53.6,135.9,-287.4,-131.53,-96.46,0
1534.1314,-37.8,137.8,-284.4,-125.08,-95.14,0
1534.2671,-33.6,139.8,-287.4,-121.19,-94.54,0
1534.3995,-41.0,144.7,-283.5,-124.23,-95.46,0
1534.5327,-37.8,152.5,-281.5,-118.18,-98.05,0
1534.6640,-53.6,136.8,-288.3,-128.46,-100.55,0
1534.7983,-52.5,132.9,-291.3,-132.00,-100.37,0
1534.9340,-51.5,125.1,-291.3,-135.91,-97.87,0
1535.0651,-38.9,127.1,-291.3,-132.35,-92.79,0
1535.1975,-43.1,132.9,-287.4,-131.18,-90.67,0
1535.3327,-34.7,131.0,-288.3,-127.53,-90.74,0
1535.4658,-38.9,135.9,-289.3,-126.43,-92.28,0
1535.5975,-30.5,143.7,-283.5,-120.67,-94.17,0
1535.7322,-38.9,135.9,-293.2,-126.47,-97.60,0
1535.8680,-50.4,129.0,-285.4,-132.47,-100.26,0
1536.0026,-49.4,129.0,-288.3,-134.02,-100.56,0
