t,mag_x,mag_y,mag_z,yaw_mag_deg,yaw_filter_deg,accepted
1418.2983,-58.8,119.2,-294.2,-133.39,-122.62,1
1418.4334,-56.7,125.1,-293.2,-131.19,-120.25,1
1418.5661,-42.0,130.0,-289.3,-119.66,-117.43,1
1418.7004,-52.5,135.9,-287.4,-124.79,-116.98,1
1418.8354,-46.2,134.9,-287.4,-121.80,-118.48,1
1418.9722,-49.4,131.9,-289.3,-124.69,-120.09,1
1419.1049,-48.3,134.9,-288.3,-123.43,-120.17,1
1419.2397,-53.6,126.1,-288.3,-133.75,-120.56,1
1419.3725,-59.9,120.2,-296.1,-141.99,-117.66,0
1419.5074,-45.2,125.1,-295.2,-134.14,-114.68,0
1419.6404,-35.7,118.3,-291.3,-132.65,-112.90,0
1419.7721,-37.8,120.2,-294.2,-134.78,-112.92,0
1419.9089,-35.7,128.0,-291.3,-130.18,-113.68,0
1420.0436,-56.7,128.0,-289.3,-139.37,-117.19,0
1420.1753,-55.7,127.1,-296.1,-136.70,-118.90,0
1420.3087,-39.9,119.2,-290.3,-132.31,-119.21,1
1420.4430,-39.9,125.1,-294.2,-129.04,-117.98,1
1420.5767,-37.8,131.9,-291.3,-125.44,-116.95,1
1420.7111,-30.5,133.9,-289.3,-117.53,-116.11,1
1420.8463,-33.6,137.8,-290.3,-119.80,-117.11,1
1420.9819,-27.3,139.8,-286.4,-112.55,-119.17,1
1421.1162,-54.6,133.9,-287.4,-130.76,-122.84,1
1421.2504,-53.6,136.8,-289.3,-128.49,-125.23,1
1421.3842,-47.3,123.1,-290.3,-132.33,-125.39,1
1421.5172,-48.3,124.1,-295.2,-132.85,-123.60,1
1421.6529,-53.6,130.0,-295.2,-134.45,-121.75,1
1421.7873,-41.0,132.9,-288.3,-127.50,-118.97,1
1421.9234,-38.9,131.0,-287.4,-128.09,-118.81,1
1422.0563,-36.8,141.7,-287.4,-120.26,-119.71,1
1422.1919,-60.9,132.9,-285.4,-136.77,-123.20,1
1422.3248,-54.6,130.0,-289.3,-134.19,-124.76,1
1422.4594,-51.5,124.1,-292.2,-138.17,-125.43,1
1422.5935,-58.8,126.1,-293.2,-140.60,-124.10,0
1422.7261,-64.1,127.1,-290.3,-141.92,-121.23,0
1422.8603,-38.9,130.0,-293.2,-129.78,-118.40,1
1422.9979,-39.9,131.9,-292.2,-130.74,-118.32,1
1423.1306,-44.1,127.1,-290.3,-132.98,-118.63,1
1423.2665,-63.0,129.0,-288.3,-141.18,-121.29,0
1423.3997,-53.6,132.9,-289.3,-134.52,-122.85,1
1423.5341,-53.6,121.2,-292.2,-139.86,-123.80,0
1423.6659,-46.2,120.2,-292.2,-134.40,-122.35,1
1423.8004,-52.5,126.1,-293.2,-137.96,-120.56,0
1423.9373,-46.2,130.0,-288.3,-132.49,-117.63,1
1424.0693,-44.1,130.0,-287.4,-131.92,-117.38,1
1424.2035,-33.6,135.9,-286.4,-122.08,-118.44,1
1424.3395,-53.6,130.0,-291.3,-135.71,-122.36,1
1424.4717,-46.2,132.9,-284.4,-128.86,-124.65,1
1424.6058,-49.4,128.0,-289.3,-133.56,-126.83,1
1424.7403,-63.0,124.1,-292.2,-142.20,-126.60,0
1424.8732,-72.5,127.1,-288.3,-146.28,-124.66,0
1425.0088,-51.5,133.9,-286.4,-134.23,-120.35,1
1425.1433,-38.9,136.8,-290.3,-127.50,-119.24,1
1425.2780,-22.1,140.7,-286.4,-113.96,-119.47,1
1425.4118,-48.3,131.0,-290.3,-133.43,-122.37,1
1425.5460,-43.1,135.9,-287.4,-128.82,-125.61,1
1425.6802,-52.5,124.1,-295.2,-142.20,-128.64,1
1425.8141,-55.7,121.2,-295.2,-141.00,-126.97,1
1425.9514,-46.2,124.1,-289.3,-134.61,-123.01,1
1426.0861,-27.3,135.9,-289.3,-121.31,-117.62,1
1426.2197,-14.7,136.8,-295.2,-114.80,-115.78,1
1426.3524,-13.7,139.8,-288.3,-112.45,-117.87,1
1426.4876,-50.4,131.9,-294.2,-135.65,-124.13,1
1426.6202,-47.3,132.9,-290.3,-133.05,-126.93,1
1426.7550,-56.7,126.1,-293.2,-141.45,-127.06,1
1426.8903,-34.7,122.2,-291.3,-133.38,-124.14,1
1427.0270,-36.8,124.1,-291.3,-134.01,-122.34,1
1427.1618,-31.5,136.8,-290.3,-126.18,-118.24,1
1427.2968,-12.6,137.8,-288.3,-116.42,-115.97,1
1427.4296,-8.4,136.8,-288.3,-113.83,-117.00,1
1427.5633,-39.9,136.8,-289.3,-131.79,-122.63,1
1427.6973,-45.2,135.9,-288.3,-134.23,-127.61,1
1427.8306,-60.9,129.0,-288.3,-143.92,-129.56,1
1427.9686,-47.3,131.0,-288.3,-137.16,-126.72,1
1428.1043,-51.5,131.9,-284.4,-138.30,-123.63,1
1428.2372,-30.5,135.9,-290.3,-128.46,-119.09,1
1428.3715,-25.2,135.9,-289.3,-124.99,-117.96,1
1428.5061,-10.5,137.8,-287.4,-120.01,-120.21,1
1428.6410,-42.0,138.8,-290.3,-134.75,-124.76,1
1428.7739,-47.3,137.8,-287.4,-135.49,-128.47,1
1428.9097,-53.6,131.9,-287.4,-141.76,-130.54,1
1429.0469,-46.2,123.1,-294.2,-144.04,-129.54,1
1429.1809,-41.0,133.9,-293.2,-137.17,-127.03,1
1429.3155,-37.8,129.0,-290.3,-137.04,-123.83,1
1429.4497,-33.6,130.0,-289.3,-135.34,-123.73,1
1429.5826,-27.3,135.9,-293.2,-132.94,-125.15,1
1429.7192,-41.0,118.3,-294.2,-147.47,-128.43,0
1429.8534,-44.1,119.2,-298.1,-148.99,-129.66,0
1429.9887,-47.3,105.6,-296.1,-158.71,-128.91,0
1430.1226,-23.1,115.3,-301.0,-147.35,-125.32,0
1430.2569,-25.2,111.4,-301.0,-148.78,-121.49,0
1430.3888,-14.7,111.4,-300.0,-142.59,-116.81,0
1430.5225,-2.1,115.3,-296.1,-135.55,-116.98,0
1430.6554,2.1,115.3,-296.1,-134.42,-120.15,1
1430.7897,-9.5,109.5,-297.1,-146.27,-123.96,0
1430.9260,-24.2,111.4,-298.1,-152.32,-127.57,0
1431.0599,-34.7,98.7,-304.9,-164.66,-128.89,0
1431.1920,-20.0,97.7,-298.1,-160.31,-126.25,0
1431.3272,-26.3,105.6,-305.9,-157.40,-122.92,0
1431.4603,-8.4,104.6,-300.0,-148.60,-119.24,0
1431.5916,-8.4,103.6,-300.0,-150.48,-119.13,0
1431.7253,-14.7,110.4,-299.1,-148.89,-119.86,0
1431.8608,-24.2,102.6,-299.1,-157.69,-121.60,0
1431.9951,-25.2,106.5,-303.9,-156.34,-122.55,0
1432.1289,-28.4,104.6,-299.1,-159.81,-123.09,0
1432.2628,-26.3,101.6,-299.1,-158.50,-121.51,0
1432.3946,-33.6,113.4,-299.1,-154.27,-121.19,0
1432.5265,-25.2,117.3,-296.1,-148.15,-120.56,0
1432.6595,-24.2,121.2,-295.2,-146.83,-122.88,0
1432.7930,-35.7,129.0,-290.3,-146.48,-125.92,0
1432.9293,-57.8,132.9,-289.3,-148.00,-130.93,0
1433.0611,-54.6,131.0,-291.3,-148.35,-135.52,1
1433.1958,-54.6,128.0,-291.3,-152.08,-137.80,1
1433.3287,-60.9,123.1,-290.3,-154.18,-137.03,0
1433.4632,-57.8,129.0,-291.3,-150.42,-135.92,1
1433.5972,-48.3,132.9,-289.3,-144.78,-134.10,1
1433.7301,-39.9,133.9,-287.4,-141.52,-134.29,1
1433.8655,-46.2,137.8,-285.4,-140.80,-135.79,1
1434.0041,-64.1,130.0,-288.3,-149.73,-140.78,1
1434.1371,-58.8,134.9,-284.4,-143.92,-143.24,1
1434.2723,-54.6,134.9,-287.4,-144.78,-144.60,1
1434.4065,-70.4,120.2,-294.2,-158.23,-142.87,0
1434.5403,-78.8,118.3,-289.3,-159.34,-140.15,0
1434.6734,-66.2,127.1,-290.3,-152.40,-138.91,1
1434.8080,-56.7,127.1,-290.3,-148.96,-140.09,1
1434.9435,-71.4,134.9,-285.4,-148.14,-142.76,1
1435.0775,-80.9,136.8,-281.5,-148.29,-147.45,1
1435.2120,-76.7,131.0,-283.5,-147.51,-150.96,1
1435.3446,-84.0,133.9,-285.4,-148.88,-153.09,1
1435.4791,-96.6,126.1,-280.5,-155.06,-154.62,1
1435.6145,-105.0,131.0,-279.6,-152.97,-153.88,1
1435.7469,-107.1,137.8,-277.6,-149.92,-152.50,1
1435.8823,-80.9,144.7,-271.7,-138.76,-150.50,1
1436.0189,-89.3,146.6,-276.6,-139.85,-153.73,1
1436.1528,-89.3,146.6,-275.7,-140.60,-156.59,0
1436.2865,-101.9,137.8,-278.6,-146.31,-159.92,1
1436.4211,-99.8,135.9,-280.5,-146.63,-162.67,0
1436.5527,-106.1,127.1,-283.5,-150.53,-163.81,1
1436.6883,-115.5,136.8,-277.6,-150.01,-165.11,0
1436.8216,-135.5,137.8,-269.8,-150.75,-170.55,0
1436.9552,-140.8,139.8,-263.0,-147.60,-179.78,0
1437.0874,-156.5,129.0,-264.9,-150.89,169.36,0
1437.2219,-159.7,110.4,-269.8,-154.94,159.67,0
1437.3548,-188.0,79.2,-268.8,-167.43,148.27,0
1437.4868,-203.8,58.6,-262.0,-172.46,136.18,0
1437.6199,-205.9,28.3,-262.0,-178.62,124.29,0
1437.7544,-215.3,6.8,-263.9,177.64,113.56,0
1437.8868,-211.1,-16.6,-259.1,172.01,104.84,0
1438.0223,-200.6,-30.3,-269.8,167.30,100.34,0
1438.1557,-194.3,-45.0,-269.8,160.58,99.72,0
1438.2893,-200.6,-47.9,-266.9,158.83,101.42,0
1438.4226,-199.6,-53.8,-265.9,156.15,103.67,0
1438.5558,-206.9,-47.9,-262.0,157.87,106.86,0
1438.6874,-214.3,-32.3,-255.2,162.74,111.84,0
1438.8225,-224.8,-15.6,-252.2,167.93,116.51,0
1438.9585,-226.9,-9.8,-247.4,170.49,118.57,0
1439.0902,-223.7,-12.7,-250.3,169.64,116.86,0
1439.2241,-213.2,-23.5,-257.1,166.24,111.61,0
1439.3587,-199.6,-39.1,-265.9,161.81,103.77,0
1439.4915,-177.5,-56.7,-277.6,155.79,93.98,0
1439.6230,-160.7,-75.3,-273.7,149.55,84.06,0
1439.7567,-140.8,-94.8,-281.5,139.58,76.22,0
1439.8917,-136.6,-105.6,-277.6,136.86,73.65,0
1440.0249,-150.2,-90.9,-275.7,147.18,78.43,1
1440.1600,-157.6,-86.0,-273.7,150.26,80.33,0
1440.2938,-160.7,-78.2,-276.6,152.73,82.26,0
1440.4262,-150.2,-75.3,-282.5,152.47,81.89,0
1440.5593,-141.8,-73.3,-283.5,152.93,78.33,0
1440.6926,-129.2,-82.1,-289.3,147.79,74.87,0
1440.8265,-134.5,-90.9,-281.5,146.03,71.62,0
1440.9625,-129.2,-98.7,-282.5,141.52,70.56,0
1441.0943,-135.5,-96.8,-278.6,143.63,72.73,0
1441.2281,-149.2,-103.6,-273.7,141.98,76.90,0
1441.3600,-155.5,-88.9,-278.6,146.68,82.23,0
1441.4944,-161.8,-77.2,-275.7,150.05,88.13,0
1441.6272,-166.0,-62.6,-279.6,155.62,92.32,0
1441.7592,-176.5,-58.6,-277.6,158.94,93.02,0
1441.8930,-174.4,-58.6,-271.7,160.84,90.55,0
1442.0305,-187.0,-77.2,-264.9,158.29,85.74,0
1442.1624,-168.1,-74.3,-272.7,157.43,84.74,0
1442.2961,-160.7,-82.1,-276.6,151.75,83.55,0
1442.4296,-172.3,-91.9,-263.0,150.98,83.97,0
1442.5640,-162.8,-83.1,-270.8,151.59,86.52,0
1442.6960,-173.3,-84.1,-267.8,152.75,88.87,0
1442.8301,-177.5,-68.4,-275.7,157.90,91.60,0
1442.9663,-167.0,-66.5,-277.6,158.99,89.80,0
1443.1007,-160.7,-61.6,-280.5,164.21,86.17,0
1443.2344,-170.2,-74.3,-275.7,161.62,95.65,1
1443.3687,-151.3,-70.4,-283.5,160.25,94.78,0
1443.5012,-161.8,-80.1,-279.6,157.21,93.71,0
1443.6356,-173.3,-88.9,-269.8,154.00,95.80,0
1443.7686,-198.5,-96.8,-248.3,152.97,102.21,0
1443.9014,-191.2,-78.2,-264.9,155.35,107.76,0
1444.0361,-176.5,-71.3,-272.7,154.80,108.40,0
1444.1718,-176.5,-70.4,-272.7,158.17,104.26,0
1444.3039,-179.6,-70.4,-270.8,163.04,99.68,0
1444.4372,-171.2,-88.9,-265.9,156.31,95.71,0
1444.5704,-145.0,-85.0,-283.5,154.39,92.17,0
1444.7030,-137.6,-91.9,-277.6,149.63,88.93,0
1444.8374,-153.4,-101.6,-270.8,150.59,89.21,0
1444.9753,-167.0,-102.6,-265.9,153.65,94.07,0
1445.1072,-162.8,-88.9,-270.8,156.66,97.78,0
1445.2420,-153.4,-79.2,-284.4,160.53,99.47,0
1445.3752,-150.2,-68.4,-282.5,168.38,97.30,0
1445.5089,-148.1,-63.5,-286.4,175.04,94.82,0
1445.6407,-166.0,-74.3,-268.8,170.98,91.31,0
1445.7752,-140.8,-78.2,-289.3,169.51,89.07,0
1445.9096,-137.6,-88.0,-280.5,161.68,87.84,0
1446.0440,-148.1,-101.6,-276.6,155.56,89.23,0
1446.1774,-149.2,-88.9,-280.5,158.66,93.71,0
1446.3122,-156.5,-86.0,-278.6,160.36,121.87,1
1446.4451,-148.1,-64.5,-288.3,163.78,125.70,0
1446.5783,-151.3,-61.6,-281.5,167.25,125.30,0
1446.7118,-151.3,-55.7,-284.4,175.67,123.10,0
1446.8479,-163.9,-55.7,-278.6,174.77,127.40,0
1446.9831,-146.0,-41.0,-288.3,-178.08,132.28,0
1447.1150,-163.9,-38.1,-283.5,177.99,137.86,0
1447.2489,-190.1,-36.2,-272.7,174.78,143.40,0
1447.3822,-183.8,-29.3,-277.6,171.70,151.29,0
1447.5154,-197.5,-16.6,-269.8,173.87,162.40,1
1447.6493,-191.2,4.9,-271.7,179.20,171.72,1
1447.7821,-203.8,9.8,-268.8,179.87,174.46,1
1447.9213,-185.9,21.5,-270.8,-173.58,175.36,1
1448.0559,-191.2,4.9,-275.7,178.59,173.66,1
1448.1893,-194.3,3.9,-275.7,-179.93,172.38,1
1448.3241,-188.0,-9.8,-273.7,172.19,171.78,1
1448.4595,-196.4,-13.7,-269.8,168.64,174.05,1
1448.5919,-201.7,2.0,-266.9,173.77,177.34,1
1448.7265,-191.2,8.8,-276.6,175.88,-178.85,1
1448.8617,-190.1,17.6,-277.6,179.38,-177.83,1
1448.9972,-202.7,16.6,-263.0,-179.12,179.96,1
1449.1311,-209.0,8.8,-267.8,179.65,176.22,1
1449.2659,-205.9,-2.0,-266.9,176.52,173.46,1
1449.3983,-206.9,-14.7,-263.0,173.20,171.14,1
1449.5323,-216.4,-15.6,-260.0,172.88,169.92,1
1449.6663,-209.0,-12.7,-261.0,172.84,172.94,1
1449.8012,-213.2,-2.9,-259.1,176.14,177.02,1
1449.9368,-205.9,14.7,-264.9,-178.25,-179.23,1
1450.0708,-203.8,15.6,-268.8,-177.31,-179.24,1
1450.2047,-200.6,22.5,-265.9,-171.92,179.39,1
1450.3376,-205.9,12.7,-263.0,-175.18,176.42,1
1450.4724,-192.2,8.8,-269.8,-174.44,174.60,1
1450.6076,-196.4,4.9,-268.8,-177.01,173.42,1
1450.7403,-199.6,-4.9,-264.9,176.77,175.66,1
1450.8751,-190.1,5.9,-272.7,179.31,179.35,1
1451.0126,-183.8,11.7,-279.6,-178.65,-178.71,1
1451.1471,-196.4,12.7,-274.7,-177.45,-178.78,1
1451.2815,-199.6,9.8,-266.9,-177.83,179.73,1
1451.4154,-195.4,10.8,-273.7,-175.70,176.95,1
1451.5493,-211.1,-10.8,-266.9,177.17,172.40,1
1451.6831,-190.1,0.0,-277.6,-177.77,170.14,1
1451.8175,-197.5,-22.5,-271.7,171.75,170.21,1
1451.9530,-194.3,-20.5,-270.8,169.99,173.52,1
1452.0879,-198.5,-8.8,-270.8,175.56,174.35,1
1452.2235,-181.7,-2.9,-274.7,177.89,175.41,1
1452.3559,-194.3,-7.8,-269.8,177.56,174.60,1
1452.4907,-190.1,1.0,-272.7,-175.62,171.62,1
1452.6248,-203.8,-18.6,-263.0,177.76,165.51,1
1452.7584,-167.0,-30.3,-283.5,174.43,161.16,1
1452.8948,-170.2,-43.0,-280.5,168.71,157.56,1
1453.0322,-184.9,-52.8,-271.7,164.87,156.36,1
1453.1650,-169.1,-59.6,-278.6,158.29,158.60,1
1453.2994,-164.9,-42.0,-282.5,164.45,162.96,1
1453.4334,-152.3,-28.3,-289.3,170.65,167.29,1
1453.5657,-184.9,-22.5,-270.8,175.69,168.51,1
1453.7001,-187.0,-12.7,-273.7,-177.32,167.43,0
1453.8363,-183.8,-16.6,-275.7,-178.34,165.49,0
1453.9708,-158.6,-12.7,-288.3,-173.84,164.57,0
1454.1030,-159.7,-26.4,-287.4,175.73,162.98,1
1454.2376,-162.8,-39.1,-286.4,164.69,164.31,1
1454.3713,-177.5,-38.1,-274.7,165.77,167.35,1
1454.5054,-168.1,-32.3,-284.4,166.64,170.58,1
1454.6394,-175.4,-16.6,-276.6,175.31,172.45,1
1454.7737,-183.8,-10.8,-275.7,179.54,172.22,1
1454.9099,-188.0,-11.7,-269.8,179.66,170.16,1
1455.0452,-184.9,-24.4,-270.8,175.17,167.76,1
1455.1800,-163.9,-24.4,-284.4,174.22,166.64,1
1455.3132,-172.3,-42.0,-284.4,163.64,167.50,1
1455.4471,-170.2,-37.1,-276.6,164.50,171.83,1
1455.5812,-170.2,-22.5,-282.5,172.69,173.92,1
1455.7141,-167.0,-4.9,-282.5,-177.50,176.87,1
1455.8504,-185.9,-16.6,-272.7,176.25,176.01,1
1455.9886,-174.4,-11.7,-278.6,179.74,173.19,1
1456.1218,-175.4,-24.4,-276.6,176.28,168.47,1
1456.2568,-169.1,-30.3,-280.5,176.07,164.22,1
1456.3909,-164.9,-48.9,-276.6,165.05,161.94,1
1456.5247,-176.5,-45.0,-278.6,167.78,165.18,1
1456.6589,-191.2,-36.2,-272.7,173.22,168.91,1
1456.7937,-162.8,-10.8,-287.4,-173.53,172.50,1
1456.9305,-179.6,-3.9,-278.6,-173.86,174.22,1
1457.0647,-183.8,-2.0,-276.6,-172.48,173.41,1
1457.1994,-183.8,-18.6,-271.7,-178.26,169.15,1
1457.3324,-168.1,-17.6,-283.5,-175.03,165.34,0
1457.4660,-178.6,-40.1,-276.6,174.49,162.71,1
1457.6019,-196.4,-45.0,-267.8,171.14,163.94,1
1457.7342,-208.0,-37.1,-259.1,173.91,166.53,1
1457.8705,-183.8,-30.3,-268.8,176.38,166.48,1
1458.0089,-180.7,-28.3,-279.6,178.42,163.26,0
1458.1418,-181.7,-33.2,-275.7,179.67,159.68,0
1458.2753,-193.3,-43.0,-271.7,177.01,155.78,0
1458.4085,-157.6,-49.8,-284.4,174.63,152.83,0
1458.5421,-164.9,-52.8,-282.5,173.71,152.20,0
1458.6748,-169.1,-50.8,-281.5,173.99,152.73,0
1458.8083,-180.7,-51.8,-272.7,172.97,156.74,0
1458.9454,-180.7,-34.2,-278.6,177.02,164.01,1
1459.0786,-191.2,-28.3,-269.8,175.29,170.36,1
1459.2127,-200.6,-26.4,-266.9,175.10,174.08,1
1459.3470,-200.6,-13.7,-265.9,179.81,175.35,1
1459.4801,-199.6,-29.3,-270.8,174.61,172.49,1
1459.6147,-174.4,-20.5,-276.6,-179.73,169.82,1
1459.7506,-179.6,-30.3,-273.7,175.59,168.38,1
1459.8849,-193.3,-29.3,-270.8,175.26,171.57,1
1460.0225,-195.4,-18.6,-267.8,176.91,177.35,1
1460.1569,-188.0,-2.0,-278.6,-178.05,-176.94,1
1460.2912,-194.3,8.8,-269.8,-174.77,-174.26,1
1460.4253,-199.6,12.7,-265.9,-172.26,-174.44,1
1460.5592,-211.1,3.9,-259.1,-176.19,-177.11,1
1460.6920,-184.9,2.0,-273.7,-175.57,-179.53,1
1460.8274,-199.6,-9.8,-266.9,178.80,179.25,1
1460.9642,-209.0,-14.7,-260.0,176.31,-178.63,1
1461.0971,-208.0,0.0,-260.0,-179.89,-174.87,1
1461.2323,-198.5,11.7,-264.9,-175.93,-170.39,1
1461.3680,-204.8,15.6,-268.8,-174.75,-167.47,1
1461.5002,-208.0,24.4,-261.0,-171.68,-167.69,1
1461.6344,-201.7,27.4,-266.9,-170.09,-168.02,1
1461.7691,-215.3,14.7,-258.1,-175.13,-169.50,1
1461.9037,-190.1,19.5,-271.7,-170.74,-170.52,1
1462.0408,-198.5,17.6,-269.8,-172.83,-172.42,1
1462.1753,-209.0,12.7,-263.9,-175.84,-171.46,1
1462.3084,-213.2,17.6,-258.1,-173.65,-170.22,1
1462.4422,-208.0,23.5,-266.9,-172.04,-168.81,1
1462.5761,-211.1,21.5,-257.1,-173.08,-167.54,1
1462.7089,-215.3,23.5,-255.2,-173.10,-167.33,1
1462.8438,-218.5,27.4,-251.3,-172.43,-166.88,1
1462.9822,-227.9,8.8,-247.4,-178.55,-169.04,1
1463.1147,-215.3,2.9,-258.1,-179.43,-172.39,1
1463.2495,-229.0,-6.8,-252.2,178.97,-177.83,1
1463.3836,-219.5,-17.6,-254.2,177.05,177.04,1
1463.5171,-212.2,-20.5,-264.9,177.31,175.72,1
1463.6512,-211.1,-19.5,-260.0,177.84,175.96,1
1463.7859,-211.1,-16.6,-261.0,179.29,177.24,1
1463.9216,-209.0,-11.7,-260.0,-179.21,177.84,1
1464.0564,-204.8,-3.9,-263.9,-175.78,178.64,1
1464.1906,-216.4,-12.7,-253.2,-178.73,175.19,1
1464.3245,-191.2,-16.6,-273.7,-177.27,172.14,1
1464.4575,-192.2,-27.4,-267.8,177.96,170.93,1
1464.5930,-189.1,-19.5,-274.7,179.54,173.34,1
1464.7270,-200.6,-16.6,-273.7,179.87,177.30,1
1464.8606,-192.2,2.9,-274.7,-172.45,-177.24,1
1464.9995,-194.3,12.7,-270.8,-171.46,-174.20,1
1465.1349,-204.8,16.6,-263.0,-170.37,-173.47,1
1465.2679,-210.1,14.7,-265.9,-170.56,-175.33,1
1465.4021,-199.6,6.8,-272.7,-172.03,-179.72,1
1465.5363,-200.6,-11.7,-267.8,-178.12,175.70,1
1465.6703,-205.9,-24.4,-265.9,176.94,175.29,1
1465.8063,-206.9,-17.6,-264.9,178.70,-179.85,1
1465.9445,-205.9,-2.0,-269.8,-175.93,-175.08,1
1466.0768,-206.9,12.7,-261.0,-171.14,-171.06,1
1466.2117,-206.9,16.6,-261.0,-170.06,-171.08,1
1466.3461,-209.0,20.5,-262.0,-168.27,-172.93,1
1466.4793,-215.3,-5.9,-261.0,-175.63,-177.94,1
1466.6134,-196.4,1.0,-267.8,-171.38,178.75,1
1466.7492,-204.8,-14.7,-263.0,-177.47,177.06,1
1466.8841,-211.1,-8.8,-264.9,-176.38,179.96,1
1467.0090,-205.9,4.9,-264.9,-171.86,-175.87,1
1467.1435,-191.2,25.4,-269.8,-163.42,-170.53,1
1467.2773,-206.9,31.3,-260.0,-164.58,-167.99,1
1467.4116,-216.4,36.2,-253.2,-164.03,-167.08,1
1467.5463,-222.7,28.3,-251.3,-166.76,-170.70,1
1467.6787,-210.1,13.7,-262.0,-168.04,-175.24,1
1467.8161,-206.9,3.9,-261.0,-171.08,-179.41,1
1467.9538,-218.5,-13.7,-253.2,-178.24,-179.51,1
1468.0872,-212.2,-5.9,-259.1,-176.05,-174.04,1
1468.2224,-206.9,11.7,-260.0,-170.70,-170.27,1
1468.3582,-205.9,27.4,-266.9,-165.80,-166.44,1
1468.4911,-209.0,33.2,-259.1,-164.68,-164.61,1
1468.6254,-226.9,36.2,-245.4,-165.66,-162.76,1
1468.7598,-225.8,32.3,-252.2,-166.25,-164.64,1
1468.8947,-213.2,29.3,-261.0,-166.10,-166.22,1
1469.0302,-219.5,19.5,-259.1,-169.42,-167.86,1
1469.1646,-208.0,24.4,-263.0,-166.16,-167.40,1
1469.2978,-222.7,24.4,-254.2,-167.73,-166.90,1
1469.4332,-213.2,27.4,-259.1,-166.26,-164.66,1
1469.5672,-215.3,29.3,-259.1,-166.14,-164.95,1
1469.6997,-195.4,36.2,-268.8,-159.84,-167.35,1
1469.8360,-213.2,19.5,-264.9,-165.69,-173.91,1
1469.9743,-194.3,13.7,-269.8,-164.38,179.85,0
1470.1061,-195.4,-13.7,-263.0,-174.35,175.39,1
1470.2414,-206.9,-22.5,-266.9,-178.34,175.43,1
1470.3756,-202.7,0.0,-270.8,-171.34,-179.99,1
1470.5090,-204.8,12.7,-267.8,-167.69,-174.38,1
1470.6431,-203.8,24.4,-266.9,-165.40,-170.50,1
1470.7777,-208.0,28.3,-262.0,-164.13,-169.82,1
1470.9121,-188.0,21.5,-276.6,-162.75,-173.50,1
1471.0487,-170.2,13.7,-289.3,-160.22,-178.57,0
1471.1822,-177.5,3.9,-281.5,-165.71,178.13,0
1471.3140,-188.0,-16.6,-275.7,-175.31,178.57,1
1471.4484,-179.6,2.0,-278.6,-167.87,-177.30,1
1471.5838,-191.2,8.8,-276.6,-166.14,-175.05,1
1471.7162,-191.2,16.6,-268.8,-163.83,-173.82,1
1471.8526,-206.9,15.6,-265.9,-165.41,-173.78,1
1471.9902,-187.0,25.4,-273.7,-158.48,-175.89,0
1472.1231,-191.2,9.8,-278.6,-163.17,177.77,0
1472.2566,-185.9,-4.9,-276.6,-168.08,174.13,0
1472.3901,-189.1,-16.6,-275.7,-173.60,174.96,1
1472.5229,-189.1,-15.6,-276.6,-175.04,179.14,1
1472.6583,-191.2,-11.7,-273.7,-173.95,-177.98,1
1472.7925,-184.9,-2.0,-276.6,-169.87,-174.92,1
1472.9283,-204.8,11.7,-266.9,-167.13,-174.27,1
1473.0631,-199.6,11.7,-267.8,-164.37,-177.49,1
1473.1988,-217.4,-12.7,-255.2,-173.61,176.41,1
1473.3316,-189.1,-14.7,-276.6,-171.43,172.89,0
1473.4653,-180.7,-18.6,-279.6,-172.52,172.41,0
1473.5985,-191.2,-28.3,-272.7,-178.32,174.85,1
1473.7319,-188.0,-9.8,-272.7,-172.35,-178.12,1
1473.8688,-198.5,3.9,-268.8,-169.38,-171.53,1
1473.9937,-194.3,14.7,-271.7,-167.94,-168.94,1
1474.1256,-192.2,19.5,-270.8,-164.15,-169.61,1
1474.2599,-192.2,28.3,-276.6,-160.66,-174.02,1
1474.3944,-187.0,7.8,-275.7,-165.46,-179.02,1
1474.5291,-182.8,6.8,-281.5,-165.09,178.21,0
1474.6610,-191.2,-12.7,-272.7,-173.92,177.66,1
1474.7965,-182.8,-8.8,-278.6,-172.87,-178.36,1
1474.9335,-189.1,-3.9,-276.6,-172.29,-173.20,1
1475.0666,-190.1,10.8,-276.6,-167.20,-168.94,1
1475.2017,-204.8,15.6,-265.9,-166.84,-167.94,1
1475.3374,-193.3,28.3,-267.8,-159.69,-169.72,1
1475.4701,-203.8,9.8,-264.9,-166.94,-174.01,1
1475.6042,-189.1,7.8,-272.7,-165.79,-176.66,1
1475.7388,-196.4,-2.9,-268.8,-171.85,-177.24,1
1475.8748,-199.6,-7.8,-266.9,-174.68,-173.96,1
1476.0102,-214.3,4.9,-262.0,-171.80,-169.99,1
1476.1445,-201.7,17.6,-266.9,-166.21,-166.94,1
1476.2781,-198.5,23.5,-271.7,-164.40,-165.82,1
1476.4120,-209.0,23.5,-263.0,-166.04,-165.41,1
1476.5462,-208.0,10.8,-264.9,-168.91,-168.92,1
1476.6792,-188.0,1.0,-276.6,-169.46,-173.41,1
1476.8152,-185.9,4.9,-277.6,-167.14,-175.50,1
1476.9529,-188.0,-3.9,-275.7,-171.28,-175.82,1
1477.0861,-175.4,4.9,-281.5,-166.39,-172.48,1
1477.2214,-182.8,10.8,-274.7,-165.47,-169.65,1
1477.3558,-178.6,21.5,-282.5,-159.62,-166.92,1
