t,p_hpa,t_c,isa_alt_m,qnh_offset_m,alt_above_ref_m,accepted
1588.9601,1009.42,21.9,32.72,+62.66,-41.32,1
1589.0943,1009.36,21.9,33.23,+62.66,-40.81,1
1589.2275,1009.38,21.9,33.06,+62.66,-40.98,1
1589.3618,1009.35,21.9,33.32,+62.66,-40.72,1
1589.4972,1009.34,21.9,33.40,+62.66,-40.63,1
1589.6298,1009.38,21.9,33.06,+62.66,-40.98,1
1589.7645,1009.38,21.9,33.06,+62.66,-40.98,1
1589.8994,1009.37,21.9,33.15,+62.66,-40.89,1
1590.0355,1009.32,21.9,33.58,+62.67,-40.45,1
1590.1687,1009.31,21.9,33.66,+62.67,-40.37,1
1590.3032,1009.37,21.9,33.15,+62.67,-40.88,1
1590.4358,1009.32,21.9,33.58,+62.67,-40.45,1
1590.5699,1009.36,21.9,33.23,+62.67,-40.79,1
1590.7035,1009.36,21.9,33.23,+62.67,-40.79,1
1590.8367,1009.38,21.9,33.06,+62.67,-40.96,1
1590.9746,1009.34,21.9,33.40,+62.67,-40.62,1
1591.1104,1009.35,21.9,33.32,+62.67,-40.71,1
1591.2437,1009.30,21.9,33.75,+62.67,-40.28,1
1591.3780,1009.30,21.9,33.75,+62.67,-40.28,1
1591.5126,1009.33,21.9,33.49,+62.67,-40.54,1
1591.6458,1009.33,21.9,33.49,+62.67,-40.54,1
1591.7802,1009.27,21.9,34.00,+62.67,-40.02,1
1591.9150,1009.24,21.9,34.26,+62.67,-39.77,1
1592.0503,1009.29,21.9,33.83,+62.62,-40.24,1
1592.1862,1009.24,21.9,34.26,+62.62,-39.82,1
1592.3206,1009.27,21.9,34.00,+62.62,-40.07,1
1592.4532,1009.30,21.9,33.75,+62.62,-40.33,1
1592.5875,1009.29,21.9,33.83,+62.62,-40.24,1
1592.7227,1009.29,21.9,33.83,+62.62,-40.24,1
1592.8555,1009.30,21.9,33.75,+62.62,-40.33,1
1592.9933,1009.23,21.9,34.35,+62.58,-39.78,1
1593.1278,1009.32,21.9,33.58,+62.58,-40.55,1
1593.2616,1009.30,21.9,33.75,+62.58,-40.38,1
1593.3958,1009.31,21.9,33.66,+62.58,-40.46,1
1593.5298,1009.24,21.8,34.25,+62.58,-39.87,1
1593.6621,1009.31,21.8,33.65,+62.58,-40.47,1
1593.7970,1009.30,21.8,33.74,+62.58,-40.39,1
1593.9350,1009.31,21.8,33.65,+62.52,-40.53,1
1594.0672,1009.30,21.9,33.75,+62.52,-40.43,1
1594.2021,1009.26,21.8,34.08,+62.52,-40.10,1
1594.3363,1009.17,21.8,34.85,+62.52,-39.33,1
1594.4701,1009.27,21.8,33.99,+62.52,-40.18,1
1594.6026,1009.28,21.8,33.91,+62.52,-40.27,1
1594.7375,1009.28,21.8,33.91,+62.52,-40.27,1
1594.8738,1009.30,21.8,33.74,+62.52,-40.44,1
1595.0097,1009.25,21.8,34.16,+62.47,-40.06,1
1595.1445,1009.30,21.8,33.74,+62.47,-40.49,1
1595.2796,1009.31,21.8,33.65,+62.47,-40.58,1
1595.4131,1009.26,21.8,34.08,+62.47,-40.15,1
1595.5474,1009.30,21.8,33.74,+62.47,-40.49,1
1595.6820,1009.23,21.8,34.33,+62.47,-39.89,1
1595.8139,1009.26,21.9,34.09,+62.47,-40.14,1
1595.9524,1009.18,21.8,34.76,+62.40,-39.53,1
1596.0872,1009.24,21.9,34.26,+62.40,-40.03,1
1596.2193,1009.20,21.9,34.60,+62.40,-39.69,1
1596.3526,1009.21,21.9,34.52,+62.40,-39.78,1
1596.4880,1009.12,21.9,35.29,+62.40,-39.01,1
1596.6202,1009.23,21.9,34.35,+62.40,-39.95,1
1596.7544,1009.21,21.9,34.52,+62.40,-39.78,1
1596.8896,1009.19,21.9,34.69,+62.40,-39.61,1
1597.0255,1009.30,21.9,33.75,+62.33,-40.62,1
1597.1576,1009.19,21.9,34.69,+62.33,-39.68,1
1597.2913,1009.18,21.9,34.77,+62.33,-39.60,1
1597.4246,1009.13,21.9,35.20,+62.33,-39.17,1
1597.5574,1009.20,21.9,34.60,+62.33,-39.77,1
1597.6906,1009.26,21.9,34.09,+62.33,-40.28,1
1597.8269,1009.17,21.9,34.86,+62.33,-39.51,1
1597.9625,1009.13,21.9,35.20,+62.27,-39.23,1
1598.0976,1009.13,21.9,35.20,+62.27,-39.23,1
1598.2311,1009.19,21.9,34.69,+62.27,-39.74,1
1598.3637,1009.23,21.9,34.35,+62.27,-40.08,1
1598.4973,1009.16,21.9,34.95,+62.27,-39.48,1
1598.6318,1009.14,21.9,35.12,+62.27,-39.31,1
1598.7632,1009.19,21.9,34.69,+62.27,-39.74,1
1598.8983,1009.16,21.9,34.95,+62.27,-39.48,1
1599.0336,1009.16,21.9,34.95,+62.23,-39.52,1
1599.1681,1009.11,21.9,35.37,+62.23,-39.09,1
1599.3002,1009.18,21.9,34.77,+62.23,-39.69,1
1599.4339,1009.15,21.9,35.03,+62.23,-39.44,1
1599.5673,1009.15,21.9,35.03,+62.23,-39.44,1
1599.7011,1009.10,21.9,35.46,+62.23,-39.01,1
1599.8350,1009.15,21.9,35.03,+62.23,-39.44,1
1599.9728,1009.16,21.9,34.95,+62.21,-39.54,1
1600.1050,1009.13,21.9,35.20,+62.21,-39.28,1
1600.2397,1009.15,21.9,35.03,+62.21,-39.46,1
1600.3730,1009.12,21.9,35.29,+62.21,-39.20,1
1600.5043,1009.12,21.9,35.29,+62.21,-39.20,1
1600.6374,1009.12,21.9,35.29,+62.21,-39.20,1
1600.7723,1009.10,21.9,35.46,+62.21,-39.03,1
1600.9053,1009.16,21.9,34.95,+62.21,-39.54,1
1601.0404,1009.14,21.9,35.12,+62.22,-39.37,1
1601.1743,1009.10,21.9,35.46,+62.22,-39.02,1
1601.3092,1009.11,21.9,35.37,+62.22,-39.11,1
1601.4409,1009.11,21.9,35.37,+62.22,-39.11,1
1601.5739,1009.06,21.9,35.80,+62.22,-38.68,1
1601.7076,1009.10,21.9,35.46,+62.22,-39.02,1
1601.8423,1009.12,21.9,35.29,+62.22,-39.19,1
1601.9783,1009.11,21.9,35.37,+62.22,-39.10,1
1602.1113,1009.07,21.9,35.72,+62.22,-38.76,1
1602.2437,1009.15,22.0,35.04,+62.22,-39.43,1
1602.3782,1009.06,21.9,35.80,+62.22,-38.67,1
1602.5117,1009.14,22.0,35.13,+62.22,-39.35,1
1602.6430,1009.08,22.0,35.64,+62.22,-38.83,1
1602.7768,1009.01,21.9,36.23,+62.22,-38.25,1
1602.9135,1009.06,22.0,35.81,+62.22,-38.66,1
1603.0483,1009.03,21.9,36.06,+62.22,-38.42,1
1603.1824,1009.13,22.0,35.21,+62.22,-39.27,1
1603.3160,1009.12,22.0,35.30,+62.22,-39.18,1
1603.4502,1009.06,22.0,35.81,+62.22,-38.67,1
1603.5819,1009.11,22.0,35.39,+62.22,-39.10,1
1603.7157,1009.05,22.0,35.90,+62.22,-38.58,1
1603.8510,1009.01,22.0,36.24,+62.22,-38.24,1
1603.9874,1009.06,22.0,35.81,+62.21,-38.67,1
1604.1210,1009.10,22.0,35.47,+62.21,-39.02,1
1604.2549,1009.04,22.0,35.99,+62.21,-38.50,1
1604.3862,1009.13,22.0,35.21,+62.21,-39.27,1
1604.5208,1009.04,22.0,35.99,+62.21,-38.50,1
1604.6538,1009.06,22.0,35.81,+62.21,-38.67,1
1604.7873,1009.05,22.0,35.90,+62.21,-38.59,1
1604.9238,1009.08,22.0,35.64,+62.22,-38.84,1
1605.0578,1009.06,22.0,35.81,+62.22,-38.67,1
1605.1909,1009.08,22.0,35.64,+62.22,-38.84,1
1605.3226,1009.11,22.0,35.39,+62.22,-39.09,1
1605.4563,1009.06,22.0,35.81,+62.22,-38.67,1
1605.5911,1009.08,22.0,35.64,+62.22,-38.84,1
1605.7225,1009.06,22.0,35.81,+62.22,-38.67,1
1605.8562,1009.09,22.0,35.56,+62.22,-38.92,1
1605.9927,1009.09,22.0,35.56,+62.26,-38.88,1
1606.1257,1009.12,22.0,35.30,+62.26,-39.14,1
1606.2595,1009.09,22.0,35.56,+62.26,-38.88,1
1606.3928,1009.06,22.0,35.81,+62.26,-38.62,1
1606.5265,1009.15,22.0,35.04,+62.26,-39.39,1
1606.6610,1009.09,22.0,35.56,+62.26,-38.88,1
1606.7944,1009.12,22.0,35.30,+62.26,-39.14,1
1606.9326,1009.05,22.0,35.90,+62.31,-38.49,1
1607.0645,1009.09,22.0,35.56,+62.31,-38.83,1
1607.1994,1009.14,22.0,35.13,+62.31,-39.26,1
1607.3329,1009.12,22.0,35.30,+62.31,-39.09,1
1607.4650,1009.06,22.0,35.81,+62.31,-38.58,1
1607.5981,1009.03,22.0,36.07,+62.31,-38.32,1
1607.7327,1009.04,22.0,35.99,+62.31,-38.41,1
1607.8660,1009.06,22.0,35.81,+62.31,-38.58,1
1608.0037,1009.11,22.0,35.39,+62.34,-38.98,1
1608.1377,1009.15,22.0,35.04,+62.34,-39.32,1
1608.2707,1009.04,22.0,35.99,+62.34,-38.38,1
1608.4039,1009.04,22.0,35.99,+62.34,-38.38,1
1608.5370,1009.11,22.0,35.39,+62.34,-38.98,1
1608.6684,1009.18,22.0,34.79,+62.34,-39.58,1
1608.8038,1009.19,22.0,34.70,+62.34,-39.66,1
1608.9414,1009.08,22.0,35.64,+62.40,-38.66,1
1609.0731,1009.04,22.0,35.99,+62.40,-38.31,1
1609.2070,1009.05,22.0,35.90,+62.40,-38.40,1
1609.3417,1009.10,22.0,35.47,+62.40,-38.83,1
1609.4732,1009.08,22.0,35.64,+62.40,-38.66,1
1609.6062,1009.06,22.0,35.81,+62.40,-38.49,1
1609.7400,1009.18,22.0,34.79,+62.40,-39.51,1
1609.8752,1009.08,22.0,35.64,+62.40,-38.66,1
1610.0102,1009.12,22.0,35.30,+62.43,-38.96,1
1610.1436,1009.15,22.0,35.04,+62.43,-39.22,1
1610.2777,1009.14,22.0,35.13,+62.43,-39.14,1
1610.4106,1009.10,22.0,35.47,+62.43,-38.79,1
1610.5438,1009.10,22.0,35.47,+62.43,-38.79,1
1610.6774,1009.14,22.0,35.13,+62.43,-39.14,1
1610.8094,1009.12,22.0,35.30,+62.43,-38.96,1
1610.9479,1009.16,22.0,34.96,+62.48,-39.26,1
1611.0793,1009.11,22.0,35.39,+62.48,-38.83,1
1611.2108,1009.18,22.0,34.79,+62.48,-39.43,1
1611.3454,1009.20,22.0,34.62,+62.48,-39.60,1
1611.4798,1009.10,22.0,35.47,+62.48,-38.74,1
1611.6109,1009.12,22.0,35.30,+62.48,-38.91,1
1611.7427,1009.10,22.0,35.47,+62.48,-38.74,1
1611.8764,1009.18,22.0,34.79,+62.48,-39.43,1
1612.0126,1009.17,22.0,34.87,+62.55,-39.27,1
1612.1440,1009.15,22.0,35.04,+62.55,-39.10,1
1612.2775,1009.09,22.0,35.56,+62.55,-38.59,1
1612.4106,1009.04,22.0,35.99,+62.55,-38.16,1
1612.5435,1009.08,22.0,35.64,+62.55,-38.50,1
1612.6768,1009.08,22.0,35.64,+62.55,-38.50,1
1612.8105,1009.09,22.0,35.56,+62.55,-38.59,1
1612.9455,1009.15,22.0,35.04,+62.61,-39.05,1
1613.0787,1009.08,22.0,35.64,+62.61,-38.45,1
1613.2122,1009.08,22.0,35.64,+62.61,-38.45,1
1613.3455,1009.14,22.0,35.13,+62.61,-38.96,1
1613.4775,1009.10,22.0,35.47,+62.61,-38.62,1
1613.6107,1009.09,22.0,35.56,+62.61,-38.53,1
1613.7437,1009.15,22.0,35.04,+62.61,-39.05,1
1613.8758,1009.11,22.0,35.39,+62.61,-38.71,1
1614.0124,1009.06,22.0,35.81,+62.68,-38.20,1
1614.1467,1009.02,22.0,36.16,+62.68,-37.86,1
1614.2784,1009.11,22.0,35.39,+62.68,-38.63,1
1614.4115,1009.15,22.0,35.04,+62.68,-38.98,1
1614.5451,1009.12,22.0,35.30,+62.68,-38.72,1
1614.6807,1009.07,22.0,35.73,+62.68,-38.29,1
1614.8135,1009.17,22.1,34.88,+62.68,-39.14,1
1614.9518,1009.04,22.0,35.99,+62.78,-37.93,1
1615.0864,1009.12,22.1,35.31,+62.78,-38.60,1
1615.2196,1009.07,22.1,35.74,+62.78,-38.18,1
1615.3532,1009.10,22.1,35.48,+62.78,-38.43,1
1615.4868,1009.05,22.1,35.91,+62.78,-38.00,1
1615.6183,1009.14,22.1,35.14,+62.78,-38.78,1
1615.7519,1009.08,22.1,35.66,+62.78,-38.26,1
1615.8849,1009.10,22.1,35.48,+62.78,-38.43,1
1616.0213,1009.11,22.1,35.40,+62.88,-38.42,1
1616.1536,1009.07,22.0,35.73,+62.88,-38.09,1
1616.2887,1009.05,22.0,35.90,+62.88,-37.92,1
1616.4218,1009.10,22.1,35.48,+62.88,-38.34,1
1616.5533,1009.08,22.1,35.66,+62.88,-38.17,1
1616.6870,1009.08,22.1,35.66,+62.88,-38.17,1
1616.8220,1009.07,22.1,35.74,+62.88,-38.08,1
1616.9564,1009.11,22.1,35.40,+62.98,-38.33,1
1617.0900,1009.04,22.1,36.00,+62.98,-37.73,1
1617.2242,1009.08,22.1,35.66,+62.98,-38.07,1
1617.3566,1009.14,22.1,35.14,+62.98,-38.58,1
1617.4897,1009.11,22.1,35.40,+62.98,-38.33,1
1617.6230,1009.16,22.1,34.97,+62.98,-38.75,1
1617.7549,1009.08,22.1,35.66,+62.98,-38.07,1
1617.8890,1009.08,22.1,35.66,+62.98,-38.07,1
1618.0243,1009.08,22.1,35.66,+63.08,-37.96,1
1618.1555,1009.04,22.1,36.00,+63.08,-37.62,1
1618.2899,1009.07,22.1,35.74,+63.08,-37.88,1
1618.4247,1009.07,22.1,35.74,+63.08,-37.88,1
1618.5590,1009.01,22.1,36.26,+63.08,-37.36,1
1618.6921,1009.12,22.1,35.31,+63.08,-38.31,1
1618.8272,1009.16,22.1,34.97,+63.08,-38.65,1
1618.9657,1009.18,22.1,34.80,+63.22,-38.69,1
1619.0988,1009.05,22.1,35.91,+63.22,-37.57,1
1619.2337,1009.13,22.1,35.23,+63.22,-38.26,1
1619.3674,1009.07,22.1,35.74,+63.22,-37.74,1
1619.5001,1009.10,22.1,35.48,+63.22,-38.00,1
1619.6333,1009.09,22.1,35.57,+63.22,-37.91,1
1619.7679,1009.05,22.1,35.91,+63.22,-37.57,1
1619.9007,1009.02,22.1,36.17,+63.22,-37.31,1
1620.0383,1009.12,22.1,35.31,+63.34,-38.05,1
1620.1723,1009.11,22.1,35.40,+63.34,-37.96,1
1620.3051,1009.06,22.1,35.83,+63.34,-37.53,1
1620.4399,1009.02,22.1,36.17,+63.34,-37.19,1
1620.5760,1009.04,22.1,36.00,+63.34,-37.36,1
1620.7082,1009.07,22.2,35.75,+63.34,-37.61,1
1620.8429,1009.06,22.2,35.84,+63.34,-37.52,1
1620.9809,1009.07,22.2,35.75,+63.50,-37.44,1
1621.1149,1009.05,22.2,35.92,+63.50,-37.27,1
1621.2495,1009.01,22.2,36.27,+63.50,-36.93,1
1621.3837,1009.06,22.2,35.84,+63.50,-37.36,1
1621.5161,1009.01,22.2,36.27,+63.50,-36.93,1
1621.6514,1009.02,22.2,36.18,+63.50,-37.02,1
1621.7858,1009.04,22.2,36.01,+63.50,-37.19,1
1621.9220,1009.05,22.2,35.92,+63.68,-37.09,1
1622.0567,1008.97,22.2,36.61,+63.68,-36.41,1
1622.1926,1009.00,22.2,36.35,+63.68,-36.66,1
1622.3250,1009.00,22.2,36.35,+63.68,-36.66,1
1622.4601,1008.99,22.2,36.44,+63.68,-36.58,1
1622.5942,1009.02,22.2,36.18,+63.68,-36.84,1
1622.7295,1009.02,22.2,36.18,+63.68,-36.84,1
1622.8626,1009.01,22.2,36.27,+63.68,-36.75,1
1622.9999,1009.03,22.2,36.10,+63.86,-36.75,1
1623.1343,1009.00,22.2,36.35,+63.86,-36.49,1
1623.2681,1009.00,22.2,36.35,+63.86,-36.49,1
1623.4023,1009.06,22.2,35.84,+63.86,-37.00,1
1623.5364,1009.00,22.2,36.35,+63.86,-36.49,1
1623.6689,1008.98,22.2,36.52,+63.86,-36.32,1
1623.8040,1008.98,22.2,36.52,+63.86,-36.32,1
1623.9409,1009.01,22.2,36.27,+64.03,-36.40,1
1624.0738,1008.96,22.2,36.70,+64.03,-35.97,1
1624.2078,1008.95,22.2,36.78,+64.03,-35.89,1
1624.3425,1008.97,22.2,36.61,+64.03,-36.06,1
1624.4739,1008.98,22.2,36.52,+64.03,-36.15,1
1624.6073,1009.00,22.2,36.35,+64.03,-36.32,1
1624.7407,1009.02,22.2,36.18,+64.03,-36.49,1
1624.8749,1008.97,22.2,36.61,+64.03,-36.06,1
1625.0133,1008.96,22.2,36.70,+64.21,-35.80,1
1625.1474,1008.99,22.2,36.44,+64.21,-36.05,1
1625.2806,1008.95,22.2,36.78,+64.21,-35.71,1
1625.4154,1008.99,22.2,36.44,+64.21,-36.05,1
1625.5485,1008.96,22.2,36.70,+64.21,-35.80,1
1625.6806,1008.96,22.2,36.70,+64.21,-35.80,1
1625.8144,1009.03,22.2,36.10,+64.21,-36.40,1
1625.9394,1008.93,22.2,36.95,+64.42,-35.33,1
1626.0707,1008.93,22.2,36.95,+64.42,-35.33,1
1626.2047,1009.00,22.2,36.35,+64.42,-35.93,1
1626.3381,1008.97,22.2,36.61,+64.42,-35.67,1
1626.4726,1008.96,22.2,36.70,+64.42,-35.59,1
1626.6045,1008.97,22.2,36.61,+64.42,-35.67,1
1626.7380,1008.96,22.2,36.70,+64.42,-35.59,1
1626.8718,1008.91,22.2,37.13,+64.42,-35.16,1
1627.0084,1008.94,22.2,36.87,+64.59,-35.24,1
1627.1419,1009.02,22.2,36.18,+64.59,-35.93,1
1627.2754,1008.95,22.2,36.78,+64.59,-35.33,1
1627.4078,1008.97,22.2,36.61,+64.59,-35.50,1
1627.5429,1008.96,22.2,36.70,+64.59,-35.41,1
1627.6766,1008.92,22.2,37.04,+64.59,-35.07,1
1627.8096,1008.92,22.2,37.04,+64.59,-35.07,1
1627.9485,1008.91,22.1,37.11,+64.75,-34.84,1
1628.0844,1008.94,22.1,36.86,+64.75,-35.09,1
1628.2174,1008.91,22.1,37.11,+64.75,-34.84,1
1628.3517,1008.92,22.1,37.03,+64.75,-34.92,1
1628.4852,1008.96,22.2,36.70,+64.75,-35.25,1
1628.6184,1008.92,22.1,37.03,+64.75,-34.92,1
1628.7520,1008.95,22.1,36.77,+64.75,-35.18,1
1628.8860,1008.87,22.1,37.46,+64.75,-34.49,1
1629.0210,1008.95,22.1,36.77,+64.88,-35.05,1
1629.1544,1008.94,22.1,36.86,+64.88,-34.96,1
1629.2880,1008.91,22.1,37.11,+64.88,-34.70,1
1629.4195,1008.91,22.1,37.11,+64.88,-34.70,1
1629.5533,1008.89,22.1,37.28,+64.88,-34.53,1
1629.6891,1008.89,22.1,37.28,+64.88,-34.53,1
1629.8230,1008.85,22.1,37.63,+64.88,-34.19,1
1629.9587,1008.80,22.1,38.06,+64.98,-33.66,1
1630.0923,1008.96,22.1,36.68,+64.98,-35.03,1
1630.2272,1008.90,22.1,37.20,+64.98,-34.52,1
1630.3589,1008.89,22.1,37.28,+64.98,-34.43,1
1630.4926,1008.89,22.1,37.28,+64.98,-34.43,1
1630.6261,1008.86,22.1,37.54,+64.98,-34.18,1
1630.7601,1008.87,22.2,37.47,+64.98,-34.25,1
1630.8960,1008.83,22.1,37.80,+64.98,-33.92,1
1631.0312,1008.81,22.1,37.97,+65.08,-33.65,1
1631.1629,1008.87,22.1,37.46,+65.08,-34.16,1
1631.2981,1008.83,22.1,37.80,+65.08,-33.82,1
1631.4314,1008.84,22.1,37.71,+65.08,-33.90,1
1631.5645,1008.82,22.2,37.90,+65.08,-33.72,1
1631.6968,1008.82,22.2,37.90,+65.08,-33.72,1
1631.8322,1008.84,22.1,37.71,+65.08,-33.90,1
1631.9680,1008.85,22.2,37.64,+65.20,-33.86,1
1632.1001,1008.82,22.2,37.90,+65.20,-33.60,1
1632.2339,1008.81,22.2,37.98,+65.20,-33.52,1
1632.3686,1008.83,22.1,37.80,+65.20,-33.70,1
1632.4999,1008.83,22.1,37.80,+65.20,-33.70,1
1632.6340,1008.82,22.1,37.88,+65.20,-33.62,1
1632.7690,1008.84,22.2,37.73,+65.20,-33.78,1
1632.9055,1008.82,22.1,37.88,+65.20,-33.62,1
1633.0409,1008.79,22.2,38.15,+65.33,-33.21,1
1633.1763,1008.81,22.2,37.98,+65.33,-33.39,1
1633.3099,1008.81,22.2,37.98,+65.33,-33.39,1
1633.4424,1008.77,22.2,38.33,+65.33,-33.04,1
1633.5756,1008.82,22.2,37.90,+65.33,-33.47,1
1633.7092,1008.83,22.2,37.81,+65.33,-33.56,1
1633.8416,1008.81,22.2,37.98,+65.33,-33.39,1
1633.9790,1008.82,22.1,37.88,+65.44,-33.38,1
1634.1121,1008.84,22.2,37.73,+65.44,-33.54,1
1634.2450,1008.83,22.1,37.80,+65.44,-33.46,1
1634.3783,1008.83,22.2,37.81,+65.44,-33.45,1
1634.5128,1008.80,22.2,38.07,+65.44,-33.19,1
1634.6440,1008.89,22.2,37.30,+65.44,-33.96,1
1634.7774,1008.85,22.1,37.63,+65.44,-33.63,1
1634.9116,1008.82,22.1,37.88,+65.44,-33.38,1
1635.0485,1008.88,22.2,37.38,+65.56,-33.76,1
1635.1813,1008.90,22.1,37.20,+65.56,-33.94,1
1635.3148,1008.80,22.1,38.06,+65.56,-33.09,1
1635.4487,1008.84,22.1,37.71,+65.56,-33.43,1
1635.5816,1008.83,22.1,37.80,+65.56,-33.34,1
1635.7150,1008.84,22.1,37.71,+65.56,-33.43,1
1635.8487,1008.78,22.1,38.23,+65.56,-32.91,1
1635.9835,1008.80,22.1,38.06,+65.65,-33.00,1
1636.1195,1008.70,22.1,38.91,+65.65,-32.14,1
1636.2543,1008.84,22.1,37.71,+65.65,-33.34,1
1636.3866,1008.87,22.1,37.46,+65.65,-33.60,1
1636.5203,1008.73,22.1,38.66,+65.65,-32.40,1
1636.6547,1008.81,22.1,37.97,+65.65,-33.08,1
1636.7892,1008.76,22.1,38.40,+65.65,-32.66,1
1636.9266,1008.85,22.1,37.63,+65.73,-33.34,1
1637.0598,1008.78,22.1,38.23,+65.73,-32.74,1
1637.1955,1008.81,22.1,37.97,+65.73,-33.00,1
1637.3280,1008.79,22.1,38.14,+65.73,-32.83,1
1637.4632,1008.81,22.1,37.97,+65.73,-33.00,1
1637.5974,1008.83,22.1,37.80,+65.73,-33.17,1
1637.7311,1008.76,22.1,38.40,+65.73,-32.57,1
1637.8659,1008.78,22.1,38.23,+65.73,-32.74,1
1638.0047,1008.75,22.1,38.48,+65.82,-32.40,1
1638.1365,1008.75,22.1,38.48,+65.82,-32.40,1
1638.2701,1008.74,22.1,38.57,+65.82,-32.31,1
1638.4041,1008.72,22.1,38.74,+65.82,-32.14,1
1638.5365,1008.77,22.1,38.31,+65.82,-32.57,1
1638.6712,1008.75,22.1,38.48,+65.82,-32.40,1
1638.8060,1008.80,22.1,38.06,+65.82,-32.83,1
1638.9426,1008.77,22.1,38.31,+65.91,-32.47,1
1639.0760,1008.72,22.1,38.74,+65.91,-32.04,1
1639.2106,1008.79,22.1,38.14,+65.91,-32.65,1
1639.3457,1008.79,22.1,38.14,+65.91,-32.65,1
1639.4799,1008.73,22.1,38.66,+65.91,-32.13,1
1639.6140,1008.77,22.1,38.31,+65.91,-32.47,1
1639.7469,1008.82,22.1,37.88,+65.91,-32.90,1
1639.8818,1008.84,22.2,37.73,+65.91,-33.06,1
1640.0192,1008.81,22.2,37.98,+66.01,-32.71,1
1640.1508,1008.75,22.2,38.50,+66.01,-32.19,1
1640.2848,1008.79,22.1,38.14,+66.01,-32.55,1
1640.4204,1008.81,22.2,37.98,+66.01,-32.71,1
1640.5526,1008.78,22.2,38.24,+66.01,-32.45,1
1640.6873,1008.79,22.2,38.15,+66.01,-32.54,1
1640.8221,1008.74,22.2,38.58,+66.01,-32.11,1
1640.9589,1008.74,22.2,38.58,+66.07,-32.05,1
1641.0918,1008.72,22.2,38.75,+66.07,-31.88,1
1641.2273,1008.77,22.2,38.33,+66.07,-32.31,1
1641.3618,1008.70,22.2,38.93,+66.07,-31.71,1
1641.4954,1008.71,22.2,38.84,+66.07,-31.79,1
1641.6295,1008.72,22.2,38.75,+66.07,-31.88,1
1641.7640,1008.72,22.2,38.75,+66.07,-31.88,1
1641.8970,1008.72,22.2,38.75,+66.07,-31.88,1
1642.0221,1008.78,22.2,38.24,+66.12,-32.34,1
1642.1563,1008.79,22.2,38.15,+66.12,-32.43,1
1642.2887,1008.77,22.2,38.33,+66.12,-32.26,1
1642.4235,1008.75,22.2,38.50,+66.12,-32.08,1
1642.5590,1008.66,22.2,39.27,+66.12,-31.31,1
1642.6909,1008.72,22.2,38.75,+66.12,-31.83,1
1642.8257,1008.73,22.2,38.67,+66.12,-31.91,1
1642.9645,1008.67,22.2,39.18,+66.16,-31.36,1
1643.0994,1008.70,22.2,38.93,+66.16,-31.61,1
1643.2329,1008.69,22.2,39.01,+66.16,-31.53,1
1643.3673,1008.68,22.2,39.10,+66.16,-31.44,1
1643.5012,1008.66,22.2,39.27,+66.16,-31.27,1
1643.6351,1008.65,22.2,39.36,+66.16,-31.18,1
1643.7695,1008.70,22.2,38.93,+66.16,-31.61,1
1643.9044,1008.62,22.2,39.61,+66.16,-30.93,1
1644.0409,1008.65,22.2,39.36,+66.17,-31.17,1
1644.1757,1008.72,22.2,38.75,+66.17,-31.77,1
1644.3097,1008.66,22.2,39.27,+66.17,-31.26,1
1644.4426,1008.62,22.2,39.61,+66.17,-30.92,1
1644.5769,1008.69,22.2,39.01,+66.17,-31.52,1
1644.7124,1008.70,22.2,38.93,+66.17,-31.60,1
1644.8457,1008.66,22.2,39.27,+66.17,-31.26,1
1644.9832,1008.72,22.2,38.75,+66.17,-31.78,1
1645.1175,1008.59,22.2,39.87,+66.17,-30.66,1
1645.2515,1008.66,22.2,39.27,+66.17,-31.26,1
1645.3858,1008.62,22.2,39.61,+66.17,-30.92,1
1645.5198,1008.69,22.2,39.01,+66.17,-31.52,1
1645.6526,1008.61,22.2,39.70,+66.17,-30.83,1
1645.7894,1008.64,22.2,39.44,+66.17,-31.09,1
1645.9276,1008.63,22.2,39.53,+66.15,-31.02,1
1646.0604,1008.66,22.2,39.27,+66.15,-31.28,1
1646.1956,1008.68,22.2,39.10,+66.15,-31.45,1
1646.3313,1008.71,22.2,38.84,+66.15,-31.71,1
1646.4637,1008.64,22.2,39.44,+66.15,-31.11,1
1646.5977,1008.64,22.2,39.44,+66.15,-31.11,1
1646.7323,1008.61,22.2,39.70,+66.15,-30.85,1
1646.8666,1008.61,22.2,39.70,+66.15,-30.85,1
1647.0035,1008.61,22.2,39.70,+66.11,-30.89,1
1647.1365,1008.67,22.2,39.18,+66.11,-31.41,1
1647.2690,1008.58,22.2,39.96,+66.11,-30.64,1
1647.4035,1008.58,22.2,39.96,+66.11,-30.64,1
1647.5376,1008.61,22.2,39.70,+66.11,-30.89,1
1647.6701,1008.57,22.2,40.04,+66.11,-30.55,1
1647.8048,1008.59,22.2,39.87,+66.11,-30.72,1
1647.9307,1008.62,22.2,39.61,+66.05,-31.04,1
1648.0632,1008.59,22.2,39.87,+66.05,-30.78,1
1648.1983,1008.63,22.2,39.53,+66.05,-31.12,1
1648.3329,1008.64,22.2,39.44,+66.05,-31.21,1
1648.4683,1008.64,22.2,39.44,+66.05,-31.21,1
1648.6007,1008.59,22.2,39.87,+66.05,-30.78,1
1648.7354,1008.64,22.2,39.44,+66.05,-31.21,1
1648.8702,1008.61,22.2,39.70,+66.05,-30.95,1
1649.0067,1008.64,22.2,39.44,+65.99,-31.27,1
1649.1401,1008.64,22.2,39.44,+65.99,-31.27,1
