t,lat_deg,lon_deg,alt_m,vN,vE,hdop,accepted,course_deg,yaw_std_deg,yaw_accepted
2378.9109,52.0484887,-0.7489617,119.00,0.608,0.854,0.93,1,54.6,5.45,0
2379.9227,52.0484848,-0.7489635,119.80,0.608,0.854,0.93,1,54.6,5.45,0
2380.9239,52.0484835,-0.7489637,120.00,0.608,0.854,0.93,1,54.6,5.45,0
2381.9245,52.0484838,-0.7489632,119.60,0.608,0.854,0.93,1,54.6,5.45,0
2382.9033,52.0484828,-0.7489660,119.80,0.608,0.854,0.93,1,54.6,5.45,0
2383.9180,52.0484857,-0.7489617,118.90,0.608,0.854,0.93,1,54.6,5.45,0
2384.9135,52.0484900,-0.7489542,117.60,0.608,0.854,0.93,1,54.6,5.45,0
2385.8942,52.0484922,-0.7489525,117.00,0.608,0.854,0.93,1,54.6,5.45,0
2386.9132,52.0484950,-0.7489452,116.10,0.608,0.854,0.93,1,54.6,5.45,0
2387.9100,52.0484957,-0.7489430,115.80,0.608,0.854,0.93,1,54.6,5.45,0
2388.9102,52.0484953,-0.7489427,115.90,0.608,0.854,0.93,1,54.6,5.45,0
2389.9210,52.0484952,-0.7489423,115.90,0.608,0.854,0.93,1,54.6,5.45,0
2390.8871,52.0484988,-0.7489385,115.10,0.608,0.854,0.93,1,54.6,5.45,0
2391.9193,52.0484967,-0.7489435,115.80,0.608,0.854,0.93,1,54.6,5.45,0
2392.9123,52.0484957,-0.7489463,116.20,0.608,0.854,0.93,1,54.6,5.45,0
2393.9087,52.0484953,-0.7489477,116.20,0.608,0.854,0.93,1,54.6,5.45,0
2394.9124,52.0485103,-0.7489410,114.90,1.404,0.521,0.93,1,20.4,3.82,0
2395.9227,52.0485195,-0.7489287,113.90,1.404,0.521,0.93,1,20.4,3.82,0
2396.9113,52.0485235,-0.7489262,113.40,1.404,0.521,0.93,1,20.4,3.82,0
2397.9069,52.0485320,-0.7489162,112.00,1.404,0.521,1.03,1,20.4,3.82,0
2398.9166,52.0485407,-0.7488942,111.10,1.404,0.521,0.93,1,20.4,3.82,0
2399.9187,52.0485452,-0.7488923,109.90,1.404,0.521,1.02,1,20.4,3.82,0
2400.9187,52.0485515,-0.7488868,108.20,1.404,0.521,1.02,1,20.4,3.82,0
2401.8915,52.0485537,-0.7488873,107.50,1.404,0.521,0.89,1,20.4,3.82,0
2402.9183,52.0485607,-0.7488918,106.10,1.404,0.521,0.89,1,20.4,3.82,0
2403.9121,52.0485638,-0.7488803,104.50,1.404,0.521,1.14,1,20.4,3.82,0
2404.9141,52.0485715,-0.7488688,102.40,1.404,0.521,1.14,1,20.4,3.82,0
2405.9169,52.0485802,-0.7488580,100.20,1.404,0.521,1.14,1,20.4,3.82,0
2406.9116,52.0485862,-0.7488533,98.60,1.404,0.521,1.22,1,20.4,3.82,0
2407.9064,52.0485860,-0.7488477,98.40,1.404,0.521,1.22,1,20.4,3.82,0
2408.8993,52.0485895,-0.7488398,97.20,1.404,0.521,1.22,1,20.4,3.82,0
2409.9134,52.0485930,-0.7488400,96.20,1.404,0.521,1.22,1,20.4,3.82,0
2410.9046,52.0485963,-0.7488382,95.40,1.404,0.521,1.22,1,20.4,3.82,0
2411.9044,52.0485998,-0.7488372,94.90,1.404,0.521,1.22,1,20.4,3.82,0
2412.9038,52.0486023,-0.7488352,94.20,1.404,0.521,1.22,1,20.4,3.82,0
2413.8726,52.0486007,-0.7488333,94.30,1.404,0.521,1.22,1,20.4,3.82,0
2414.9069,52.0485968,-0.7488358,95.10,1.404,0.521,1.22,1,20.4,3.82,0
2415.9135,52.0485933,-0.7488343,95.70,1.404,0.521,1.22,1,20.4,3.82,0
2416.9007,52.0485890,-0.7488365,96.50,1.404,0.521,1.22,1,20.4,3.82,0
2417.9137,
