t,lat_deg,lon_deg,alt_m,vN,vE,hdop,accepted,course_deg,yaw_std_deg,yaw_accepted
1012.8608,52.0487953,-0.7488647,66.60,-1.356,1.199,2.30,1,138.5,3.16,0
1013.8948,52.0487942,-0.7488478,65.10,-1.356,1.199,2.30,1,138.5,3.16,0
1014.8738,52.0487898,-0.7487140,66.60,-1.356,1.199,4.11,1,138.5,3.16,0
1015.8994,52.0487902,-0.7486958,64.20,-1.356,1.199,4.11,1,138.5,3.16,0
1016.8774,52.0487938,-0.7486965,62.10,-1.356,1.199,4.11,1,138.5,3.16,0
1017.8929,52.0487923,-0.7487048,60.60,-1.356,1.199,4.10,1,138.5,3.16,0
1018.8839,52.0487913,-0.7487098,59.50,-1.356,1.199,4.10,1,138.5,3.16,0
1019.8978,52.0487897,-0.7487050,59.60,-1.356,1.199,4.10,1,138.5,3.16,0
1020.8913,52.0487722,-0.7487203,62.40,-1.356,1.199,4.10,1,138.5,3.16,0
1021.8906,52.0487667,-0.7487195,60.90,-1.356,1.199,4.10,1,138.5,3.16,0
1022.8937,52.0487568,-0.7487270,60.10,-1.356,1.199,4.10,1,138.5,3.16,0
1023.8955,52.0487412,-0.7487400,61.00,-1.356,1.199,4.10,1,138.5,3.16,0
1024.8878,52.0487292,-0.7487572,61.00,-1.356,1.199,4.10,1,138.5,3.16,0
1025.9027,52.0487222,-0.7487730,60.80,-1.356,1.199,4.10,1,138.5,3.16,0
1026.8934,52.0487013,-0.7487967,63.60,-1.356,1.199,4.10,1,138.5,3.16,0
1027.8928,52.0486730,-0.7488275,67.30,-1.356,1.199,4.10,1,138.5,3.16,0
1028.8973,52.0486582,-0.7488443,68.40,-1.356,1.199,4.10,1,138.5,3.16,0
1029.8959,52.0486483,-0.7488617,69.10,-1.356,1.199,4.10,1,138.5,3.16,0
1030.8990,52.0486278,-0.7488727,71.10,-1.356,1.199,4.10,1,138.5,3.16,0
1031.9013,52.0486123,-0.7488932,72.70,-1.356,1.199,4.10,1,138.5,3.16,0
1032.8941,52.0486115,-0.7488962,71.90,-1.356,1.199,4.10,1,138.5,3.16,0
1033.9062,52.0485870,-0.7489057,74.70,-1.356,1.199,4.10,1,138.5,3.16,0
1034.9001,52.0485703,-0.7488952,75.40,-1.356,1.199,4.09,1,138.5,3.16,0
1035.9004,52.0485420,-0.7488857,75.30,-1.356,1.199,4.09,0,138.5,3.16,0
1036.8915,52.0485132,-0.7488270,75.40,-1.897,3.389,4.09,1,119.2,3.00,0
1037.8884,52.0485012,-0.7488053,73.80,-0.829,2.856,4.09,1,106.2,3.00,0
1038.8929,52.0484852,-0.7487928,73.60,-0.829,2.856,4.09,1,106.2,3.00,0
1039.8964,52.0484867,-0.7487915,73.40,-0.829,2.856,4.09,1,106.2,3.00,0
1040.8975,52.0484847,-0.7487712,72.40,-0.829,2.856,4.09,1,106.2,3.00,0
1041.8668,52.0484782,-0.7487628,71.80,-0.829,2.856,4.09,1,106.2,3.00,0
1042.8893,52.0484733,-0.7487388,70.70,-0.829,2.856,4.09,1,106.2,3.00,0
1043.8889,52.0484748,-0.7487217,69.20,-0.829,2.856,4.09,1,106.2,3.00,0
1044.8961,52.0484648,-0.7487102,68.90,-0.829,2.856,4.09,1,106.2,3.00,0
1045.8954,52.0484600,-0.7486767,66.60,-0.829,2.856,4.09,1,106.2,3.00,0
1046.8997,52.0484493,-0.7486577,66.40,-0.829,2.856,4.09,1,106.2,3.00,0
1047.9023,52.0484435,-0.7486390,66.50,-0.829,2.856,4.09,1,106.2,3.00,0
1048.8643,52.0484522,-0.7486138,65.60,-0.829,2.856,4.09,1,106.2,3.00,0
1049.9089,52.0484552,-0.7485970,64.80,-0.829,2.856,4.09,1,106.2,3.00,0
1050.8695,52.0484507,-0.7485962,63.30,-0.829,2.856,4.09,1,106.2,3.00,0
1051.9026,52.0484242,-0.7486350,60.10,-0.829,2.856,4.08,1,106.2,3.00,0
1052.8827,52.0483820,-0.7487370,56.80,-0.829,2.856,4.08,1,106.2,3.00,0
1053.8906,52.0482483,-0.7488303,78.50,-3.348,0.586,6.56,1,170.1,3.00,0
1054.9010,52.0482458,-0.7488527,72.60,-3.348,0.586,6.56,1,170.1,3.00,0
1055.9064,52.0482443,-0.7488813,70.50,-3.348,0.586,6.56,1,170.1,3.00,0
1056.9011,52.0482397,-0.7489137,69.10,-3.348,0.586,6.56,1,170.1,3.00,0
1057.8979,52.0482505,-0.7488908,68.40,-3.348,0.586,6.55,1,170.1,3.00,0
1058.9045,52.0483087,-0.7488130,70.40,-3.348,0.586,4.08,1,170.1,3.00,0
1059.9019,52.0483163,-0.7487867,70.60,-3.348,0.586,4.08,1,170.1,3.00,0
1060.9050,52.0483273,-0.7487482,70.80,-3.348,0.586,4.08,1,170.1,3.00,0
1061.8989,52.0483397,-0.7487085,71.50,-3.348,0.586,4.08,1,170.1,3.00,0
1062.9047,52.0483312,-0.7486910,71.30,-3.348,0.586,4.08,1,170.1,3.00,0
1063.8563,52.0483022,-0.7486942,72.40,-3.348,0.586,4.08,1,170.1,3.00,0
1064.8956,52.0482822,-0.7487077,73.50,-3.348,0.586,4.08,1,170.1,3.00,0
1065.8594,52.0482608,-0.7487193,73.80,-3.348,0.586,4.08,1,170.1,3.00,0
1066.8993,52.0482575,-0.7487060,74.20,-3.348,0.586,4.08,1,170.1,3.00,0
1067.8651,52.0482380,-0.7487147,74.80,-3.348,0.586,4.08,0,170.1,3.00,0
1068.8890,52.0482022,-0.7487722,73.80,-2.800,-1.514,4.08,0,208.4,3.00,0
1069.8662,52.0481883,-0.7488012,72.80,-2.069,-1.518,4.07,1,216.3,3.00,0
1070.9006,52.0481840,-0.7487845,74.70,-2.069,-1.518,4.07,1,216.3,3.00,0
1071.8824,52.0481818,-0.7487730,75.00,-2.069,-1.518,4.07,1,216.3,3.00,0
1072.8999,52.0481648,-0.7487687,77.70,-2.069,-1.518,4.07,1,216.3,3.00,0
1073.8925,52.0481477,-0.7487737,79.50,-2.069,-1.518,4.07,1,216.3,3.00,0
1074.9051,52.0481427,-0.7487692,80.70,-2.069,-1.518,4.07,1,216.3,3.00,0
1075.8969,52.0481557,-0.7487372,81.20,-2.069,-1.518,4.07,1,216.3,3.00,0
1076.8961,52.0481590,-0.7487217,81.70,-2.069,-1.518,4.07,1,216.3,3.00,0
1077.9012,52.0481545,-0.7487180,82.10,-2.069,-1.518,4.07,1,216.3,3.00,0
1078.9027,52.0481365,-0.7487227,84.40,-2.069,-1.518,4.07,1,216.3,3.00,0
1079.9178,52.0481203,-0.7487460,84.30,-2.164,-1.427,4.07,1,213.4,3.00,0
1080.8996,52.0481203,-0.7487125,87.70,-2.164,-1.427,4.07,1,213.4,3.00,0
1081.8982,52.0481133,-0.7487010,89.90,-2.164,-1.427,4.07,1,213.4,3.00,0
1082.9113,52.0481217,-0.7486870,89.20,-2.164,-1.427,4.07,1,213.4,3.00,0
1083.9070,52.0481398,-0.7486418,90.40,-2.164,-1.427,4.07,1,213.4,3.00,0
1084.8704,52.0481498,-0.7486015,92.40,-2.164,-1.427,4.07,1,213.4,3.00,0
1085.8987,52.0481838,-0.7485318,93.40,-1.993,2.114,4.07,1,133.3,3.00,0
1086.8814,52.0481907,-0.7485190,92.70,-1.993,2.114,4.07,1,133.3,3.00,0
1087.9010,52.0482030,-0.7484767,94.60,-1.993,2.114,4.07,1,133.3,3.00,0
1088.8951,52.0482270,-0.7484305,94.60,-1.993,2.114,4.06,1,133.3,3.00,0
1089.8982,52.0482238,-0.7484163,96.20,-1.993,2.114,4.06,1,133.3,3.00,0
1090.9031,52.0482237,-0.7483962,98.30,-1.993,2.114,4.06,1,133.3,3.00,0
1091.9045,52.0482547,-0.7483523,97.10,-1.993,2.114,4.06,1,133.3,3.00,0
1092.9031,52.0482628,-0.7483427,95.90,-1.993,2.114,4.06,1,133.3,3.00,0
1093.8578,52.0482610,-0.7483352,96.20,-1.993,2.114,4.06,1,133.3,3.00,0
1094.9036,52.0482655,-0.7483188,96.60,-1.993,2.114,4.06,1,133.3,3.00,0
1095.8719,52.0482485,-0.7483282,98.50,-1.993,2.114,4.06,1,133.3,3.00,0
1096.9034,52.0482513,-0.7483038,99.90,-1.993,2.114,4.06,1,133.3,3.00,0
1097.8830,52.0482630,-0.7482742,99.90,-1.993,2.114,4.06,1,133.3,3.00,0
1098.9178,52.0482717,-0.7482223,102.60,0.535,1.879,1.25,0,74.1,3.00,0
1099.8843,52.0482815,-0.7481878,103.20,0.696,1.456,1.25,0,64.5,3.55,0
1100.9058,52.0482892,-0.7481615,103.70,0.567,1.176,1.25,0,64.2,4.38,0
1101.9028,52.0482972,-0.7481360,104.00,0.670,1.254,1.25,0,61.9,4.02,0
1102.9073,52.0483022,-0.7481155,104.00,0.494,1.043,1.25,0,64.7,4.95,0
1103.9061,52.0483085,-0.7480962,103.70,0.623,1.133,1.25,1,61.2,4.42,0
1104.9028,52.0483177,-0.7480730,103.60,0.726,1.278,1.25,1,60.4,3.89,0
1105.9014,52.0483247,-0.7480535,103.60,0.652,1.184,1.25,1,61.1,4.23,0
1106.8664,52.0483357,-0.7480295,103.80,0.786,1.253,1.25,1,57.9,3.87,0
1107.9113,52.0483430,-0.7480117,104.10,0.891,1.374,1.25,1,57.0,3.49,0
1108.8789,52.0483507,-0.7479912,104.10,0.738,1.186,1.25,1,58.1,4.10,0
1109.8961,52.0483538,-0.7479767,104.00,0.738,1.186,1.25,1,58.1,4.10,0
1110.8913,52.0483627,-0.7479543,104.30,0.757,1.249,1.25,1,58.8,3.92,0
1111.8978,52.0483713,-0.7479325,104.20,0.773,1.340,1.25,1,60.0,3.70,0
1112.9054,52.0483788,-0.7479143,104.20,0.688,1.146,1.25,1,59.0,4.28,0
1113.8955,52.0483852,-0.7478987,104.20,0.612,1.026,1.25,1,59.2,4.78,0
1114.8928,52.0483925,-0.7478795,104.50,0.703,1.185,1.25,1,59.3,4.15,0
1115.8630,52.0484002,-0.7478598,104.50,0.762,1.288,1.25,1,59.4,3.82,0
1116.8941,52.0484087,-0.7478403,104.50,0.793,1.208,1.25,1,56.7,3.96,0
1117.8784,52.0484192,-0.7478203,104.90,0.902,1.262,1.25,1,54.4,3.69,0
1118.8971,52.0484272,-0.7478035,105.20,0.799,1.111,1.28,1,54.3,4.18,0
1119.8918,52.0484362,-0.7477828,105.60,0.828,1.219,1.25,1,55.8,3.88,0
1120.8995,52.0484422,-0.7477655,105.80,0.635,1.030,1.25,1,58.3,4.72,0
1121.8941,52.0484435,-0.7477548,105.80,0.635,1.030,1.25,1,58.3,4.72,0
1122.8991,52.0484458,-0.7477430,105.70,0.635,1.030,1.25,1,58.3,4.72,0
1123.9034,52.0484422,-0.7477355,105.20,0.635,1.030,1.25,1,58.3,4.72,0
1124.8733,52.0484462,-0.7477215,105.20,0.635,1.030,1.25,0,58.3,4.72,0
1125.8944,52.0484503,-0.7477102,104.70,0.635,1.030,1.25,1,58.3,4.72,0
1126.8879,52.0484570,-0.7476930,104.90,0.635,1.030,1.25,1,58.3,4.72,0
1127.9004,52.0484578,-0.7476778,104.90,0.635,1.030,1.25,1,58.3,4.72,0
1128.8924,52.0484518,-0.7476728,104.70,0.635,1.030,1.25,1,58.3,4.72,0
1129.9058,52.0484468,-0.7476690,104.60,0.635,1.030,1.25,1,58.3,4.72,0
1130.8989,52.0484472,-0.7476588,104.70,0.635,1.030,1.25,0,58.3,4.72,0
1131.8961,52.0484512,-0.7476487,104.20,0.635,1.030,1.25,1,58.3,4.72,0
1132.9018,52.0484545,-0.7476393,103.50,0.635,1.030,1.25,1,58.3,4.72,0
1133.9005,52.0484553,-0.7476292,104.00,0.635,1.030,1.25,1,58.3,4.72,0
1134.8900,52.0484607,-0.7476013,103.50,0.635,1.030,1.25,1,58.3,4.72,0
1135.9022,52.0484612,-0.7475692,102.00,0.635,1.030,1.25,1,58.3,4.72,0
1136.8936,52.0484590,-0.7475482,101.40,0.635,1.030,1.25,1,58.3,4.72,0
1137.8962,52.0484565,-0.7475377,100.10,0.635,1.030,1.25,1,58.3,4.72,0
1138.8956,52.0484507,-0.7475272,99.70,0.635,1.030,1.25,1,58.3,4.72,0
1139.8652,52.0484325,-0.7475305,98.30,0.635,1.030,1.25,1,58.3,4.72,0
1140.8993,52.0484340,-0.7475087,96.90,0.635,1.030,1.25,1,58.3,4.72,0
1141.8821,52.0484255,-0.7475077,96.70,0.635,1.030,1.25,1,58.3,4.72,0
1142.9032,52.0484207,-0.7475030,94.60,0.635,1.030,1.25,1,58.3,4.72,0
1143.8986,52.0484212,-0.7474918,94.50,0.635,1.030,1.25,1,58.3,4.72,0
1144.9062,52.0484147,-0.7474852,94.60,0.635,1.030,1.25,1,58.3,4.72,0
1145.9012,52.0484128,-0.7474800,95.60,0.635,1.030,1.25,1,58.3,4.72,0
1146.9007,52.0484113,-0.7474728,95.40,0.635,1.030,1.25,1,58.3,4.72,0
1147.9001,52.0484112,-0.7474630,95.10,0.635,1.030,1.25,1,58.3,4.72,0
1148.8666,52.0484052,-0.7474502,94.50,0.635,1.030,1.25,1,58.3,4.72,0
1149.8989,52.0484177,-0.7474500,92.90,0.635,1.030,1.25,1,58.3,4.72,0
1150.8851,52.0484132,-0.7474442,92.70,0.635,1.030,1.25,1,58.3,4.72,0
1151.9048,52.0484137,-0.7474347,91.80,0.635,1.030,1.25,1,58.3,4.72,0
1152.9070,52.0484187,-0.7474238,90.70,0.635,1.030,1.25,1,58.3,4.72,0
1153.8942,52.0484188,-0.7474183,90.60,0.635,1.030,1.25,1,58.3,4.72,0
1154.9091,52.0484140,-0.7474097,90.60,0.635,1.030,1.25,1,58.3,4.72,0
1155.8628,52.0484028,-0.7473952,91.00,0.635,1.030,1.25,1,58.3,4.72,0
1156.9104,52.0483942,-0.7473888,91.50,0.635,1.030,1.25,1,58.3,4.72,0
1157.8812,52.0483868,-0.7473807,91.70,0.635,1.030,1.25,1,58.3,4.72,0
1158.9033,52.0483720,-0.7473710,92.60,0.635,1.030,1.25,1,58.3,4.72,0
1159.9018,52.0483560,-0.7473617,93.00,0.635,1.030,1.25,1,58.3,4.72,0
1160.9058,52.0483365,-0.7473482,93.90,0.635,1.030,1.25,1,58.3,4.72,0
1161.9039,52.0483245,-0.7473367,94.00,0.635,1.030,1.25,1,58.3,4.72,0
1162.8595,52.0483047,-0.7473155,94.30,0.635,1.030,1.25,1,58.3,4.72,0
1163.8954,52.0482840,-0.7472985,94.70,0.635,1.030,1.25,1,58.3,4.72,0
1164.8657,52.0482655,-0.7472895,94.80,0.635,1.030,1.25,1,58.3,4.72,0
1165.9018,52.0482645,-0.7472843,95.90,0.635,1.030,1.25,1,58.3,4.72,0
1166.8814,52.0482547,-0.7472677,95.30,0.635,1.030,1.25,1,58.3,4.72,0
1167.9034,52.0482353,-0.7472622,95.00,0.635,1.030,1.25,0,58.3,4.72,0
1168.9000,52.0482258,-0.7472488,94.70,0.635,1.030,1.25,1,58.3,4.72,0
1169.9073,52.0482180,-0.7472323,95.80,0.635,1.030,1.25,1,58.3,4.72,0
1170.9027,52.0481972,-0.7472258,97.00,0.635,1.030,1.25,1,58.3,4.72,0
1171.8582,52.0481935,-0.7472182,97.30,0.635,1.030,1.25,1,58.3,4.72,0
1172.9031,52.0481842,-0.7472060,97.60,0.635,1.030,1.25,1,58.3,4.72,0
1173.8728,52.0481655,-0.7471943,98.10,0.635,1.030,1.25,1,58.3,4.72,0
1174.9027,52.0481463,-0.7471850,99.80,0.635,1.030,1.25,1,58.3,4.72,0
1175.8904,52.0481322,-0.7471793,100.30,0.635,1.030,1.25,1,58.3,4.72,0
1176.9106,52.0481233,-0.7471672,101.10,0.635,1.030,1.25,1,58.3,4.72,0
1177.8948,52.0481163,-0.7471507,101.40,0.635,1.030,1.25,1,58.3,4.72,0
1178.9059,52.0481067,-0.7471383,101.80,0.635,1.030,1.25,1,58.3,4.72,0
1179.9016,52.0480978,-0.7471343,101.90,0.635,1.030,1.25,1,58.3,4.72,0
1180.9055,52.0480982,-0.7471183,102.20,0.635,1.030,1.25,1,58.3,4.72,0
1181.8993,52.0480917,-0.7471052,103.30,0.635,1.030,1.25,1,58.3,4.72,0
1182.8991,52.0480850,-0.7470957,104.70,0.635,1.030,1.25,1,58.3,4.72,0
1183.8959,52.0480690,-0.7470832,106.20,0.635,1.030,1.25,1,58.3,4.72,0
1184.8574,52.0480697,-0.7470672,107.20,0.635,1.030,1.25,1,58.3,4.72,0
1185.8969,52.0480702,-0.7470543,107.80,0.635,1.030,1.25,1,58.3,4.72,0
1186.8628,52.0480623,-0.7470503,108.60,0.635,1.030,1.25,1,58.3,4.72,0
1187.8914,52.0480575,-0.7470463,108.70,0.635,1.030,1.25,1,58.3,4.72,0
1188.8721,52.0480590,-0.7470305,109.40,0.635,1.030,1.25,1,58.3,4.72,0
1189.8995,52.0480613,-0.7470143,109.90,0.635,1.030,1.25,1,58.3,4.72,0
1190.8789,52.0480598,-0.7470047,109.90,0.635,1.030,1.25,1,58.3,4.72,0
1191.8995,52.0480603,-0.7469922,109.20,0.635,1.030,1.25,1,58.3,4.72,0
1192.8968,52.0480475,-0.7469988,107.80,0.635,1.030,1.25,1,58.3,4.72,0
1193.9029,52.0480408,-0.7469970,106.90,0.635,1.030,1.25,1,58.3,4.72,0
1194.9030,52.0480353,-0.7469883,106.70,0.635,1.030,1.25,1,58.3,4.72,0
1195.8611,52.0480177,-0.7469948,106.60,0.635,1.030,1.25,1,58.3,4.72,0
1196.8941,52.0480143,-0.7469805,107.00,0.635,1.030,1.25,1,58.3,4.72,0
1197.8762,52.0480147,-0.7469563,106.80,0.635,1.030,1.25,1,58.3,4.72,0
1198.9052,52.0480100,-0.7469442,107.00,0.635,1.030,1.25,1,58.3,4.72,0
1199.8880,52.0480053,-0.7469353,106.90,0.635,1.030,1.25,1,58.3,4.72,0
1200.9067,52.0480037,-0.7469247,107.00,0.635,1.030,1.25,1,58.3,4.72,0
1201.9046,52.0479993,-0.7469153,107.10,0.635,1.030,1.25,1,58.3,4.72,0
1202.9074,52.0479923,-0.7469148,106.50,0.635,1.030,1.25,1,58.3,4.72,0
1203.9020,52.0479868,-0.7469040,104.30,0.635,1.030,1.25,1,58.3,4.72,0
1204.9031,52.0479960,-0.7468808,104.00,0.635,1.030,1.25,1,58.3,4.72,0
1205.9023,52.0480002,-0.7468792,103.20,0.635,1.030,1.25,1,58.3,4.72,0
1206.8678,52.0480113,-0.7468535,103.40,0.635,1.030,1.25,1,58.3,4.72,0
1207.9005,52.0480223,-0.7468283,103.90,0.635,1.030,1.25,1,58.3,4.72,0
1208.8821,52.0480287,-0.7468175,103.30,0.635,1.030,1.25,1,58.3,4.72,0
1209.9010,52.0480265,-0.7468088,103.00,0.635,1.030,1.25,1,58.3,4.72,0
1210.8986,52.0480260,-0.7468027,102.50,0.635,1.030,1.25,1,58.3,4.72,0
1211.9031,52.0480248,-0.7467938,102.20,0.635,1.030,1.25,1,58.3,4.72,0
1212.9000,52.0480297,-0.7467758,101.30,0.635,1.030,1.25,1,58.3,4.72,0
1213.9024,52.0480385,-0.7467548,100.80,0.635,1.030,1.25,1,58.3,4.72,0
1214.9037,52.0480448,-0.7467302,100.80,0.635,1.030,1.25,1,58.3,4.72,0
1215.8752,52.0480583,-0.7467005,101.00,0.635,1.030,1.25,1,58.3,4.72,0
1216.8946,52.0480558,-0.7466853,100.50,0.635,1.030,1.25,1,58.3,4.72,0
1217.8798,52.0480582,-0.7466572,100.70,0.635,1.030,1.25,1,58.3,4.72,0
1218.9014,52.0480583,-0.7466442,101.00,0.635,1.030,1.25,1,58.3,4.72,0
1219.8984,52.0480550,-0.7466283,100.60,0.635,1.030,1.25,1,58.3,4.72,0
1220.9012,52.0480620,-0.7465938,100.50,0.635,1.030,1.25,1,58.3,4.72,0
1221.9071,52.0480750,-0.7465598,100.30,0.472,1.162,1.25,1,67.9,4.56,0
1222.8959,52.0480740,-0.7465403,99.90,0.472,1.162,1.25,1,67.9,4.56,0
1223.9098,52.0480783,-0.7465112,99.90,0.472,1.162,1.25,1,67.9,4.56,0
1224.9103,52.0480840,-0.7464855,99.40,0.472,1.162,1.25,1,67.9,4.56,0
1225.8966,52.0480855,-0.7464578,98.90,0.472,1.162,1.25,1,67.9,4.56,0
1226.8781,52.0480840,-0.7464328,98.50,0.472,1.162,1.25,1,67.9,4.56,0
1227.8960,52.0480880,-0.7464107,98.20,0.472,1.162,1.25,1,67.9,4.56,0
1228.8934,52.0480900,-0.7463888,98.10,0.472,1.162,1.25,1,67.9,4.56,0
1229.9016,52.0480918,-0.7463645,98.10,0.472,1.162,1.25,1,67.9,4.56,0
1230.9048,52.0480888,-0.7463483,97.30,0.472,1.162,1.25,1,67.9,4.56,0
1231.8922,52.0480912,-0.7463193,97.00,0.472,1.162,1.25,1,67.9,4.56,0
1232.9053,52.0480903,-0.7463033,96.50,0.472,1.162,1.25,1,67.9,4.56,0
1233.9065,52.0480978,-0.7462775,95.90,0.472,1.162,1.25,1,67.9,4.56,0
1234.9002,52.0481033,-0.7462510,95.70,0.472,1.162,1.25,1,67.9,4.56,0
1235.9110,52.0481070,-0.7462250,95.80,0.472,1.162,1.25,1,67.9,4.56,0
1236.9073,52.0481075,-0.7461972,96.10,0.160,1.349,1.25,1,83.2,4.21,0
1237.8739,52.0481115,-0.7461728,96.20,0.160,1.349,1.25,1,83.2,4.21,0
1238.9015,52.0481110,-0.7461482,96.50,-0.020,1.284,1.25,1,90.9,4.45,0
1239.8796,52.0481125,-0.7461267,96.60,-0.020,1.284,1.25,1,90.9,4.45,0
1240.9001,52.0481120,-0.7461103,96.90,-0.020,1.284,1.25,1,90.9,4.45,0
1241.8977,52.0481133,-0.7460963,96.70,-0.020,1.284,1.25,1,90.9,4.45,0
1242.9026,52.0481145,-0.7460772,96.80,-0.020,1.284,1.25,1,90.9,4.45,0
1243.9106,52.0481138,-0.7460558,96.80,-0.020,1.284,1.25,1,90.9,4.45,0
1244.9007,52.0481210,-0.7460200,96.80,0.067,1.491,1.25,1,87.4,3.83,0
1245.9006,52.0481182,-0.7460050,96.60,0.041,1.257,1.25,1,88.1,4.55,0
1246.8692,52.0481235,-0.7459785,96.80,0.152,1.334,1.25,1,83.5,4.26,0
1247.9001,52.0481275,-0.7459532,96.70,0.222,1.393,1.25,1,80.9,4.05,0
1248.8758,52.0481268,-0.7459383,96.80,0.197,1.181,1.25,1,80.5,4.78,0
1249.9052,52.0481252,-0.7459263,96.90,0.197,1.181,1.25,1,80.5,4.78,0
1250.8833,52.0481318,-0.7458995,96.70,0.204,1.256,1.25,1,80.8,4.49,0
1251.9018,52.0481358,-0.7458783,96.50,0.218,1.236,1.25,1,80.0,4.55,0
1252.8994,52.0481375,-0.7458568,96.60,0.170,1.285,1.25,1,82.5,4.41,0
1253.9007,52.0481398,-0.7458407,96.60,0.170,1.285,1.25,1,82.5,4.41,0
1254.9050,52.0481422,-0.7458230,96.90,0.170,1.285,1.25,1,82.5,4.41,0
1255.9040,52.0481437,-0.7458093,96.70,0.170,1.285,1.25,1,82.5,4.41,0
1256.9070,52.0481475,-0.7457857,96.70,0.170,1.285,1.25,1,82.5,4.41,0
1257.8958,52.0481495,-0.7457675,97.00,0.170,1.285,1.25,1,82.5,4.41,0
1258.9090,52.0481512,-0.7457515,97.00,0.170,1.285,1.25,1,82.5,4.41,0
1259.9128,52.0481565,-0.7457297,97.00,0.170,1.285,1.25,1,82.5,4.41,0
1260.9083,52.0481617,-0.7457023,97.00,0.165,1.205,1.25,1,82.2,4.70,0
1261.8623,52.0481675,-0.7456768,97.00,0.216,1.271,1.25,1,80.4,4.44,0
1262.9058,52.0481768,-0.7456470,96.90,0.365,1.377,1.25,1,75.1,4.02,0
1263.8730,52.0481872,-0.7456147,96.80,0.507,1.521,1.25,1,71.6,3.57,0
1264.9063,52.0481937,-0.7455898,96.80,0.522,1.469,1.25,1,70.5,3.67,0
1265.8859,52.0481992,-0.7455642,96.60,0.501,1.470,1.25,1,71.2,3.68,0
1266.9047,52.0482047,-0.7455395,96.40,0.487,1.430,1.25,1,71.2,3.79,0
1267.9050,52.0482085,-0.7455212,96.20,0.433,1.227,1.25,1,70.6,4.39,0
1268.8975,52.0482173,-0.7454875,96.30,0.486,1.537,1.25,1,72.4,3.55,0
1269.8995,52.0482235,-0.7454617,96.20,0.466,1.497,1.25,1,72.7,3.65,0
1270.8684,52.0482300,-0.7454335,96.40,0.455,1.524,1.25,1,73.4,3.60,0
1271.9048,52.0482343,-0.7454048,96.50,0.389,1.588,1.25,1,76.2,3.50,0
1272.8876,52.0482422,-0.7453767,96.50,0.438,1.572,1.25,1,74.4,3.51,0
1273.8952,52.0482465,-0.7453570,96.20,0.412,1.331,1.25,1,72.8,4.10,0
1274.9063,52.0482542,-0.7453327,96.20,0.520,1.337,1.25,1,68.7,3.99,0
1275.8962,52.0482633,-0.7453038,96.10,0.646,1.510,1.25,1,66.8,3.48,0
1276.8975,52.0482672,-0.7452880,95.90,0.559,1.221,1.25,1,65.4,4.26,0
1277.8688,52.0482745,-0.7452640,95.70,0.630,1.346,1.25,1,64.9,3.85,0
1278.9052,52.0482768,-0.7452465,95.80,0.531,1.217,1.25,1,66.4,4.31,0
1279.8879,52.0482805,-0.7452257,95.60,0.456,1.270,1.25,1,70.2,4.24,0
1280.8942,52.0482873,-0.7451985,95.50,0.474,1.464,1.25,1,72.1,3.72,0
1281.9038,52.0482928,-0.7451753,95.30,0.512,1.414,1.25,1,70.1,3.80,0
1282.9063,52.0482973,-0.7451593,95.20,0.535,1.173,1.25,1,65.5,4.44,0
1283.9017,52.0483035,-0.7451417,95.10,0.579,1.123,1.25,1,62.7,4.53,0
1284.9037,52.0483088,-0.7451225,95.00,0.571,1.160,1.25,1,63.8,4.42,0
1285.9038,52.0483112,-0.7451048,95.00,0.458,1.165,1.25,1,68.5,4.57,0
1286.8717,52.0483167,-0.7450867,94.80,0.477,1.127,1.25,1,67.1,4.67,0
1287.9043,52.0483195,-0.7450743,94.70,0.412,0.948,1.25,1,66.5,5.52,0
1288.8938,52.0483143,-0.7450688,94.30,0.412,0.948,1.25,1,66.5,5.52,0
1289.8985,52.0483187,-0.7450538,94.00,0.412,0.948,1.25,1,66.5,5.52,0
1290.9086,52.0483190,-0.7450405,93.90,0.412,0.948,1.25,1,66.5,5.52,0
1291.9103,52.0483148,-0.7450350,93.60,0.412,0.948,1.25,1,66.5,5.52,0
1292.9069,52.0483085,-0.7450337,93.40,0.412,0.948,1.25,1,66.5,5.52,0
1293.9102,52.0483095,-0.7450193,93.40,0.412,0.948,1.25,1,66.5,5.52,0
1294.9069,52.0483135,-0.7449983,93.30,0.412,0.948,1.25,1,66.5,5.52,0
1295.8707,52.0483172,-0.7449763,93.30,0.412,0.948,1.25,1,66.5,5.52,0
1296.8995,52.0483178,-0.7449602,93.20,0.412,0.948,1.94,1,66.5,5.52,0
1297.8775,52.0483205,-0.7449438,93.00,0.412,0.948,1.94,1,66.5,5.52,0
1298.9035,52.0483313,-0.7449290,92.50,0.412,0.948,1.94,1,66.5,5.52,0
1299.8837,52.0483373,-0.7449142,92.10,0.527,1.024,1.93,1,62.8,4.96,0
1300.8976,52.0483423,-0.7448928,91.80,0.566,1.176,1.93,1,64.3,4.38,0
1301.8912,52.0483422,-0.7448745,91.50,0.460,1.222,1.93,1,69.4,4.38,0
1302.8942,52.0483478,-0.7448532,91.10,0.447,1.309,1.93,1,71.2,4.14,0
1303.9013,52.0483503,-0.7448368,90.70,0.400,1.221,1.93,1,71.9,4.45,0
1304.9047,52.0483535,-0.7448203,90.50,0.373,1.085,1.93,1,71.0,4.98,0
1305.9014,52.0483610,-0.7447978,90.60,0.416,1.162,1.25,1,70.3,4.63,0
