t,dt,ax,ay,az,gx,gy,gz
1139.5273,0.01758,0.58123,-0.84212,-14.02873,-0.164674,-0.335743,-0.625121
1139.5412,0.01389,-2.57837,0.60155,-14.83685,-0.126836,-0.173201,-0.564767
1139.5551,0.01385,-5.81868,1.50265,-14.68799,-0.084335,0.144423,-0.388502
1139.5689,0.01379,-6.80383,1.72015,-14.12325,-0.105386,0.426473,-0.092063
1139.5827,0.01381,-5.08753,1.05568,-13.09774,-0.114845,0.496819,0.229025
1139.5964,0.01377,-1.92318,0.09005,-12.24472,-0.142557,0.436732,0.350398
1139.6437,0.04729,2.90999,-2.03004,-8.95553,-0.242747,-0.032642,-0.264464
1139.6613,0.01760,2.34264,-1.73605,-8.08125,-0.193718,-0.217567,-0.477634
1139.6755,0.01415,1.61624,-1.09070,-7.87804,-0.163342,-0.327882,-0.646704
1139.6894,0.01389,0.94443,-0.51227,-7.92057,-0.176665,-0.372781,-0.724778
1139.7032,0.01383,0.61922,0.03030,-7.67483,-0.241815,-0.375845,-0.744230
1139.7170,0.01380,0.38183,0.63501,-7.19279,-0.324551,-0.352263,-0.708657
1139.7309,0.01390,0.43643,1.07719,-6.63514,-0.398095,-0.339207,-0.659761
1139.7782,0.04729,-0.12143,1.66040,-5.11814,-0.414349,0.068214,-0.327749
1139.7961,0.01791,-0.12855,1.66757,-5.04489,-0.232355,0.201046,-0.096992
1139.8101,0.01403,0.07323,1.48591,-5.92626,-0.112847,0.249675,0.059554
1139.8238,0.01367,0.62871,1.29470,-6.98249,-0.073544,0.281518,0.141625
1139.8374,0.01361,1.06313,1.24212,-7.85914,-0.111781,0.308564,0.245945
1139.8513,0.01394,1.43582,0.86208,-8.57510,-0.217833,0.311628,0.300037
1139.8652,0.01390,1.96757,0.56092,-8.89410,-0.307764,0.286047,0.334410
1139.9152,0.04994,2.17409,0.11634,-9.43757,-0.322686,0.089132,0.521201
1139.9329,0.01773,2.74619,0.23346,-10.38983,-0.197315,0.159211,0.497219
1139.9470,0.01408,3.32779,0.16415,-11.23575,-0.141092,0.236619,0.437398
1139.9606,0.01362,3.71947,0.04225,-11.97062,-0.153616,0.274057,0.362655
1139.9742,0.01360,3.92600,-0.17287,-12.72912,-0.183992,0.268461,0.297505
1139.9877,0.01354,4.02807,-0.53379,-13.01267,-0.211571,0.258202,0.273790
1140.0013,0.01357,4.44587,-0.80866,-13.32222,-0.285381,0.246744,0.245012
1140.0484,0.04710,3.76695,-0.17765,-12.96778,-0.414349,-0.100190,-0.014789
1140.0663,0.01784,1.03702,1.07958,-12.56135,-0.284049,-0.194784,0.139626
1140.0802,0.01394,-1.50776,2.38462,-12.63224,-0.126570,-0.042368,0.310695
1140.0941,0.01387,-3.69883,3.21640,-12.81655,0.018652,0.176265,0.545715
1140.1079,0.01384,-3.88636,3.38372,-12.21637,0.123772,0.475236,0.721047
1140.1218,0.01390,-2.19143,3.23313,-11.56420,0.136828,0.552377,0.816308
1140.1356,0.01386,-0.12380,3.16382,-10.51506,0.104187,0.421943,0.792060
1140.1832,0.04752,1.28627,1.22777,-8.86574,0.027179,-0.178663,0.491357
1140.2003,0.01716,0.81150,0.36970,-8.82793,-0.018919,-0.404224,0.502282
1140.2140,0.01366,0.14682,-0.16331,-8.87519,-0.039037,-0.496286,0.576225
1140.2275,0.01356,0.14207,-0.54813,-8.71688,-0.057289,-0.487893,0.632715
1140.2411,0.01357,0.52901,-0.33301,-8.24666,-0.100323,-0.403957,0.645772
1140.2551,0.01396,0.97055,-0.37364,-7.81660,-0.168671,-0.292576,0.599141
1140.2689,0.01383,1.17945,-0.36886,-7.12663,-0.232888,-0.216767,0.530260
1140.3163,0.04738,1.17233,-0.14658,-4.81569,-0.119908,0.021317,0.346002
1140.3348,0.01856,1.24829,0.17610,-5.03072,0.087533,0.098325,0.291776
1140.3490,0.01416,1.54027,0.24063,-5.85065,0.195717,0.123639,0.247144
1140.3627,0.01366,1.72781,0.14741,-6.49809,0.252740,0.143623,0.197982
1140.3762,0.01351,1.87499,-0.00317,-7.73863,0.245412,0.149752,0.153216
1140.3897,0.01352,2.22632,0.02312,-8.73342,0.185191,0.144689,0.103121
1140.4032,0.01352,2.58240,0.11395,-9.19183,0.081937,0.128035,0.065683
1140.4501,0.04693,2.92423,0.70194,-10.00940,-0.009326,0.136296,0.002132
1140.4678,0.01762,3.07853,0.40555,-10.74899,0.041302,0.185858,-0.001732
1140.4817,0.01393,3.63876,0.27409,-11.28301,0.034240,0.231822,-0.019452
1140.4955,0.01384,4.37703,0.08288,-11.76269,0.062086,0.249142,-0.077541
1140.5094,0.01383,4.90403,-0.07487,-11.91391,0.057023,0.225694,-0.169204
1140.5232,0.01381,5.17939,-0.44296,-12.31797,0.038637,0.205176,-0.288446
1140.5370,0.01377,5.43814,-0.73934,-12.50701,-0.016920,0.198914,-0.428738
1140.5842,0.04720,5.04883,-1.85316,-11.02545,0.000666,0.074476,-0.839224
1140.6012,0.01708,2.09576,-1.36318,-12.21637,0.134297,-0.112847,-0.739567
1140.6148,0.01358,0.65720,0.00639,-12.88035,0.212104,-0.092862,-0.684675
1140.6283,0.01350,-0.90480,1.36401,-13.52070,0.212104,0.124038,-0.780202
1140.6418,0.01350,-3.36886,2.31770,-13.63648,0.096859,0.471905,-0.753956
1140.6557,0.01386,-4.77656,2.45872,-12.38414,-0.146554,0.649236,-0.500683
1140.6698,0.01413,-4.28754,2.31053,-10.43945,-0.200380,0.675482,-0.164940
1140.7174,0.04764,2.38062,-0.31628,-9.36668,-0.053559,-0.406355,0.415015
1140.7351,0.01770,3.54143,-1.10026,-9.76129,-0.058622,-0.582354,0.160410
1140.7491,0.01392,3.56280,-1.04289,-9.66441,-0.053959,-0.642041,-0.116711
1140.7630,0.01392,2.87675,-0.94012,-9.54863,-0.070879,-0.601672,-0.342538
1140.7768,0.01386,1.98656,-0.78954,-9.38795,-0.103254,-0.506412,-0.552243
1140.7909,0.01406,1.31713,-0.49315,-8.68380,-0.244479,-0.316291,-0.614196
1140.8048,0.01390,0.99666,-0.10594,-7.81897,-0.308564,-0.219165,-0.604737
1140.8522,0.04745,0.70705,1.49786,-5.35444,-0.334277,0.072078,-0.346002
1140.8712,0.01892,1.05363,1.57196,-4.65974,-0.259268,0.175199,-0.270726
1140.8853,0.01415,1.01565,1.61498,-4.60303,-0.162276,0.203444,-0.168271
1140.8993,0.01396,1.24117,1.20626,-4.88185,-0.069946,0.128168,-0.012257
1140.9157,0.01642,1.63048,0.99832,-5.79867,0.000533,-0.008127,0.121107
1140.9297,0.01404,2.01979,0.73540,-6.65641,-0.016920,-0.121640,0.209306
1140.9436,0.01390,2.30465,0.58243,-7.68428,-0.098058,-0.229291,0.279386
1140.9909,0.04731,2.83877,-0.26370,-10.27404,-0.230357,-0.329348,0.427806
1141.0081,0.01714,2.88625,-0.34018,-11.10107,-0.242747,-0.159744,0.427939
1141.0217,0.01363,3.01681,-0.23262,-11.50040,-0.246211,0.019185,0.401426
1141.0353,0.01361,3.47734,-0.18721,-11.84775,-0.262599,0.155747,0.363455
1141.0489,0.01354,3.96873,0.01356,-12.12658,-0.260867,0.218632,0.333478
1141.0628,0.01394,4.06843,0.03508,-12.31561,-0.245678,0.266063,0.304167
1141.0767,0.01386,4.07080,-0.10594,-12.45030,-0.224095,0.302435,0.276055
1141.1241,0.04746,4.97050,-0.17765,-12.93706,-0.329081,0.092596,-0.003864
1141.1420,0.01785,3.55093,-0.11551,-12.83545,-0.241681,-0.404490,0.044766
1141.1561,0.01409,2.02454,0.15697,-13.34821,-0.140825,-0.537588,0.036106
1141.1702,0.01418,-1.00925,1.25407,-13.11192,-0.044233,-0.368518,0.006528
1141.1842,0.01396,-3.21219,1.78230,-12.54245,0.095127,-0.010259,0.045032
1141.1981,0.01392,-3.88636,2.21253,-11.99425,0.205975,0.244879,0.147487
1141.2120,0.01385,-3.04602,1.89702,-11.25702,0.311495,0.332678,0.270060
1141.2594,0.04747,2.74382,0.56809,-8.90119,0.158012,-0.097792,-0.000533
1141.2770,0.01761,2.66073,-0.02707,-8.47586,0.042634,-0.291510,-0.208640
1141.2909,0.01390,1.86549,-0.29238,-8.24902,-0.013456,-0.487626,-0.235286
1141.3048,0.01380,0.71417,-0.22545,-8.31754,-0.041302,-0.611665,-0.238617
1141.3186,0.01384,-0.30421,0.14024,-8.53966,-0.063152,-0.599674,-0.108583
1141.3324,0.01378,-0.44665,-0.08682,-8.41206,-0.086067,-0.561570,0.042368
1141.3462,0.01380,-0.52973,0.19761,-8.30337,-0.144023,-0.485894,0.227426
1141.3934,0.04719,1.20793,0.47965,-6.42484,-0.371848,-0.123239,0.581554
1141.4111,0.01776,1.57825,0.44141,-5.40642,-0.285115,0.061020,0.614729
1141.4250,0.01383,1.56876,0.57526,-5.12051,-0.147354,0.225028,0.568764
1141.4386,0.01360,1.65659,0.74735,-5.20321,0.032375,0.349066,0.521201
1141.4521,0.01351,1.70407,0.72823,-5.97589,0.200380,0.393432,0.486960
1141.4660,0.01394,1.83463,0.56809,-6.93287,0.289378,0.408487,0.473237
1141.4798,0.01383,1.93196,0.37687,-7.81660,0.295374,0.329348,0.481897
1141.5273,0.04740,2.72957,0.27170,-10.26932,-0.002531,0.058622,0.438997
1141.5448,0.01759,2.78417,0.09722,-10.98292,-0.070080,0.143357,0.376245
1141.5588,0.01392,3.12838,0.10917,-11.18141,-0.159211,0.242614,0.320288
1141.5726,0.01385,3.46547,-0.14180,-11.31609,-0.164807,0.295507,0.264064
1141.5864,0.01382,3.94024,-0.30672,-11.31373,-0.124038,0.306032,0.218766
1141.6003,0.01383,4.02095,-0.56964,-11.59019,-0.100323,0.292309,0.173201
1141.6141,0.01382,4.32718,-0.91622,-11.89974,-0.010792,0.261133,0.120308
1141.6614,0.04736,5.84882,-2.14716,-11.90682,0.025447,0.093928,-0.529861
1141.6794,0.01792,4.72124,-1.96789,-13.79480,-0.071279,-0.320155,-0.683210
1141.6933,0.01395,1.79190,-1.21738,-13.19934,-0.164807,-0.356394,-0.774606
1141.7072,0.01387,-0.93803,0.03030,-14.13506,-0.174266,-0.337874,-0.791660
1141.7210,0.01380,-4.05965,1.07958,-13.90113,-0.137628,-0.105519,-0.676149
1141.7349,0.01390,-5.72610,1.11544,-13.67902,-0.130966,0.122972,-0.395830
1141.7488,0.01387,-5.14213,0.33624,-13.09538,-0.162009,0.231689,-0.057023
1141.7963,0.04752,2.86963,-2.71602,-9.68095,-0.376645,0.246078,-0.076741
1141.8135,0.01721,3.64826,-3.04825,-8.43805,-0.302302,0.197315,-0.382907
1141.8272,0.01368,3.34440,-2.70885,-7.68428,-0.181861,0.133364,-0.585418
1141.8407,0.01356,2.43522,-2.02048,-7.54014,-0.072877,-0.005596,-0.753423
1141.8543,0.01357,1.49280,-1.46118,-7.38183,-0.003597,-0.074343,-0.862939
1141.8682,0.01389,0.57886,-0.44774,-7.16916,0.031309,-0.147753,-0.886254
1141.8821,0.01390,0.14207,0.33385,-7.12190,-0.002665,-0.200513,-0.777937
1141.9320,0.04991,0.67856,1.70103,-5.44423,-0.343204,-0.276588,-0.592479
1141.9507,0.01871,0.61922,1.55284,-4.93620,-0.317090,-0.196649,-0.527862
1141.9649,0.01415,0.59073,1.19670,-4.52269,-0.247810,-0.152417,-0.464711
1141.9785,0.01366,0.74503,0.85730,-4.87476,-0.162542,-0.169337,-0.391300
1141.9921,0.01355,1.24117,0.54896,-5.38279,-0.062485,-0.258069,-0.315492
1142.0056,0.01356,1.67321,0.36014,-6.24526,-0.032908,-0.357726,-0.252606
1142.0192,0.01353,1.99368,0.12590,-7.20697,0.002531,-0.438997,-0.198781
1142.0661,0.04696,2.57527,-0.36886,-9.84872,-0.185724,-0.352530,-0.146954
1142.0838,0.01765,2.88862,-0.54574,-10.27404,-0.209173,-0.178796,-0.212770
1142.0977,0.01396,2.90049,-0.58159,-10.69701,-0.213703,-0.004663,-0.251274
1142.1116,0.01389,2.75806,-0.43818,-10.90022,-0.176931,0.179329,-0.256603
1142.1255,0.01391,2.84827,-0.29716,-11.03254,-0.149086,0.346135,-0.205309
1142.1394,0.01388,3.23521,-0.01990,-11.20504,-0.133364,0.451254,-0.140959
1142.1532,0.01383,3.72897,0.14024,-11.88083,-0.069280,0.456983,-0.098325
1142.2005,0.04725,3.97585,-0.32345,-12.48102,-0.194384,0.598075,-0.114979
1142.2176,0.01710,3.85953,0.10678,-12.43848,-0.262599,0.352930,-0.089265
1142.2312,0.01364,2.44946,0.70194,-12.25890,-0.274856,0.058222,0.051560
1142.2447,0.01350,0.31062,1.72971,-12.14075,-0.164141,-0.185724,0.319355
1142.2582,0.01351,-2.45255,2.65232,-12.57081,-0.009459,-0.316025,0.625654
1142.2721,0.01383,-4.25668,3.04431,-12.89689,0.128835,-0.279519,0.930087
1142.2859,0.01383,-4.12850,2.85310,-13.35766,0.199714,-0.159478,1.093695
1142.3332,0.04734,2.24056,0.42707,-9.83454,-0.101123,-0.384639,0.757020
1142.3508,0.01761,1.67321,0.07571,-9.59825,0.045432,-0.470839,0.567032
1142.3647,0.01389,1.24117,-0.16570,-10.21733,0.109250,-0.527596,0.473504
1142.3786,0.01386,0.79251,-0.29716,-10.49616,0.129234,-0.558772,0.410219
1142.3924,0.01379,0.47679,-0.67481,-10.89313,0.127103,-0.509743,0.363988
1142.4062,0.01381,0.29400,-0.88275,-10.82461,0.050894,-0.367585,0.335343
1142.4200,0.01383,0.62634,-0.78237,-10.13699,-0.058489,-0.249942,0.310429
1142.4677,0.04771,0.91832,-0.66286,-6.74620,-0.494954,-0.155214,0.350531
1142.4874,0.01963,0.82574,-0.18960,-5.24338,-0.539453,-0.127636,0.390368
1142.5016,0.01423,0.68806,0.09483,-4.50615,-0.472438,-0.102588,0.414616
1142.5155,0.01391,0.69518,0.56570,-4.41163,-0.264464,-0.044899,0.419145
1142.5294,0.01386,0.82337,0.96007,-3.91542,0.018652,-0.002665,0.402225
1142.5432,0.01383,1.44769,0.68998,-4.53450,0.258602,-0.004263,0.352397
1142.5570,0.01380,1.67321,0.25736,-5.81048,0.387037,-0.007594,0.274989
1142.6042,0.04720,2.22632,-0.55052,-8.51603,0.168937,-0.032508,0.166806
1142.6213,0.01709,2.40910,-0.22306,-8.76886,0.080205,-0.037704,0.119775
1142.6349,0.01360,2.42335,-0.03902,-9.19419,0.064617,-0.007328,0.076608
1142.6484,0.01351,2.67023,0.05181,-9.82273,0.055957,-0.005862,0.053426
1142.6619,0.01350,2.72957,0.18088,-10.28350,0.035706,0.003331,0.014922
1142.6754,0.01350,2.72008,0.02073,-11.11525,0.065283,0.061420,-0.033441
1142.6893,0.01385,2.67260,-0.18243,-11.64690,0.046231,0.164940,-0.083003
1142.7366,0.04738,4.54320,-0.46686,-12.51646,-0.062885,0.245945,-0.286847
1142.7543,0.01770,4.76160,-1.05246,-12.68423,-0.158945,0.260334,-0.484828
1142.7683,0.01394,4.56457,-1.33450,-11.52639,-0.179729,0.255404,-0.594744
1142.7822,0.01391,3.58179,-1.64283,-12.81419,-0.212237,0.050761,-0.550911
1142.7962,0.01403,1.68270,-1.23650,-12.81419,-0.167072,-0.298438,-0.397562
1142.8102,0.01394,0.34860,0.14263,-13.02685,-0.061286,-0.392100,-0.324818
1142.8240,0.01381,-1.48402,1.31621,-14.53203,-0.029444,-0.296440,-0.368251
1142.8714,0.04747,-2.23891,0.30278,-11.39880,-0.477368,0.156813,0.168671
1142.8892,0.01776,-0.20689,-0.51227,-10.39692,-0.455784,-0.020784,0.246345
1142.9032,0.01397,0.52901,-1.22455,-10.23860,-0.406355,-0.148953,0.241681
1142.9199,0.01677,1.27440,-1.39425,-9.80619,-0.323086,-0.360790,0.162276
1142.9340,0.01409,1.78241,-1.19348,-9.31942,-0.228891,-0.537322,0.006262
1142.9479,0.01388,1.75629,-0.97358,-9.52263,-0.181328,-0.627119,-0.199181
1142.9618,0.01391,1.30526,-0.81583,-9.60061,-0.228092,-0.647637,-0.382907
1143.0091,0.04726,0.03287,0.38882,-7.27313,-0.560371,-0.193985,-0.461513
1143.0273,0.01827,0.09697,0.85491,-6.01369,-0.547314,-0.034107,-0.364920
1143.0412,0.01381,0.20379,1.17519,-5.36625,-0.463778,0.095527,-0.312161
1143.0548,0.01360,0.02338,1.29231,-4.82278,-0.346268,0.224095,-0.272591
1143.0683,0.01355,0.13970,1.60303,-4.73299,-0.212904,0.308697,-0.144023
1143.0822,0.01393,0.25364,1.51699,-4.81569,-0.101922,0.422077,-0.044899
1143.0961,0.01385,0.53851,1.40226,-5.29773,0.039836,0.473371,0.027046
1143.1435,0.04745,1.77291,0.51072,-7.88985,0.013456,0.200513,0.279253
1143.1613,0.01771,1.92959,0.08766,-8.98861,-0.077407,-0.050228,0.403158
1143.1752,0.01396,1.79428,-0.02707,-9.73530,-0.117377,-0.126303,0.479233
1143.1890,0.01383,1.54739,-0.23501,-10.53160,-0.159345,-0.103787,0.528795
1143.2029,0.01389,1.64235,-0.26609,-11.03491,-0.176931,0.009726,0.551044
1143.2169,0.01391,2.05540,-0.20872,-11.56184,-0.174799,0.191054,0.528928
1143.2307,0.01389,2.66311,0.00161,-11.85720,-0.171469,0.347867,0.472571
1143.2783,0.04758,4.18000,-0.42862,-12.25654,-0.253806,0.292842,0.275389
1143.2959,0.01758,4.05181,-0.79432,-12.80710,-0.299637,0.355194,0.225694
1143.3098,0.01392,4.47673,-1.21738,-12.99613,-0.385571,0.451521,0.133231
1143.3236,0.01383,5.00136,-1.27235,-12.30616,-0.429271,0.307897,0.037838
1143.3375,0.01382,4.04232,-0.27804,-12.40304,-0.397562,-0.068614,-0.025980
1143.3513,0.01379,1.83700,0.36731,-12.11476,-0.279386,-0.354528,0.059688
1143.3650,0.01377,-1.33922,1.65323,-12.87326,-0.181461,-0.352796,0.176132
1143.4122,0.04716,-2.73029,3.12558,-11.65635,0.034374,0.189055,0.815775
1143.4296,0.01736,0.05424,2.86266,-10.42291,0.019319,-0.015855,0.739034
1143.4431,0.01360,1.10111,2.18146,-10.02594,0.000133,-0.132299,0.600340
1143.4567,0.01351,1.26491,1.08197,-9.59825,0.043300,-0.148420,0.465776
1143.4702,0.01351,1.39072,-0.01273,-9.55099,0.047963,-0.211038,0.409286
1143.4840,0.01383,0.70705,-0.90904,-9.63605,0.034374,-0.261666,0.353995
1143.4979,0.01386,0.04000,-1.18152,-9.53681,0.010525,-0.180528,0.362123
1143.5452,0.04739,1.59250,-1.03333,-6.57607,-0.162542,0.135896,0.194917
1143.5638,0.01852,1.41446,-0.57920,-5.31190,-0.169470,0.152017,0.160943
1143.5780,0.01420,1.30289,-0.38560,-4.68337,-0.144689,0.142158,0.174799
1143.5916,0.01360,1.30763,0.00639,-4.21314,-0.053959,0.141625,0.182660
1143.6051,0.01354,1.33137,0.41989,-4.12335,0.073410,0.165207,0.150551
1143.6186,0.01352,1.61624,0.73301,-4.35256,0.248343,0.128035,0.108184
1143.6321,0.01347,1.64235,0.65891,-5.40878,0.401692,0.095527,0.059554
1143.6790,0.04688,2.67972,-0.24936,-8.95317,0.341472,0.257802,-0.161476
1143.6965,0.01757,3.66962,-0.10355,-9.85108,0.238750,0.240482,-0.336942
1143.7104,0.01390,3.64826,-0.03424,-10.36147,0.169070,0.217833,-0.473904
1143.7242,0.01380,3.28268,0.02312,-10.57650,0.102855,0.241681,-0.508011
1143.7381,0.01387,2.92423,0.24541,-10.98528,0.060354,0.344536,-0.510942
1143.7520,0.01384,2.97883,0.44141,-11.56184,0.031443,0.472838,-0.453119
1143.7658,0.01386,3.33491,0.65652,-11.66344,0.029044,0.577158,-0.441395
1143.8133,0.04745,4.52896,-0.22067,-12.20928,0.161210,0.550245,-0.472305
1143.8304,0.01718,5.87731,-1.11699,-12.56372,0.115911,0.580622,-0.727043
1143.8441,0.01363,6.50163,-1.71931,-12.32979,0.014922,0.576225,-0.951138
1143.8577,0.01358,5.66366,-1.57112,-11.08925,0.051960,0.272591,-1.067848
1143.8712,0.01352,3.67437,-0.91382,-12.49283,0.129900,-0.036106,-1.092496
1143.8847,0.01352,1.52840,-0.36886,-13.34821,0.124038,-0.154548,-1.043201
1143.8986,0.01391,-1.91606,0.52028,-14.51077,0.079406,-0.022116,-0.895847
1143.9500,0.05141,-0.14991,-0.91861,-11.68471,-0.249276,0.527196,-0.013057
1143.9677,0.01771,2.39486,-2.08740,-10.12045,-0.236752,0.471772,-0.080605
1143.9817,0.01398,3.14500,-2.58934,-9.22963,-0.184925,0.429937,-0.177864
1143.9953,0.01362,3.27556,-2.78055,-8.36953,-0.133897,0.297372,-0.316291
1144.0089,0.01354,3.59841,-2.37661,-7.98910,0.003064,0.157080,-0.484162
1144.0225,0.01359,3.25420,-1.37513,-7.62993,0.064484,-0.042501,-0.686141
1144.0360,0.01356,2.84827,-0.54096,-7.31330,0.104320,-0.224894,-0.870000
1144.0830,0.04694,1.02515,1.03417,-6.07749,-0.191587,-0.641775,-0.762482
1144.1015,0.01851,0.72841,1.13217,-5.52929,-0.283649,-0.604603,-0.611265
1144.1156,0.01416,0.68094,1.35445,-5.20321,-0.313893,-0.507078,-0.491357
1144.1296,0.01396,0.72604,1.18953,-5.04253,-0.292309,-0.392233,-0.406622
1144.1435,0.01390,0.58123,1.32099,-4.78497,-0.226093,-0.207041,-0.252740
1144.1574,0.01387,0.88509,1.52416,-5.17958,-0.130034,-0.048496,-0.130567
1144.1712,0.01388,1.26965,1.29709,-5.31663,-0.019052,0.029178,-0.029711
1144.2185,0.04729,3.27081,0.32429,-8.24193,-0.067815,-0.155881,0.174666
1144.2356,0.01708,3.64114,-0.32823,-8.99807,-0.237152,-0.342671,0.226360
1144.2492,0.01361,3.48446,-0.66525,-9.46120,-0.352796,-0.490957,0.281917
1144.2628,0.01356,3.21859,-0.74890,-9.92906,-0.388636,-0.500816,0.315492
1144.2763,0.01348,3.20672,-0.55530,-10.38510,-0.392899,-0.400493,0.299504
1144.2898,0.01353,3.57229,-0.29955,-10.98765,-0.397962,-0.259668,0.254871
1144.3038,0.01405,3.88090,-0.15375,-11.41770,-0.414349,-0.104054,0.185058
1144.3513,0.04742,4.39365,-0.10355,-12.29198,-0.285648,0.134031,0.172002
1144.3688,0.01758,5.23162,-0.13463,-13.04339,-0.288179,0.243946,0.070746
1144.3827,0.01390,5.69452,-0.61505,-13.10719,-0.371982,0.458049,-0.092995
1144.3966,0.01387,5.92953,-0.64134,-12.81419,-0.505613,0.528262,-0.258469
1144.4104,0.01384,5.14853,-0.12985,-12.35814,-0.634714,0.397429,-0.351864
1144.4246,0.01411,2.82216,0.68759,-11.47205,-0.664957,0.181194,-0.251141
1144.4385,0.01391,0.02575,1.60303,-11.00891,-0.546248,0.041435,0.046231
1144.4859,0.04741,-2.50003,2.21492,-11.57838,0.167072,0.151084,1.203877
1144.5035,0.01766,-0.38730,1.99741,-11.36572,0.192919,0.151617,1.190821
1144.5175,0.01392,1.16758,1.74405,-11.05145,0.147887,0.054225,1.022550
1144.5313,0.01383,2.30228,1.37358,-10.30713,0.083936,-0.089798,0.771276
1144.5452,0.01387,2.86963,0.62784,-9.87235,0.031176,-0.288179,0.586084
1144.5590,0.01384,2.72720,-0.24936,-9.73766,-0.073410,-0.525198,0.508410
1144.5728,0.01379,1.82276,-0.90904,-9.68095,-0.120841,-0.660960,0.447790
1144.6200,0.04720,0.91120,-1.37752,-7.67955,-0.151884,-0.461113,0.496020
1144.6378,0.01779,1.21268,-0.90904,-6.68004,-0.147753,-0.333211,0.460181
1144.6516,0.01383,1.40259,-0.35452,-6.07749,-0.129767,-0.273391,0.425141
1144.6652,0.01360,1.25541,-0.02946,-5.71596,-0.096992,-0.248077,0.399427
1144.6788,0.01354,1.38360,0.19283,-5.30954,-0.026646,-0.272591,0.382640
1144.6922,0.01348,1.36698,0.09483,-5.16540,0.058489,-0.196516,0.364387
1144.7061,0.01390,1.51653,0.01834,-5.44659,0.150685,-0.143224,0.316424
1144.7536,0.04746,2.44709,-0.12985,-7.78116,0.276855,-0.244879,0.146821
1144.7713,0.01769,2.49694,-0.09160,-8.91064,0.241681,-0.265397,0.079939
1144.7853,0.01398,2.54204,-0.23023,-9.53917,0.167871,-0.241681,0.026779
1144.7994,0.01409,2.76281,-0.16570,-9.91961,0.088599,-0.150285,-0.023182
1144.8133,0.01396,2.80554,-0.37364,-10.03303,0.028911,-0.066616,-0.067948
1144.8272,0.01390,3.10464,-0.44774,-10.17244,-0.031043,0.075276,-0.105519
1144.8411,0.01383,3.66725,-0.31628,-10.38983,-0.070879,0.128968,-0.142424
1144.8885,0.04742,3.95211,-0.60071,-11.35390,0.030510,0.105919,-0.300836
1144.9062,0.01769,4.17051,-1.08831,-11.96353,-0.011325,0.080738,-0.459248
1144.9230,0.01685,4.12065,-1.21260,-12.35578,-0.122040,-0.055158,-0.554508
1144.9371,0.01405,3.69573,-0.84212,-12.97959,-0.190121,-0.446591,-0.502015
1144.9510,0.01391,2.39723,0.11156,-13.90586,-0.231156,-0.937282,-0.453253
1144.9648,0.01385,0.87559,0.86208,-16.15772,-0.356127,-1.150452,-0.514406
1144.9787,0.01388,-2.51427,0.85969,-16.29950,-0.476835,-0.946475,-0.558772
1145.0260,0.04729,-2.10360,-2.49612,-13.32458,-0.507744,0.035440,0.108184
1145.0431,0.01712,0.84236,-2.63953,-12.21873,-0.498685,0.402358,-0.152550
1145.0567,0.01356,1.17707,-2.31686,-10.63085,-0.520534,0.596876,-0.391034
1145.0703,0.01358,1.21743,-1.68346,-8.94844,-0.470706,0.676015,-0.554642
1145.0838,0.01351,1.00141,-0.88514,-7.79770,-0.370250,0.652300,-0.674417
1145.0977,0.01398,0.85660,-0.16570,-6.81945,-0.255937,0.551844,-0.721714
1145.1116,0.01389,0.61447,0.63740,-6.25235,-0.107917,0.355594,-0.712787
1145.1591,0.04742,-0.10006,1.49308,-6.42957,0.064750,-0.205975,-0.476168
1145.1779,0.01885,0.07086,1.31860,-6.68240,-0.049695,-0.162142,-0.406089
