t,dt,ax,ay,az,gx,gy,gz
1419.1366,0.01392,1.78241,-0.12029,-6.75801,-0.295107,0.114446,-0.040902
1419.1505,0.01390,2.10525,-0.01034,-7.51887,-0.299904,0.105119,-0.042368
1419.1643,0.01383,2.29991,0.01117,-8.01509,-0.274190,0.107118,-0.046364
1419.1785,0.01425,2.45183,-0.06770,-8.75941,-0.243547,0.116977,-0.036772
1419.1924,0.01385,2.59189,-0.20394,-9.56989,-0.230224,0.164274,-0.023848
1419.2397,0.04731,3.10702,0.08288,-11.80286,-0.344536,0.350931,0.075542
1419.2568,0.01708,3.24233,0.28365,-12.06278,-0.347734,0.336675,0.126969
1419.2704,0.01365,3.11651,0.25497,-12.26599,-0.327216,0.282184,0.191187
1419.2839,0.01350,2.93610,0.37926,-12.37941,-0.298571,0.241282,0.264997
1419.2974,0.01351,2.81266,0.57526,-12.28489,-0.276588,0.237818,0.348000
1419.3113,0.01385,3.20435,0.68998,-11.91391,-0.271392,0.138161,0.448856
1419.3251,0.01381,3.70286,1.02939,-11.17668,-0.266196,-0.019452,0.477767
1419.3725,0.04736,0.47916,0.59438,-12.77638,-0.228758,-0.269127,0.559438
1419.3902,0.01773,-1.19678,0.56570,-13.40492,-0.223296,0.057023,0.588216
1419.4044,0.01415,-1.70004,0.67325,-13.12846,-0.191853,0.255804,0.562369
1419.4184,0.01408,-1.38194,1.05090,-12.20692,-0.140426,0.306299,0.487760
1419.4323,0.01391,-0.87631,1.35445,-11.29010,-0.093662,0.238484,0.409819
1419.4462,0.01386,-0.17128,2.02131,-10.52924,-0.057156,0.028911,0.323219
1419.4600,0.01379,0.32011,1.94961,-9.98577,-0.045698,-0.256737,0.250874
1419.5074,0.04738,0.14207,-0.10116,-9.09495,-0.175199,-0.501216,0.250075
1419.5240,0.01660,0.61922,-0.35213,-8.17340,-0.191587,-0.379443,0.292309
1419.5379,0.01392,1.13197,-0.33540,-7.13372,-0.161743,-0.288046,0.324685
1419.5517,0.01382,1.58538,-0.30433,-6.47683,-0.105253,-0.211172,0.340539
1419.5655,0.01383,1.75629,-0.34974,-5.76086,-0.062885,-0.131499,0.336009
1419.5794,0.01381,1.85362,-0.19199,-5.46786,-0.049962,-0.027179,0.316291
1419.5932,0.01380,1.84650,-0.06292,-5.24338,-0.061286,0.035306,0.276055
1419.6404,0.04723,2.16222,0.08766,-5.59073,-0.190787,0.222363,0.094194
1419.6565,0.01612,1.90347,0.19044,-5.79158,-0.192119,0.185458,0.047297
1419.6703,0.01380,2.06015,0.18088,-6.47683,-0.172268,0.117243,0.023848
1419.6838,0.01353,2.16222,0.49399,-7.17389,-0.139227,0.024914,0.021184
1419.6974,0.01352,2.08863,0.64935,-8.11906,-0.103521,-0.059821,0.019985
1419.7108,0.01349,2.19783,0.78798,-9.25326,-0.087000,-0.110315,0.022383
1419.7247,0.01387,2.18121,0.89793,-10.20316,-0.101922,-0.061020,0.020651
1419.7721,0.04742,3.05479,0.77603,-11.89501,-0.048629,0.249142,0.008127
1419.7888,0.01664,3.41325,0.57526,-12.15729,0.012124,0.249276,0.021184
1419.8034,0.01458,3.49396,0.50594,-12.33215,0.050495,0.212504,0.045299
1419.8173,0.01399,3.47497,0.42946,-12.46920,0.079939,0.144289,0.066749
1419.8312,0.01389,3.28031,0.22151,-12.77402,0.092063,0.104986,0.078074
1419.8451,0.01384,3.90226,0.08288,-12.20928,0.091663,0.052093,0.070213
1419.8590,0.01393,4.91827,0.07810,-11.99662,0.110449,-0.165873,0.053559
1419.9089,0.04990,-1.83060,-0.01751,-15.52682,-0.008127,0.115511,-0.298571
1419.9266,0.01772,-2.29351,-0.22306,-14.18468,-0.073544,0.608067,-0.376245
1419.9407,0.01412,-1.98965,-0.60549,-12.68895,-0.120574,0.773274,-0.461513
1419.9546,0.01388,-1.44366,-0.90187,-11.31373,-0.142691,0.744363,-0.510942
1419.9685,0.01386,-0.37780,-1.17435,-10.07320,-0.145222,0.559038,-0.465243
1419.9823,0.01388,0.19667,-1.27474,-8.90591,-0.134830,0.313493,-0.446325
1419.9962,0.01382,0.61209,-1.06680,-8.33408,-0.170536,0.049429,-0.423542
1420.0436,0.04740,0.50765,0.30278,-7.84260,-0.078606,-0.496819,-0.394897
1420.0598,0.01620,0.69755,0.63740,-7.73154,-0.061953,-0.484296,-0.379176
1420.0734,0.01364,0.92544,0.86686,-7.42200,-0.056623,-0.429671,-0.352397
1420.0870,0.01355,1.02277,1.12978,-7.22587,-0.046764,-0.353729,-0.322420
1420.1005,0.01353,1.10348,1.01983,-6.67767,-0.044100,-0.284848,-0.281917
1420.1140,0.01354,1.09874,0.88598,-6.24526,-0.053159,-0.218233,-0.249942
1420.1279,0.01389,1.08212,0.75691,-6.12002,-0.034773,-0.136429,-0.223695
1420.1753,0.04740,1.32188,0.27409,-5.62145,-0.132432,-0.035173,-0.172002
1420.1919,0.01660,1.67558,0.16654,-5.81521,-0.167072,-0.085002,-0.139626
1420.2059,0.01396,1.91772,-0.15375,-6.25471,-0.190521,-0.159744,-0.104986
1420.2198,0.01390,2.10050,-0.34496,-6.87143,-0.207574,-0.278853,-0.070080
1420.2337,0.01388,2.03166,-0.25653,-7.86622,-0.211971,-0.391034,-0.029711
1420.2475,0.01385,1.96994,-0.27326,-9.20837,-0.215835,-0.453253,0.005196
1420.2614,0.01385,1.97706,-0.35930,-10.37565,-0.210905,-0.405023,0.026247
1420.3087,0.04735,2.23344,0.12829,-12.27780,-0.178530,0.169204,-0.000533
1420.3263,0.01764,2.88625,0.43663,-12.53300,-0.127236,0.252740,0.003597
1420.3402,0.01387,3.02868,0.42467,-12.59444,-0.077008,0.232888,0.033175
1420.3541,0.01386,2.99070,0.33385,-12.70786,-0.048629,0.196649,0.084868
1420.3679,0.01380,3.02393,0.31473,-12.60625,-0.048230,0.155614,0.155081
1420.3817,0.01382,3.21622,0.37448,-12.29198,-0.083270,0.107917,0.229824
1420.3955,0.01382,4.13965,0.45814,-11.79104,-0.117510,-0.037438,0.261799
1420.4430,0.04746,-0.22113,0.56331,-14.37844,-0.127236,-0.508410,0.257003
1420.4610,0.01800,-3.27628,0.71150,-15.29762,-0.148286,0.053292,0.291910
1420.4749,0.01388,-3.85076,0.96964,-14.07599,-0.091930,0.497219,0.286447
1420.4884,0.01355,-2.73742,1.23973,-12.20928,-0.016387,0.709190,0.261666
1420.5019,0.01354,-1.39144,1.45245,-10.28350,0.058755,0.660028,0.227159
1420.5155,0.01352,-0.27810,1.64606,-8.81139,0.133231,0.401292,0.187723
1420.5293,0.01388,0.64058,1.87790,-8.03399,0.193185,0.112047,0.149219
1420.5767,0.04737,0.51477,-0.62700,-7.99619,0.119908,-0.415548,0.052760
1420.5943,0.01763,0.44592,-1.37513,-7.76698,0.064351,-0.395564,0.070613
1420.6082,0.01388,0.63109,-1.55200,-7.28731,0.041701,-0.374247,0.096326
1420.6221,0.01388,0.92070,-1.36318,-6.62096,0.024648,-0.291510,0.123239
1420.6359,0.01382,1.16758,-1.17196,-6.20745,0.021850,-0.257802,0.140292
1420.6498,0.01387,1.19844,-0.81344,-6.01133,0.022783,-0.212904,0.150418
1420.6636,0.01380,1.21743,-0.41428,-5.87901,0.009326,-0.160144,0.144556
1420.7111,0.04747,1.41921,0.25258,-6.70367,-0.063285,0.059421,0.053292
1420.7288,0.01771,1.82751,0.33863,-7.10064,-0.074077,0.037838,0.022116
1420.7428,0.01399,1.77528,0.31951,-7.77407,-0.039303,0.016387,0.034107
1420.7566,0.01385,1.84413,0.33863,-8.30573,0.018519,-0.015188,-0.027979
1420.7705,0.01390,1.88211,0.26692,-9.15638,0.064484,-0.022383,-0.065683
1420.7844,0.01387,1.98181,0.27887,-9.79437,0.070213,0.008127,-0.100590
1420.7989,0.01449,2.03641,0.20956,-10.47962,0.065949,0.057423,-0.137761
1420.8463,0.04740,2.40910,-0.01034,-11.63273,-0.170936,0.372648,-0.216234
1420.8633,0.01706,2.78655,0.08766,-11.52876,-0.227559,0.375712,-0.242081
1420.8770,0.01361,3.32304,0.23824,-11.58074,-0.205043,0.243147,-0.260334
1420.8905,0.01355,3.24233,0.23107,-11.63509,-0.146821,0.043567,-0.277254
1420.9040,0.01352,3.07616,0.41033,-11.89737,-0.095527,-0.142557,-0.283116
1420.9202,0.01620,3.03343,0.19283,-12.13839,-0.036239,-0.283649,-0.279253
1420.9344,0.01415,3.58416,-0.22784,-12.20928,0.021717,-0.499084,-0.280718
1420.9819,0.04748,-1.83298,-0.82778,-15.77021,-0.041568,-0.471905,-0.332412
1421.0005,0.01861,-3.74156,-0.77519,-15.36378,-0.180795,0.397029,-0.463645
1421.0147,0.01417,-3.10774,-0.73456,-13.55378,-0.276055,0.811245,-0.524931
1421.0286,0.01391,-1.96117,-0.92817,-11.59256,-0.313360,0.961263,-0.543850
1421.0422,0.01363,-1.01874,-1.21738,-9.88180,-0.302168,0.900910,-0.540652
1421.0557,0.01350,-0.34694,-1.41815,-8.61763,-0.268194,0.704527,-0.502015
1421.0692,0.01354,0.20379,-1.51376,-7.65120,-0.219432,0.469907,-0.477234
1421.1162,0.04693,0.80912,-0.21111,-6.66822,-0.045565,-0.320821,-0.268194
1421.1336,0.01740,0.54800,0.24063,-7.20461,0.012124,-0.433268,-0.261266
1421.1475,0.01396,0.54325,0.36253,-7.45035,0.024914,-0.439397,-0.286181
1421.1614,0.01391,0.46017,0.39121,-7.61339,-0.006129,-0.357459,-0.311495
1421.1753,0.01387,0.63583,0.43902,-7.51651,-0.057423,-0.244479,-0.337075
1421.1891,0.01384,0.61684,0.47487,-7.10300,-0.128035,-0.134430,-0.358792
1421.2030,0.01387,0.94918,0.41750,-6.85253,-0.185591,0.029444,-0.371582
1421.2504,0.04744,1.65422,0.33385,-5.76322,-0.323885,0.214636,-0.304700
1421.2681,0.01762,1.83463,0.39360,-5.92863,-0.316158,0.124038,-0.197715
1421.2820,0.01395,2.03403,0.47009,-6.24290,-0.297372,0.009193,-0.169204
1421.2958,0.01381,2.22869,0.40555,-6.74147,-0.285248,-0.115778,-0.073544
1421.3097,0.01384,2.48032,0.40555,-7.58976,-0.266596,-0.253539,-0.009326
1421.3235,0.01381,2.75331,0.13307,-8.57746,-0.254605,-0.363322,0.041435
1421.3373,0.01380,2.67260,0.03747,-9.86526,-0.260334,-0.410619,0.035440
1421.3842,0.04691,1.56876,-0.22784,-13.31276,-0.274057,0.198648,0.099790
1421.4012,0.01703,2.34501,-0.06292,-12.92761,-0.247011,0.348000,0.104453
1421.4148,0.01359,2.91236,0.01595,-12.73621,-0.219565,0.319622,0.115645
1421.4285,0.01375,3.11889,0.03030,-12.73857,-0.187723,0.217300,0.153216
1421.4421,0.01356,3.04055,0.00639,-12.60625,-0.161876,0.117510,0.208240
1421.4559,0.01385,2.82453,0.12351,-12.54718,-0.147487,-0.010525,0.258335
1421.4698,0.01384,3.36577,0.31951,-12.41013,-0.129234,-0.183060,0.265930
1421.5172,0.04741,-0.51074,0.43185,-14.17523,-0.016787,-0.338407,0.375979
1421.5357,0.01855,-2.73504,0.88120,-14.46587,0.017453,0.251407,0.361989
1421.5501,0.01436,-2.73267,0.97442,-13.57505,0.010658,0.632182,0.333211
1421.5640,0.01393,-2.13683,1.32338,-11.79340,0.009859,0.803118,0.300836
1421.5779,0.01387,-0.92379,1.77035,-10.37801,0.006528,0.747960,0.268994
1421.5917,0.01382,-0.22588,2.29140,-9.05005,0.018119,0.486827,0.272191
1421.6056,0.01384,0.23465,2.55910,-8.50658,0.015055,0.225427,0.207175
1421.6529,0.04739,0.29637,0.65174,-7.91821,0.002265,-0.312560,0.297239
1421.6707,0.01773,0.31536,-0.12029,-7.64175,-0.014256,-0.288579,0.378110
1421.6846,0.01389,0.59310,-0.34496,-7.26132,-0.015855,-0.227159,0.429138
1421.6984,0.01386,0.67619,-0.34735,-6.75092,-0.007861,-0.149885,0.466443
1421.7122,0.01381,0.89221,-0.38799,-6.21927,0.004663,-0.068614,0.473504
1421.7261,0.01386,1.16758,-0.30194,-5.81521,0.001066,-0.000533,0.460047
1421.7399,0.01380,1.17470,-0.21828,-5.57891,-0.018119,0.037305,0.427539
1421.7873,0.04737,1.63997,-0.14419,-5.39933,-0.086334,0.162009,0.266196
1421.8046,0.01729,2.01030,-0.21589,-6.17201,-0.083536,0.041835,0.206508
1421.8182,0.01368,2.00792,-0.18243,-6.69185,-0.081138,-0.073011,0.166806
1421.8318,0.01357,2.05065,-0.12746,-7.42908,-0.080871,-0.181194,0.132698
1421.8454,0.01358,1.96519,-0.15375,-8.55384,-0.089798,-0.245678,0.094727
1421.8593,0.01392,1.80852,-0.02468,-9.78964,-0.119642,-0.231556,0.047297
1421.8732,0.01384,1.60199,0.26692,-10.91203,-0.163874,-0.114712,-0.011325
1421.9234,0.05022,2.92660,0.71628,-11.37753,-0.176798,0.342538,-0.068614
1421.9412,0.01783,3.61502,0.81188,-11.16250,-0.088466,0.212904,-0.069946
1421.9552,0.01397,3.91650,0.64457,-11.40352,-0.024115,0.067149,-0.055158
1421.9688,0.01358,3.69099,0.58960,-11.63036,0.029178,-0.148153,-0.050495
1421.9823,0.01358,3.35153,0.55613,-12.08404,0.067948,-0.238884,-0.063951
1421.9959,0.01353,3.09040,0.24780,-12.43612,0.079939,-0.329481,-0.082737
1422.0094,0.01355,3.97822,0.10917,-12.42194,0.098991,-0.477101,-0.107251
1422.0563,0.04691,-1.06385,-0.77041,-15.54809,-0.081671,-0.355594,-0.250608
1422.0750,0.01867,-3.57064,-0.93056,-15.81037,-0.218233,0.483096,-0.395963
1422.0891,0.01414,-2.87747,-0.94490,-13.82552,-0.270459,0.986977,-0.462312
1422.1031,0.01393,-1.84010,-1.17913,-11.64454,-0.262332,1.133132,-0.482430
1422.1169,0.01388,-0.91429,-1.34884,-10.17480,-0.228358,1.090897,-0.479366
1422.1308,0.01386,-0.20214,-1.58786,-8.78540,-0.178930,0.847351,-0.461779
1422.1446,0.01383,0.28925,-1.50420,-7.73154,-0.150818,0.539587,-0.418346
1422.1919,0.04728,0.46254,-0.37364,-7.28495,-0.165207,-0.429538,-0.259801
1422.2090,0.01708,0.24415,0.27887,-7.62757,-0.131766,-0.489891,-0.233688
1422.2226,0.01360,0.28450,0.79037,-7.67955,-0.090198,-0.463112,-0.219698
1422.2361,0.01354,0.32011,0.96246,-7.74099,-0.048763,-0.376511,-0.215568
1422.2497,0.01354,0.62159,1.03895,-7.51179,-0.033708,-0.282317,-0.204776
1422.2636,0.01390,0.85898,1.02461,-6.98485,-0.042900,-0.164141,-0.203044
1422.2775,0.01389,1.06075,0.98398,-6.67295,-0.070613,-0.041968,-0.200913
1422.3248,0.04735,1.77291,0.45814,-5.77267,-0.210772,0.092596,-0.194784
1422.3424,0.01761,1.71119,0.25736,-6.21927,-0.234087,0.074876,-0.184792
1422.3563,0.01388,1.72069,-0.02707,-6.68240,-0.242081,0.050761,-0.204243
1422.3702,0.01385,1.77054,-0.13463,-7.08882,-0.257403,-0.003331,-0.144156
1422.3840,0.01379,2.00555,-0.31150,-7.54723,-0.250608,-0.085268,-0.134430
1422.3978,0.01381,2.39011,-0.39755,-8.25847,-0.225427,-0.176132,-0.053692
1422.4116,0.01381,2.45183,-0.58876,-9.30997,-0.205309,-0.217167,-0.015721
1422.4594,0.04781,2.08863,-0.25892,-12.41485,-0.301103,0.252207,0.068081
1422.4770,0.01765,2.71533,-0.07009,-12.31325,-0.268727,0.363988,0.017320
1422.4909,0.01391,3.22571,0.16654,-12.06514,-0.216501,0.357593,0.017986
1422.5048,0.01381,3.65775,0.14741,-11.87847,-0.158012,0.305499,0.042368
1422.5186,0.01385,3.75983,0.24541,-11.97771,-0.110049,0.143890,0.090997
1422.5324,0.01379,3.68387,0.18088,-12.18801,-0.087133,0.011591,0.160943
1422.5462,0.01381,3.69099,0.22629,-12.32506,-0.105386,-0.076342,0.235153
1422.5935,0.04728,1.69932,0.51550,-13.76408,-0.215302,-0.407954,0.333478
1422.6104,0.01688,-0.71726,0.66369,-14.50604,-0.256870,-0.015588,0.393032
1422.6242,0.01381,-1.97066,0.78559,-14.63128,-0.251541,0.392632,0.425407
1422.6377,0.01358,-2.35048,1.09871,-13.40492,-0.172002,0.679213,0.440862
1422.6513,0.01352,-1.70954,1.27797,-11.95881,-0.101389,0.796057,0.448456
1422.6648,0.01350,-1.04011,1.84922,-10.25278,-0.030776,0.743963,0.443260
1422.6787,0.01389,-0.10956,2.16711,-8.72869,0.031842,0.461646,0.431936
1422.7261,0.04741,0.73554,1.04851,-7.54250,0.148819,-0.430603,0.380508
1422.7427,0.01659,0.25839,-0.19677,-7.71263,0.126037,-0.527596,0.385172
1422.7566,0.01393,0.06848,-0.92578,-7.63938,0.085934,-0.484962,0.403424
1422.7705,0.01389,0.36759,-1.37991,-7.16916,0.026779,-0.398095,0.426074
1422.7843,0.01382,0.99666,-1.56634,-6.59733,-0.000933,-0.351864,0.447257
1422.7982,0.01386,1.32188,-1.58786,-6.12948,-0.087933,-0.333744,0.456983
1422.8126,0.01445,1.49517,-1.21260,-5.98061,-0.129634,-0.281384,0.474570
1422.8603,0.04768,1.93433,0.14263,-6.39412,-0.163475,0.068081,0.223695
1422.8781,0.01775,2.25006,0.41750,-6.69894,-0.149219,0.116178,0.128035
1422.8920,0.01392,2.50881,0.58482,-7.12190,-0.116577,0.099391,0.073410
1422.9059,0.01391,2.56103,0.59199,-7.44326,-0.081804,0.065949,0.044499
1422.9226,0.01669,2.71533,0.73779,-8.37189,-0.032908,-0.057556,0.036905
1422.9367,0.01410,2.61800,0.96007,-9.18946,-0.004263,-0.066616,0.044100
1422.9506,0.01391,2.62750,0.83579,-10.05193,0.001466,-0.031709,0.046098
1422.9979,0.04733,2.54679,0.84535,-11.12706,-0.069680,0.345202,0.022383
1423.0150,0.01713,3.09752,0.53940,-11.37989,-0.035573,0.493755,0.006528
1423.0287,0.01362,3.72897,0.28843,-11.39643,-0.102055,0.467642,0.033574
1423.0422,0.01356,3.51295,0.01595,-11.75087,-0.059554,0.364254,0.033574
1423.0558,0.01354,3.10939,0.03030,-12.28017,-0.106718,0.233288,0.024381
1423.0693,0.01355,2.48982,0.06854,-12.71022,-0.186391,0.172801,0.010259
1423.0832,0.01392,2.46370,0.41033,-12.90162,-0.240216,0.166406,-0.024248
1423.1306,0.04742,0.72367,-0.66047,-14.73997,-0.118576,-0.689072,-0.084602
1423.1493,0.01868,-2.84187,-0.80388,-16.11755,-0.158012,-0.198115,-0.132032
1423.1635,0.01417,-3.69171,-0.79910,-15.37560,-0.145355,0.405423,-0.237418
1423.1775,0.01396,-2.70181,-0.72261,-13.33167,-0.122839,0.721314,-0.335343
1423.1913,0.01389,-1.40806,-1.11460,-11.10343,-0.122173,0.904907,-0.386504
1423.2052,0.01390,-0.19739,-1.44922,-9.52972,-0.128701,0.846285,-0.400893
1423.2191,0.01387,0.77826,-1.58786,-8.34590,-0.142691,0.617660,-0.384772
1423.2665,0.04743,1.39547,-0.26370,-6.80291,-0.139093,-0.204110,-0.301236
1423.2832,0.01664,1.30051,0.36253,-6.73202,-0.091397,-0.415415,-0.268461
1423.2971,0.01394,0.96817,0.71628,-6.51227,-0.050495,-0.496286,-0.270060
1423.3110,0.01385,1.94620,0.58960,-6.25707,-0.027312,-0.523732,-0.208240
1423.3248,0.01380,1.09161,0.74496,-6.07513,-0.032642,-0.482164,-0.163342
1423.3386,0.01383,1.37173,1.13456,-6.27598,-0.034107,-0.394897,-0.147221
1423.3524,0.01378,1.17233,0.92183,-6.28307,0.002931,-0.281118,-0.154548
1423.3997,0.04735,1.68270,0.46292,-6.24998,-0.185058,0.048629,-0.237818
1423.4173,0.01761,1.99131,0.30278,-6.40830,-0.311495,0.064617,-0.237418
1423.4314,0.01410,2.05065,0.29082,-6.63514,-0.408753,0.027446,-0.219832
1423.4453,0.01389,2.30228,0.28604,-6.70839,-0.455251,-0.001332,-0.188655
1423.4592,0.01385,2.33314,0.28365,-7.39128,-0.436865,-0.097126,-0.158145
1423.4730,0.01383,2.56103,0.20956,-8.07416,-0.365054,-0.158812,-0.127103
1423.4868,0.01384,2.80554,0.19283,-8.97916,-0.258735,-0.205709,-0.108583
1423.5341,0.04722,2.62038,-0.19438,-12.24472,-0.043567,-0.071279,-0.036239
1423.5502,0.01609,2.19546,-0.22545,-12.73621,-0.077407,0.094861,-0.032908
1423.5637,0.01357,2.59189,-0.22784,-12.87799,-0.130700,0.194384,0.044899
1423.5773,0.01353,3.03818,-0.00317,-12.78111,-0.168271,0.172668,0.097658
1423.5908,0.01352,3.24708,0.11634,-12.71258,-0.180528,0.119375,0.151750
1423.6045,0.01370,3.26607,0.36253,-12.54718,-0.172534,0.025714,0.189322
1423.6183,0.01385,3.62214,0.62784,-12.51410,-0.115112,-0.160410,0.178263
1423.6659,0.04757,-0.05258,0.30517,-14.72343,0.054225,-0.678813,0.335077
1423.6844,0.01855,-3.15759,0.87881,-15.87417,0.000799,-0.060620,0.365986
1423.6986,0.01419,-3.35937,1.62454,-15.05897,-0.043034,0.526930,0.322153
1423.7122,0.01358,-2.51190,2.17907,-12.81419,-0.066749,0.833361,0.275922
1423.7258,0.01357,-1.00213,2.48023,-10.94511,-0.096593,0.890917,0.244613
1423.7394,0.01358,0.04712,2.68100,-9.42812,-0.100323,0.751691,0.206775
1423.7529,0.01354,0.73791,2.76944,-8.46641,-0.094994,0.576092,0.187723
1423.8004,0.04752,0.52901,0.65891,-7.42200,-0.003064,-0.057956,0.305233
1423.8172,0.01672,0.43643,-0.17765,-7.24950,0.017587,-0.141758,0.389435
1423.8311,0.01397,0.64058,-0.55291,-6.85017,0.026646,-0.160810,0.456583
1423.8450,0.01389,0.79013,-0.82061,-6.47210,0.010658,-0.144023,0.510542
1423.8589,0.01388,0.88746,-0.86124,-5.98534,-0.008527,-0.109783,0.544783
1423.8727,0.01384,1.06788,-0.75368,-5.68288,-0.041035,-0.035306,0.550112
1423.8866,0.01387,1.10348,-0.55052,-5.50566,-0.078606,0.063152,0.520268
1423.9373,0.05066,2.09101,0.13307,-5.42060,-0.148819,0.150551,0.267262
1423.9544,0.01718,2.35451,0.09722,-5.89082,-0.129634,0.049695,0.195983
1423.9681,0.01362,2.58952,0.18327,-6.61860,-0.095260,-0.037172,0.153216
1423.9816,0.01359,2.59189,0.21673,-7.47398,-0.058355,-0.191853,0.134830
1423.9952,0.01355,2.74144,0.38882,-8.72633,-0.039037,-0.280185,0.107651
1424.0087,0.01348,2.29753,0.46531,-9.71639,-0.036772,-0.265930,0.075276
1424.0223,0.01365,1.96757,0.59438,-10.66629,-0.044499,-0.201446,0.043833
1424.0693,0.04700,2.81266,0.51311,-11.13179,-0.136162,0.361856,-0.046897
1424.0865,0.01712,3.85004,0.49877,-10.98528,-0.141625,0.251407,-0.042501
1424.1001,0.01361,4.33193,0.32668,-11.27592,-0.124838,0.095793,-0.027446
1424.1141,0.01404,4.29157,0.39599,-11.65635,-0.074077,-0.139493,-0.019452
1424.1280,0.01385,3.63639,0.38404,-12.11004,-0.014655,-0.351064,-0.022649
1424.1418,0.01383,3.43461,0.25258,-12.57317,0.036239,-0.489225,-0.052893
1424.1556,0.01384,3.95211,0.30278,-12.74094,0.129634,-0.732505,-0.089398
1424.2035,0.04789,-1.85197,-0.29955,-16.17899,-0.010126,-0.465377,-0.349732
1424.2225,0.01900,-3.15996,-0.65330,-16.26406,-0.182660,0.290178,-0.470839
1424.2367,0.01413,-2.62347,-1.04289,-14.26502,-0.279652,0.625254,-0.520801
1424.2506,0.01396,-1.77600,-1.24367,-12.35578,-0.310296,0.739433,-0.538121
1424.2645,0.01388,-0.81934,-1.64044,-10.57414,-0.304966,0.694668,-0.529727
1424.2784,0.01391,0.20142,-1.91770,-9.15874,-0.288312,0.574893,-0.503881
1424.2923,0.01384,0.73791,-2.11130,-8.21594,-0.264064,0.321487,-0.466176
1424.3395,0.04722,0.75690,-0.44296,-6.98249,-0.197848,-0.205576,-0.358259
1424.3565,0.01700,0.49340,0.35536,-6.76747,-0.169870,-0.295374,-0.323352
1424.3701,0.01359,0.52901,0.68759,-6.45320,-0.077807,-0.289911,-0.309096
1424.3836,0.01349,0.85423,1.13456,-6.08222,-0.015055,-0.315092,-0.308697
1424.3970,0.01347,1.06550,1.29948,-5.98770,0.035839,-0.311761,-0.304966
1424.4105,0.01349,1.15096,1.11305,-5.76795,0.064750,-0.285515,-0.300170
1424.4244,0.01382,1.34799,0.85252,-5.49149,0.060887,-0.220764,-0.298704
1424.4717,0.04733,2.11237,-0.07965,-5.87428,-0.092462,-0.085801,-0.323352
1424.4893,0.01763,2.11237,-0.21828,-6.46501,-0.146021,-0.126170,-0.318689
1424.5032,0.01391,2.06964,-0.45013,-7.13372,-0.187323,-0.169070,-0.304167
1424.5171,0.01382,2.14798,-0.55052,-7.92766,-0.221031,-0.220897,-0.290844
1424.5309,0.01382,2.12662,-0.64134,-8.63418,-0.249675,-0.267662,-0.273790
1424.5446,0.01377,2.03641,-0.68437,-9.67386,-0.268594,-0.281917,-0.252340
1424.5585,0.01381,2.06252,-0.69632,-10.66156,-0.288312,-0.260067,-0.238084
1424.6058,0.04734,1.73730,-0.22784,-12.75039,-0.347334,0.387303,-0.242081
1424.6234,0.01761,2.38774,0.11873,-12.60861,-0.323619,0.632315,-0.232888
1424.6373,0.01391,2.97408,0.49877,-12.09350,-0.276322,0.708657,-0.193851
1424.6512,0.01385,3.60553,0.95051,-11.74851,-0.221031,0.668688,-0.130966
1424.6650,0.01379,4.04707,1.00071,-11.53585,-0.171469,0.546914,-0.027179
1424.6792,0.01421,3.89751,1.06524,-11.18141,-0.149885,0.451254,0.091796
1424.6930,0.01387,4.52896,1.50504,-11.14833,-0.104986,0.246611,0.199314
1424.7403,0.04731,1.04414,0.72823,-14.20595,-0.019985,-0.329081,0.299104
1424.7573,0.01698,-1.57660,0.49160,-15.94742,-0.112980,-0.011058,0.343603
1424.7712,0.01389,-4.82641,1.24451,-19.79604,0.148020,0.253273,0.207974
1424.7848,0.01360,-2.95344,1.08675,-13.57032,-0.012524,0.714652,0.351064
1424.7984,0.01356,-2.58074,1.12739,-12.39831,-0.039836,0.983513,0.311894
1424.8125,0.01413,-2.03713,1.48830,-10.64739,-0.102855,0.975519,0.228758
1424.8262,0.01368,-0.31371,2.11692,-8.26083,-0.134430,0.802452,0.184792
1424.8732,0.04702,2.07676,1.56479,-6.57134,-0.294574,-0.019452,0.364787
1424.8894,0.01624,1.64472,0.79276,-6.89743,-0.214902,-0.286714,0.442328
1424.9031,0.01368,1.01565,-0.21828,-6.91160,-0.149619,-0.386637,0.483763
1424.9166,0.01352,1.48093,-0.55291,-6.93287,-0.069547,-0.408620,0.567832
1424.9334,0.01677,0.79013,-0.84690,-6.87852,0.045432,-0.390234,0.636446
1424.9474,0.01400,0.57174,-1.09309,-6.71312,0.149352,-0.342937,0.646838
1424.9613,0.01393,1.61861,-0.28282,-6.37049,0.237818,-0.330147,0.725577
1425.0088,0.04745,1.63523,0.32668,-5.45132,0.175199,0.021850,0.481764
1425.0265,0.01770,1.85125,0.03030,-5.63326,0.052626,0.118576,0.353329
1425.0404,0.01394,2.37350,0.10200,-5.81757,-0.025181,0.070746,0.306165
1425.0543,0.01392,2.88862,-0.23740,-6.05386,-0.085668,-0.023582,0.204510
1425.0682,0.01386,3.40138,-0.12029,-6.85017,-0.099391,-0.202378,0.173334
1425.0820,0.01384,3.38951,-0.31867,-7.65592,-0.091796,-0.392233,0.150818
1425.0959,0.01382,3.11889,-0.41667,-8.77831,-0.074343,-0.515871,0.111381
1425.1433,0.04745,2.31178,0.14263,-11.65872,-0.117643,-0.241548,0.001865
1425.1610,0.01764,3.30880,0.38165,-11.73669,-0.153616,-0.046231,0.005862
